calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-01-26,-5.1,3.1,-13.3,,9.8,,24,,1.5,2.9,919.6,69,,
2016-01-27,-1.4,7.6,-9.5,,9.6,,24,,1.5,3.0,921.4,60,,
2016-01-28,-0.7,8.8,-9.3,,9.5,,23,,1.4,3.8,923.5,69,,
2016-01-29,0.3,2.1,-2.2,24.0,0.0,,22,,1.7,5.8,920.6,92,,
2016-01-30,-0.5,0.4,-1.5,3.0,0.0,,18,,2.1,5.8,916.5,99,,
2016-01-31,0.1,4.1,-4.3,0.0,3.8,,17,1,0.9,5.6,917.9,92,,
2016-02-01,-0.9,0.9,-2.6,2.0,0.0,,17,3,1.5,5.6,916.4,97,,
2016-02-02,-0.3,4.3,-5.0,0.0,6.7,,17,1,1.4,4.6,915.1,79,,
2016-02-03,-1.2,2.8,-5.4,0.5,3.2,,17,2,1.4,4.3,917.6,77,,
2016-02-04,-1.3,4.6,-4.3,,6.7,,16,,1.8,4.4,917.0,80,,
2016-02-05,-0.6,7.2,-8.0,,9.1,,15,,1.4,4.1,914.1,73,,
2016-02-06,-0.2,5.6,-6.2,0.0,5.6,,15,1,1.5,4.9,910.4,82,,
2016-02-07,-1.7,4.3,-5.6,3.5,8.3,,21,10,2.4,3.9,912.7,75,,
2016-02-08,-3.3,4.5,-9.9,0.0,7.1,,18,,1.7,3.9,914.9,82,,
2016-02-09,-0.4,5.3,-7.7,0.0,7.2,,15,,3.0,3.4,908.8,59,,
2016-02-10,-0.4,3.8,-3.2,0.0,10.2,,14,,3.9,2.3,916.7,39,,
2016-02-11,-0.2,7.5,-6.0,,10.2,,13,,1.6,3.3,926.2,56,,
2016-02-12,1.5,6.4,-6.0,0.0,2.7,,12,,1.7,6.0,928.0,86,,
2016-02-13,11.0,15.7,6.3,5.0,6.2,,9,,3.9,9.1,919.6,70,,
2016-02-14,14.3,20.2,9.5,35.0,5.6,,,,4.4,12.0,903.1,74,,
2016-02-15,3.6,10.9,-4.2,0.0,1.2,,,,3.1,5.8,901.7,71,,
2016-02-16,-1.7,4.5,-7.7,,7.1,,,,1.6,3.1,909.1,58,,
2016-02-17,-0.5,6.2,-6.5,,8.3,,,,2.4,2.9,912.8,51,,
2016-02-18,-0.1,7.8,-6.7,,8.8,,,,1.9,4.1,921.5,69,,
2016-02-19,4.5,12.9,-3.9,,9.8,,,,2.6,4.0,923.6,51,,
2016-02-20,3.7,12.3,-1.3,35.0,0.0,,,,1.8,7.1,918.4,86,,
2016-02-21,7.2,11.6,0.8,0.0,10.0,,,,3.7,5.2,913.1,49,,
2016-02-22,2.1,7.0,-1.3,,3.6,,,,1.6,4.6,924.8,63,,
2016-02-23,2.8,9.8,-1.1,,5.2,,,,1.7,5.7,918.9,78,,
2016-02-24,0.1,4.3,-3.3,2.0,0.7,,2,2,1.8,4.7,918.2,78,,
2016-02-25,-1.7,3.8,-4.9,1.5,6.7,,3,1,2.0,4.2,921.5,79,,
2016-02-26,-1.2,6.3,-7.3,,9.5,,,,1.7,3.2,921.1,60,,
2016-02-27,0.8,7.8,-6.4,,10.1,,,,2.4,3.9,922.1,61,,
2016-02-28,2.7,9.9,-3.3,,5.5,,,,2.2,5.0,922.6,70,,
2016-02-29,4.9,12.8,-2.1,0.0,3.0,,1,1,3.4,5.8,909.2,67,,
2016-03-01,-0.6,5.7,-4.6,0.0,10.6,,1,,3.5,2.4,912.6,41,,
2016-03-02,0.4,7.9,-5.7,,10.6,,,,1.9,3.0,918.2,51,,
2016-03-03,3.3,13.1,-5.9,,10.6,,,,2.2,3.4,920.6,50,,
2016-03-04,4.0,12.8,-3.7,,8.0,,,,1.8,5.2,927.4,65,,
2016-03-05,6.3,13.5,-0.9,,5.5,,,,1.8,7.2,929.6,77,,
2016-03-06,9.4,16.5,1.5,0.0,4.8,,,,3.3,8.8,925.0,76,,
2016-03-07,9.7,11.7,8.4,7.5,0.0,,,,1.2,11.7,918.9,97,,
2016-03-08,11.9,20.8,6.8,,8.7,,,,1.7,10.6,914.7,80,,
2016-03-09,5.1,9.3,0.9,40.0,0.0,,,,1.8,8.6,913.8,98,,
2016-03-10,1.0,2.6,-0.1,2.0,0.0,,,,2.0,6.6,914.0,99,,
2016-03-11,-0.4,1.3,-1.5,1.5,0.0,,,,2.6,5.6,915.1,95,,
2016-03-12,0.1,4.1,-2.1,0.0,2.7,,,,2.4,5.4,919.4,88,,
2016-03-13,1.5,6.7,-1.7,,3.9,,,,1.8,5.8,921.3,86,,
2016-03-14,0.3,0.9,-0.4,25.5,0.0,,19,19,1.5,6.2,912.4,99,,
2016-03-15,1.7,7.5,-3.9,0.0,11.2,,19,,2.3,4.7,913.8,72,,
2016-03-16,3.6,8.8,-2.5,,3.3,,2,,1.9,6.3,921.1,81,,
2016-03-17,7.0,17.5,-1.5,,11.2,,,,1.9,5.0,921.6,57,,
2016-03-18,8.1,16.1,-1.2,0.0,6.6,,,,3.0,6.9,919.0,67,,
2016-03-19,11.8,19.9,8.4,13.0,2.7,,,,2.4,11.1,908.6,82,,
2016-03-20,7.6,12.1,2.7,2.5,0.3,,,,2.4,7.2,911.0,71,,
2016-03-21,3.2,7.4,0.6,1.5,1.7,,,,2.0,6.5,915.5,85,,
2016-03-22,4.9,12.6,-1.3,0.0,10.5,,,,2.4,5.9,914.8,69,,
2016-03-23,5.7,13.2,-1.6,,5.2,,,,2.2,6.2,912.8,71,,
2016-03-24,2.0,6.0,-0.4,0.0,2.7,,,,2.5,6.1,913.0,86,,
2016-03-25,1.4,9.7,-3.6,1.0,7.3,,,,2.1,4.5,915.5,70,,
2016-03-26,1.6,7.2,-1.7,0.0,1.4,,,,1.9,5.4,917.7,80,,
2016-03-27,4.9,10.3,-1.2,0.0,3.2,,,,1.9,6.1,917.6,73,,
2016-03-28,3.7,11.1,-0.3,16.5,2.5,,1,1,1.6,6.5,918.3,83,,
2016-03-29,5.4,12.7,-0.3,0.0,4.4,,,,1.5,7.2,922.1,82,,
2016-03-30,8.6,15.3,1.6,,7.7,,,,2.1,6.2,918.4,58,,
2016-03-31,8.0,16.6,-0.3,,9.6,,,,1.8,6.4,918.4,63,,
2016-04-01,6.9,13.9,0.6,0.0,1.3,,,,2.3,7.9,920.0,81,,
2016-04-02,5.2,7.9,2.7,0.5,0.0,,,,1.7,8.6,924.7,96,,
2016-04-03,9.5,13.2,6.5,0.5,0.1,,,,2.3,10.2,922.9,86,,
2016-04-04,13.1,20.2,8.7,12.5,2.4,,,,2.3,12.8,909.5,86,,
2016-04-05,7.9,13.0,5.9,0.0,4.2,,,,2.5,9.8,913.5,92,,
2016-04-06,9.3,16.6,3.9,,6.5,,,,1.7,7.0,919.5,63,,
2016-04-07,11.2,17.5,6.3,33.0,0.0,,,,2.8,12.2,912.0,89,,
2016-04-08,12.5,18.1,7.0,,3.5,,,,2.0,11.7,910.8,82,,
2016-04-09,10.3,18.0,2.2,,7.0,,,,2.1,8.7,915.7,72,,
2016-04-10,11.5,19.7,4.4,,3.5,,,,1.9,7.0,911.9,57,,
2016-04-11,8.4,15.9,2.6,0.0,10.8,,,,2.9,6.3,911.1,60,,
2016-04-12,5.8,12.3,-0.9,,7.1,,,,1.9,5.8,920.4,62,,
2016-04-13,9.4,15.5,5.5,1.5,1.6,,,,2.0,9.3,917.3,79,,
2016-04-14,13.4,20.2,8.2,17.0,4.2,,,,1.7,13.5,907.6,88,,
2016-04-15,13.0,19.2,6.8,,11.5,,,,3.4,5.1,914.7,38,,
2016-04-16,11.0,17.9,3.7,,9.8,,,,2.0,8.7,921.7,68,,
2016-04-17,14.6,19.7,8.9,14.0,5.0,,,,5.0,11.9,911.2,70,,
2016-04-18,15.6,25.0,8.2,0.0,5.7,,,,3.2,8.1,910.5,49,,
2016-04-19,12.5,19.9,6.4,,10.7,,,,2.3,8.7,917.0,64,,
2016-04-20,9.6,15.8,3.5,,9.7,,,,2.2,8.3,923.7,71,,
2016-04-21,11.0,16.2,7.8,15.5,0.5,,,,3.3,10.2,916.1,78,,
2016-04-22,15.7,23.0,9.6,0.0,8.5,,,,2.9,14.3,908.1,82,,
2016-04-23,14.2,21.2,10.1,0.0,5.0,,,,2.3,12.8,913.1,81,,
2016-04-24,11.7,16.6,9.0,0.0,1.8,,,,2.1,11.4,914.7,83,,
2016-04-25,12.8,19.8,7.7,0.0,8.0,,,,1.9,8.5,920.3,59,,
2016-04-26,14.5,23.1,5.7,,11.5,,,,1.6,10.7,918.7,68,,
2016-04-27,13.0,17.3,9.2,1.5,0.0,,,,1.7,11.9,914.9,80,,
2016-04-28,11.9,14.4,9.5,13.0,0.0,,,,1.6,13.4,902.4,96,,
2016-04-29,11.7,16.9,5.1,,12.1,,,,4.0,6.2,903.1,45,,
2016-04-30,10.8,18.3,2.6,,12.1,,,,2.4,6.8,913.2,53,,
2016-05-01,14.7,23.6,4.4,,8.9,,,,2.3,8.1,915.6,54,,
2016-05-02,14.3,21.3,6.7,,7.3,,,,2.1,11.6,921.6,72,,
2016-05-03,15.5,21.4,9.5,0.0,6.3,,,,3.8,10.4,918.8,62,,
2016-05-04,17.7,24.2,11.7,22.0,11.5,,,,4.6,9.7,907.7,51,,
2016-05-05,16.1,23.0,10.1,,12.4,,,,2.6,6.9,913.2,40,,
2016-05-06,12.3,16.7,8.1,2.0,0.0,,,,2.4,9.7,918.8,69,,
2016-05-07,17.6,24.9,11.4,0.0,11.8,,,,4.0,11.9,910.7,58,,
2016-05-08,15.3,23.1,7.6,,9.7,,,,2.0,8.6,918.0,50,,
2016-05-09,12.8,16.6,9.4,8.5,0.0,,,,1.4,12.6,918.7,85,,
2016-05-10,16.6,23.9,12.0,3.5,2.4,,,,1.7,16.6,910.7,88,,
2016-05-11,18.1,22.6,12.7,15.5,0.9,,,,3.4,17.4,904.8,84,,
2016-05-12,16.8,25.0,9.8,,12.4,,,,2.1,11.4,916.2,62,,
2016-05-13,15.9,24.4,6.5,,12.3,,,,1.8,11.8,921.1,69,,
2016-05-14,15.5,22.0,9.7,,10.1,,,,2.4,12.4,924.4,73,,
2016-05-15,14.7,21.7,9.4,,9.2,,,,2.6,12.1,922.2,74,,
2016-05-16,14.4,17.9,11.3,0.0,1.3,,,,2.0,13.2,916.7,81,,
2016-05-17,15.2,18.2,11.8,22.5,0.0,,,,1.7,16.6,914.1,96,,
2016-05-18,15.1,22.8,9.0,,11.4,,,,1.9,10.2,920.2,64,,
2016-05-19,14.2,21.4,5.9,,11.0,,,,2.8,10.0,922.5,65,,
2016-05-20,12.0,18.3,6.3,,4.6,,,,2.0,9.7,921.5,71,,
2016-05-21,15.0,23.9,4.5,,12.9,,,,2.1,10.7,919.0,66,,
2016-05-22,17.0,24.6,8.2,,13.0,,,,2.2,10.4,919.9,59,,
2016-05-23,18.1,26.9,8.9,,11.4,,,,1.9,10.5,918.6,56,,
2016-05-24,19.1,27.7,10.6,,10.2,,,,2.3,10.7,917.3,52,,
2016-05-25,17.6,21.5,14.9,0.0,0.0,,,,2.7,12.9,917.2,65,,
2016-05-26,19.4,26.8,12.3,0.0,11.1,,,,2.7,16.6,915.1,74,,
2016-05-27,17.0,22.8,13.1,3.5,0.2,,,,1.7,17.6,912.2,90,,
2016-05-28,15.4,21.6,10.4,0.0,0.5,,,,1.5,14.3,912.1,83,,
2016-05-29,16.8,25.2,8.5,1.0,8.1,,,,2.3,13.6,911.7,74,,
2016-05-30,12.2,14.3,10.0,17.5,0.0,,,,2.3,13.3,910.0,93,,
2016-05-31,17.4,23.9,12.7,0.0,10.3,,,,2.3,15.9,908.3,81,,
2016-06-01,16.3,22.8,11.0,,4.5,,,,2.0,12.5,904.7,68,,
2016-06-02,14.6,21.7,8.7,,13.2,,,,2.8,7.8,908.0,51,,
2016-06-03,14.2,21.0,6.5,,10.4,,,,2.5,10.6,915.2,66,,
2016-06-04,16.1,22.3,9.6,0.0,7.3,,,,3.0,12.8,916.0,72,,
2016-06-05,14.3,19.1,10.5,11.5,2.5,,,,1.3,14.0,915.0,87,,
2016-06-06,15.0,20.6,10.1,0.0,3.6,,,,1.7,14.3,918.4,85,,
2016-06-07,15.9,18.9,13.8,1.0,0.0,,,,1.2,15.3,917.8,85,,
2016-06-08,17.4,24.2,13.4,2.5,5.6,,,,1.7,15.0,916.8,78,,
2016-06-09,17.8,21.5,14.7,2.5,0.0,,,,1.3,18.2,914.8,90,,
2016-06-10,19.2,25.3,14.4,,7.5,,,,2.2,17.4,917.0,80,,
2016-06-11,19.6,25.5,15.0,,9.1,,,,1.6,15.1,919.3,68,,
2016-06-12,18.5,25.1,11.7,2.0,7.9,,,,2.1,14.1,915.9,69,,
2016-06-13,16.3,17.9,15.1,29.0,0.0,,,,2.2,17.6,905.5,95,,
2016-06-14,17.8,23.9,14.7,0.5,2.1,,,,1.8,17.6,908.1,87,,
2016-06-15,17.7,22.4,15.2,,0.8,,,,1.8,16.6,913.3,82,,
2016-06-16,16.6,18.7,15.6,3.5,0.0,,,,1.2,17.2,910.5,91,,
2016-06-17,21.2,29.3,15.6,0.0,8.1,,,,1.8,19.2,908.8,78,,
2016-06-18,21.2,29.2,14.5,,11.9,,,,1.8,15.4,917.7,65,,
2016-06-19,18.6,23.6,14.8,4.5,1.3,,,,1.7,17.3,917.7,82,,
2016-06-20,21.1,28.3,15.4,0.5,8.3,,,,1.9,18.8,912.1,77,,
2016-06-21,19.1,23.3,16.8,11.5,3.4,,,,1.5,19.6,912.3,89,,
2016-06-22,18.9,20.9,16.8,1.0,0.0,,,,1.4,20.0,913.1,91,,
2016-06-23,20.7,26.9,17.6,7.0,4.5,,,,1.7,21.7,908.1,89,,
2016-06-24,18.8,22.5,17.4,3.0,0.4,,,,2.2,19.3,910.9,90,,
2016-06-25,22.7,28.5,18.6,3.5,3.6,,,,2.9,19.2,905.5,70,,
2016-06-26,19.4,26.0,13.3,,6.7,,,,1.9,14.3,910.6,65,,
2016-06-27,18.6,25.3,11.2,0.0,8.3,,,,2.1,15.5,917.5,74,,
2016-06-28,15.4,17.5,13.3,14.0,0.0,,,,1.7,16.7,915.5,96,,
2016-06-29,17.0,19.3,15.0,0.0,0.0,,,,1.7,18.2,918.2,95,,
2016-06-30,20.4,25.9,16.2,0.0,2.0,,,,1.8,21.0,916.7,88,,
2016-07-01,22.6,28.8,18.6,0.0,8.8,,,,1.9,21.5,917.6,80,,
2016-07-02,23.6,30.4,19.1,,10.2,,,,2.6,22.0,916.2,77,,
2016-07-03,25.6,31.9,19.5,0.0,7.8,,,,2.7,21.7,914.1,67,,
2016-07-04,24.2,33.6,18.1,0.0,8.9,,,,1.9,21.6,916.9,74,,
2016-07-05,19.6,26.4,15.9,0.0,2.3,,,,2.3,20.4,921.9,90,,
2016-07-06,22.8,29.8,15.9,,12.4,,,,2.7,21.0,920.4,77,,
2016-07-07,25.3,34.6,17.9,,11.4,,,,2.5,20.8,918.2,68,,
2016-07-08,23.1,28.5,19.6,0.0,2.0,,,,1.9,21.7,918.3,77,,
2016-07-09,19.3,23.6,17.0,13.5,0.1,,,,2.1,20.2,912.7,90,,
2016-07-10,21.7,28.4,16.1,,7.7,,,,1.6,20.7,910.1,82,,
2016-07-11,22.9,30.2,16.8,,8.1,,,,1.6,21.3,910.7,78,,
2016-07-12,22.7,28.7,18.2,0.0,2.9,,,,1.6,21.9,911.2,81,,
2016-07-13,22.1,25.2,20.1,6.0,0.2,,,,1.4,24.2,908.0,91,,
2016-07-14,22.5,31.2,17.2,15.0,5.9,,,,2.0,22.1,903.2,84,,
2016-07-15,19.9,24.8,17.6,1.0,1.6,,,,1.9,20.8,905.1,90,,
2016-07-16,19.6,22.3,17.1,0.0,0.0,,,,1.4,20.4,911.9,90,,
2016-07-17,23.3,30.1,19.0,,7.4,,,,2.2,23.5,912.4,83,,
2016-07-18,24.5,30.8,21.3,0.0,6.3,,,,2.1,24.2,913.0,80,,
2016-07-19,23.1,28.7,20.0,0.0,3.8,,,,2.4,21.9,914.8,78,,
2016-07-20,22.6,27.5,18.6,0.0,6.3,,,,2.1,21.5,916.2,79,,
2016-07-21,19.9,24.3,17.8,0.0,2.9,,,,2.5,20.1,916.8,87,,
2016-07-22,17.7,20.5,15.4,10.0,0.0,,,,2.2,19.1,917.0,94,,
2016-07-23,17.8,23.8,15.1,0.0,5.1,,,,2.5,18.0,918.0,89,,
2016-07-24,20.2,26.7,15.0,,7.6,,,,2.2,18.1,919.0,78,,
2016-07-25,20.6,26.0,17.2,0.0,4.4,,,,1.7,19.6,918.6,81,,
2016-07-26,18.7,21.2,17.4,10.5,0.0,,,,1.4,19.5,916.0,91,,
2016-07-27,20.9,25.4,18.0,0.5,1.9,,,,1.6,21.6,915.2,88,,
2016-07-28,22.2,26.9,19.5,0.0,1.4,,,,1.5,21.5,917.6,81,,
2016-07-29,22.7,29.3,18.8,0.0,6.5,,,,1.8,21.2,918.6,78,,
2016-07-30,23.1,30.3,16.5,0.0,12.3,,,,1.8,19.1,918.7,71,,
2016-07-31,23.1,29.3,17.2,2.0,11.1,,,,2.5,21.3,917.2,77,,
2016-08-01,22.7,28.6,19.8,3.0,5.0,,,,1.8,23.5,914.9,86,,
2016-08-02,22.0,27.2,20.0,52.5,2.6,,,,1.4,23.6,913.9,90,,
2016-08-03,22.0,27.5,19.5,2.0,1.7,,,,1.2,23.5,914.5,89,,
2016-08-04,22.7,29.5,18.6,6.5,6.4,,,,1.6,23.6,915.5,87,,
2016-08-05,23.1,29.3,18.4,1.0,5.8,,,,1.4,23.6,916.4,85,,
2016-08-06,24.6,30.6,19.3,,10.0,,,,1.9,23.9,915.9,79,,
2016-08-07,23.8,28.8,19.9,,7.0,,,,2.1,22.2,915.7,77,,
2016-08-08,24.2,30.2,17.7,,8.2,,,,1.8,21.1,910.2,72,,
2016-08-09,26.7,33.6,21.2,0.0,9.1,,,,2.3,18.9,909.4,56,,
2016-08-10,23.9,30.2,18.3,0.0,7.0,,,,1.9,22.3,913.8,77,,
2016-08-11,23.2,28.8,20.5,0.0,7.2,,,,2.3,22.5,914.9,80,,
2016-08-12,21.5,26.4,18.6,0.0,4.0,,,,2.3,21.2,915.0,83,,
2016-08-13,22.7,28.1,18.7,0.0,4.8,,,,2.2,21.9,913.5,81,,
2016-08-14,21.4,26.2,18.1,0.0,2.5,,,,2.2,22.0,910.9,87,,
2016-08-15,21.8,26.7,20.2,6.0,0.4,,,,1.2,23.3,909.3,89,,
2016-08-16,22.3,27.1,19.8,5.0,5.4,,,,2.2,22.1,908.7,84,,
2016-08-17,25.4,31.9,19.9,0.5,8.9,,,,2.5,23.2,906.4,73,,
2016-08-18,23.7,28.7,21.6,0.5,3.5,,,,1.9,25.5,912.3,88,,
2016-08-19,23.0,27.1,20.6,0.0,4.9,,,,2.3,23.6,913.8,85,,
2016-08-20,20.9,23.7,19.8,20.0,1.1,,,,1.8,23.6,912.0,96,,
2016-08-21,23.3,29.6,18.8,0.5,6.5,,,,2.0,23.8,912.3,85,,
2016-08-22,20.7,22.2,18.5,85.0,0.0,,,,2.8,22.4,907.6,92,,
2016-08-23,22.1,28.1,17.3,0.0,4.6,,,,1.8,22.7,911.3,86,,
2016-08-24,22.1,27.5,20.1,0.0,1.1,,,,1.7,23.4,914.2,89,,
2016-08-25,22.9,28.8,18.8,0.0,7.6,,,,1.9,21.8,914.1,80,,
2016-08-26,22.8,30.0,17.3,,9.6,,,,1.8,21.2,911.1,79,,
2016-08-27,20.1,23.2,18.1,21.5,0.0,,,,1.6,21.9,910.7,93,,
2016-08-28,18.9,21.5,17.2,4.0,0.0,,,,2.4,20.5,908.7,94,,
2016-08-29,20.8,24.6,18.7,12.5,1.0,,,,2.7,22.7,900.6,93,,
2016-08-30,20.2,23.7,16.6,50.0,1.4,,,,2.2,21.1,894.4,89,,
2016-08-31,20.9,27.1,15.0,,11.4,,,,3.5,14.0,906.2,58,,
2016-09-01,20.6,26.6,14.5,,6.8,,,,1.9,18.0,914.1,75,,
2016-09-02,21.3,28.4,15.5,0.0,7.4,,,,1.7,19.9,918.0,81,,
2016-09-03,22.1,27.9,18.5,2.5,6.7,,,,2.2,21.2,919.9,81,,
2016-09-04,21.6,26.7,18.3,0.5,3.1,,,,1.5,23.1,920.8,90,,
2016-09-05,21.6,25.7,17.7,0.0,2.8,,,,1.5,22.0,919.2,86,,
2016-09-06,23.3,29.1,18.9,0.0,8.0,,,,2.6,22.8,914.8,80,,
2016-09-07,22.6,27.6,19.5,10.0,3.1,,,,1.5,23.5,911.4,86,,
2016-09-08,21.2,24.4,20.2,54.0,0.3,,,,1.7,24.3,908.3,97,,
2016-09-09,21.3,26.8,16.9,,4.5,,,,1.5,21.6,910.4,86,,
2016-09-10,20.9,26.8,17.0,,7.4,,,,1.9,20.0,916.4,83,,
2016-09-11,20.9,26.4,17.3,0.0,5.8,,,,2.0,19.9,919.6,82,,
2016-09-12,20.2,24.5,17.7,0.5,1.8,,,,2.1,19.7,922.0,84,,
2016-09-13,19.2,21.1,18.4,27.5,0.0,,,,1.6,21.5,920.1,97,,
2016-09-14,19.4,20.8,18.2,0.5,0.0,,,,1.7,21.9,920.0,97,,
2016-09-15,20.0,24.5,16.4,0.0,0.5,,,,1.7,21.0,919.5,90,,
2016-09-16,18.3,21.5,15.0,0.5,0.0,,,,1.3,19.6,920.5,93,,
2016-09-17,20.6,26.7,15.7,0.0,5.5,,,,1.5,19.9,918.4,83,,
2016-09-18,20.7,24.9,18.6,3.0,0.5,,,,2.3,21.5,913.4,88,,
2016-09-19,18.8,21.8,16.6,19.5,0.2,,,,2.0,20.8,913.4,96,,
2016-09-20,15.6,17.1,14.3,86.0,0.0,,,,3.9,17.3,914.0,98,,
2016-09-21,15.6,18.1,14.0,0.5,0.1,,,,2.3,16.2,921.5,92,,
2016-09-22,15.9,17.9,14.6,28.0,0.0,,,,2.3,17.7,921.9,98,,
2016-09-23,19.0,21.2,16.5,10.0,0.3,,,,1.6,20.9,918.8,95,,
2016-09-24,16.8,19.9,14.3,11.0,0.0,,,,1.4,18.8,921.5,98,,
2016-09-25,18.5,24.0,13.2,0.0,4.2,,,,1.1,18.7,922.4,88,,
2016-09-26,20.2,26.0,16.1,0.0,3.7,,,,1.4,20.5,924.0,88,,
2016-09-27,21.1,28.2,15.4,,7.1,,,,1.4,21.1,922.3,86,,
2016-09-28,22.0,28.0,18.7,1.0,1.3,,,,2.3,22.8,917.7,87,,
2016-09-29,21.5,27.3,16.1,2.5,3.4,,,,2.4,22.2,915.2,87,,
2016-09-30,15.2,16.4,14.1,0.0,0.0,,,,2.0,16.3,919.7,94,,
2016-10-01,16.4,18.8,14.6,0.5,0.0,,,,1.4,17.8,921.1,96,,
2016-10-02,20.6,27.2,16.4,0.0,4.7,,,,1.6,20.9,921.9,87,,
2016-10-03,19.0,21.2,16.5,6.0,0.0,,,,1.2,21.1,918.0,96,,
2016-10-04,20.2,28.6,15.0,,6.2,,,,1.3,19.1,918.2,83,,
2016-10-05,18.8,22.8,14.7,1.5,0.1,,,,1.8,18.8,919.1,87,,
2016-10-06,21.3,28.1,14.8,,9.4,,,,2.3,15.9,916.9,65,,
2016-10-07,15.3,19.1,11.9,,1.2,,,,1.5,13.4,925.7,77,,
2016-10-08,18.3,24.5,13.5,10.0,3.9,,,,2.2,18.5,918.1,88,,
2016-10-09,18.3,21.4,12.7,4.0,0.2,,,,2.4,17.0,911.6,80,,
2016-10-10,12.6,16.3,10.7,0.0,0.2,,,,2.7,11.8,918.3,81,,
2016-10-11,10.9,12.2,9.9,0.0,0.0,,,,2.1,11.5,919.4,88,,
2016-10-12,13.0,20.6,7.6,0.0,5.8,,,,1.4,11.6,918.3,80,,
2016-10-13,9.9,12.8,6.7,,0.2,,,,2.1,11.2,921.9,91,,
2016-10-14,10.6,15.5,6.7,,3.6,,,,1.9,10.6,925.1,84,,
2016-10-15,10.5,19.1,4.0,,9.3,,,,1.6,9.1,928.5,77,,
2016-10-16,11.5,20.0,3.5,0.0,6.9,,,,1.5,10.6,928.4,80,,
2016-10-17,13.7,16.2,10.9,20.5,0.0,,,,1.0,15.4,922.4,98,,
2016-10-18,17.3,24.5,12.3,0.0,8.7,,,,1.5,16.9,919.9,87,,
2016-10-19,16.6,21.4,12.7,0.0,1.9,,,,1.7,16.4,919.5,87,,
2016-10-20,16.4,25.1,10.4,,9.3,,,,1.4,13.2,917.1,76,,
2016-10-21,13.4,19.2,8.9,,3.0,,,,1.5,12.4,919.6,82,,
2016-10-22,13.5,18.3,10.0,,2.7,,,,1.5,13.4,916.5,88,,
2016-10-23,12.9,19.4,9.3,0.0,5.4,,,,1.8,12.4,911.9,84,,
2016-10-24,10.6,15.6,7.8,0.0,4.2,,,,2.1,10.1,917.2,80,,
2016-10-25,10.0,14.6,4.1,3.0,0.1,,,,1.5,11.2,920.2,90,,
2016-10-26,16.2,23.4,10.1,0.0,9.0,,,,2.0,15.1,916.8,84,,
2016-10-27,14.7,21.5,10.8,0.0,8.2,,,,2.0,12.1,920.6,74,,
2016-10-28,11.9,15.8,9.2,9.5,0.0,,,,1.6,13.0,917.9,93,,
