calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-10-29,7.4,14.6,2.4,,8.5,,,,2.4,9.2,901.1,89,,
2016-10-30,4.1,9.6,1.1,,3.0,,,,1.6,7.4,909.5,91,,
2016-10-31,7.2,15.3,1.0,,5.9,,,,1.8,7.3,908.1,75,,
2016-11-01,6.1,15.4,0.2,2.0,5.4,,,,2.0,8.2,903.3,88,,
2016-11-02,2.9,6.2,1.2,0.5,0.2,,,,2.0,6.9,906.7,92,,
2016-11-03,5.1,12.4,-0.7,0.0,8.6,,,,2.6,6.0,899.4,72,,
2016-11-04,3.2,12.0,-2.1,,8.2,,,,2.0,6.0,900.6,81,,
2016-11-05,6.8,18.4,-0.4,,9.9,,,,1.4,7.3,899.0,79,,
2016-11-06,3.8,10.6,-1.0,,7.1,,,,2.8,7.3,904.8,91,,
2016-11-07,2.5,9.3,-0.5,,7.9,,,,2.5,6.1,908.1,85,,
2016-11-08,7.7,16.1,-1.0,0.5,3.9,,,,2.5,7.7,900.8,75,,
2016-11-09,0.4,6.0,-4.0,,9.4,,,,2.5,4.7,901.6,76,,
2016-11-10,-0.1,3.6,-4.1,,0.1,,,,2.4,5.0,906.3,84,,
2016-11-11,5.1,9.3,0.2,14.0,0.1,,,,2.1,8.6,902.3,96,,
2016-11-12,5.5,13.3,0.1,,6.1,,,,1.5,8.0,907.6,90,,
2016-11-13,6.4,17.5,-0.4,,9.5,,,,1.5,7.5,908.8,82,,
2016-11-14,7.1,11.7,2.0,18.5,0.6,,,,1.8,9.4,906.1,93,,
2016-11-15,7.6,12.7,1.3,0.5,0.1,,,,2.0,10.5,897.1,99,,
2016-11-16,1.8,7.2,-1.6,,8.5,,,,2.8,5.9,902.6,86,,
2016-11-17,2.3,11.2,-2.9,,9.4,,,,2.2,6.2,905.0,88,,
2016-11-18,2.4,10.0,-4.6,,9.5,,,,2.0,5.4,907.6,77,,
2016-11-19,5.7,8.1,2.7,7.5,0.0,,,,1.7,8.9,900.5,97,,
2016-11-20,7.6,14.8,2.5,0.0,3.1,,,,1.7,10.4,902.2,99,,
2016-11-21,6.4,10.8,2.4,,0.7,,,,2.6,9.5,904.9,99,,
2016-11-22,7.4,14.7,3.8,0.0,4.7,,,,1.9,9.7,896.9,95,,
2016-11-23,0.7,6.4,-3.0,,6.4,,,,2.9,5.3,900.7,82,,
2016-11-24,-3.4,-2.5,-4.5,16.5,0.0,,23,23,1.5,4.6,900.6,96,,
2016-11-25,-1.9,3.8,-8.6,,9.4,,18,,1.6,4.8,903.1,90,,
2016-11-26,0.4,4.1,-3.2,0.0,4.0,,7,,2.4,5.9,907.5,94,,
2016-11-27,3.0,4.8,0.7,17.0,0.0,,1,,1.2,7.6,899.5,100,,
2016-11-28,2.1,7.2,-1.5,0.0,5.9,,,,2.9,6.2,898.8,89,,
2016-11-29,0.4,6.1,-2.0,,6.3,,,,2.8,5.2,907.0,85,,
2016-11-30,,,,,,,,,,,,,,
2016-12-01,6.6,14.8,-0.7,0.0,2.5,,,,2.6,7.6,902.9,79,,
2016-12-02,2.3,10.0,-3.1,,9.3,,,,3.1,4.8,905.2,68,,
2016-12-03,2.0,10.2,-4.7,,9.3,,,,2.1,5.4,909.2,79,,
2016-12-04,4.5,10.5,-1.7,3.0,2.4,,,,1.5,6.7,903.9,80,,
2016-12-05,5.8,12.9,1.2,0.0,5.7,,,,1.9,7.3,897.3,82,,
2016-12-06,2.5,8.2,-3.3,0.0,7.4,,,,3.5,5.1,896.8,72,,
2016-12-07,-1.0,5.3,-3.7,0.0,5.6,,,,2.1,4.5,899.9,82,,
2016-12-08,0.4,6.1,-3.0,0.0,5.7,,,,2.3,4.5,900.2,73,,
2016-12-09,2.8,7.1,-3.2,0.0,3.7,,,,3.0,5.1,895.6,68,,
2016-12-10,-1.5,3.1,-6.0,,9.0,,,,3.0,4.1,899.0,76,,
2016-12-11,-4.2,1.5,-7.9,0.0,4.2,,,,2.4,4.0,902.8,89,,
2016-12-12,-2.2,3.9,-5.5,,7.6,,,,2.1,3.9,907.2,75,,
2016-12-13,4.2,10.5,-2.4,8.5,3.9,,,,1.6,6.7,900.3,80,,
2016-12-14,0.5,5.3,-5.1,14.5,5.2,,,,2.4,5.6,889.4,87,,
2016-12-15,-4.3,1.6,-8.7,,8.6,,,,2.1,3.1,895.3,74,,
2016-12-16,-4.8,1.6,-7.7,0.0,5.2,,1,1,2.6,3.3,895.7,79,,
2016-12-17,-1.4,5.1,-5.9,,9.1,,,,2.9,3.8,903.5,68,,
2016-12-18,-0.9,7.7,-5.9,,9.1,,,,1.9,4.5,909.6,81,,
2016-12-19,0.6,8.5,-4.7,,7.9,,,,1.8,4.6,908.7,74,,
2016-12-20,1.7,10.7,-3.5,,7.7,,,,1.5,5.3,909.0,79,,
2016-12-21,2.2,10.4,-3.6,,6.6,,,,1.7,5.6,912.9,79,,
2016-12-22,6.3,12.7,-0.6,11.5,0.7,,,,1.7,8.0,900.9,82,,
2016-12-23,3.9,10.3,-1.9,5.0,1.6,,,,2.8,7.2,889.0,87,,
2016-12-24,-1.9,2.1,-4.5,0.0,6.1,,1,1,3.0,4.7,903.0,90,,
2016-12-25,-2.4,3.8,-5.7,0.0,8.2,,,,1.8,4.4,910.9,87,,
2016-12-26,1.9,8.3,-5.5,,1.8,,,,1.4,4.5,905.7,66,,
2016-12-27,2.8,8.2,-3.2,14.5,0.0,,1,1,2.4,7.1,889.4,92,,
2016-12-28,-4.6,0.3,-9.0,0.0,7.0,,1,,2.6,3.7,901.3,84,,
2016-12-29,-0.6,5.9,-9.1,0.0,8.4,,1,1,2.4,4.1,899.9,72,,
2016-12-30,-3.8,1.0,-7.4,0.0,9.2,,1,,2.5,3.5,904.6,79,,
2016-12-31,-3.1,5.6,-9.5,,9.2,,,,1.9,3.8,905.8,80,,
2017-01-01,-1.0,6.5,-4.7,,7.4,,,,2.1,4.6,905.9,84,,
2017-01-02,-0.1,7.0,-5.7,,8.4,,,,1.4,4.2,900.9,72,,
2017-01-03,-1.8,4.3,-6.4,0.0,4.9,,,,1.8,4.6,898.9,86,,
2017-01-04,-1.2,6.9,-7.0,,6.3,,,,2.4,3.9,898.0,71,,
2017-01-05,-3.2,2.1,-6.6,0.0,9.0,,,,3.2,3.3,901.3,70,,
2017-01-06,-5.8,0.7,-10.5,0.0,7.6,,,,2.2,3.3,905.2,84,,
2017-01-07,-4.7,2.3,-9.8,,7.4,,,,2.4,3.7,903.6,87,,
2017-01-08,-2.8,1.1,-8.0,11.0,0.0,,12,12,2.4,4.5,897.1,90,,
2017-01-09,-0.9,1.6,-2.2,3.5,1.1,,18,6,2.0,5.7,888.7,100,,
2017-01-10,-0.2,4.8,-3.7,0.0,8.0,,13,,3.2,4.5,893.7,77,,
2017-01-11,-2.5,2.7,-6.7,,8.3,,10,,3.6,3.2,893.3,64,,
2017-01-12,-3.0,1.4,-8.5,0.0,6.4,,9,,2.7,3.3,889.0,69,,
2017-01-13,-2.3,2.2,-5.1,0.0,3.1,,11,2,2.6,3.9,885.4,77,,
2017-01-14,-7.1,-4.3,-10.6,2.5,0.9,,14,6,2.7,3.0,884.3,85,,
2017-01-15,-8.9,-4.8,-11.2,3.0,3.8,,18,7,2.9,2.8,889.6,90,,
2017-01-16,-6.1,-2.4,-10.9,9.5,5.3,,29,15,3.1,3.4,893.6,87,,
2017-01-17,-3.8,0.5,-5.6,5.5,4.1,,35,7,2.8,4.4,904.4,95,,
2017-01-18,-4.6,1.7,-7.6,,5.2,,28,,1.8,3.7,907.3,86,,
2017-01-19,-4.7,0.1,-9.8,,5.4,,25,,2.0,3.8,901.4,89,,
2017-01-20,-4.8,-0.4,-8.7,0.0,4.9,,23,,2.2,3.7,892.0,88,,
2017-01-21,-4.1,-0.4,-7.3,8.5,4.9,,37,15,2.5,4.2,898.0,93,,
2017-01-22,-3.2,2.7,-11.0,0.0,9.3,,31,,3.1,3.3,895.0,71,,
2017-01-23,-7.2,-2.8,-11.6,0.0,8.6,,29,,2.9,2.5,894.4,71,,
2017-01-24,-8.3,-3.1,-12.2,0.0,6.7,,27,,2.6,2.6,900.0,82,,
2017-01-25,-8.1,-0.3,-13.5,0.0,8.2,,26,,2.5,2.4,906.1,75,,
2017-01-26,-7.1,0.5,-15.0,0.0,9.7,,25,,1.8,2.5,907.7,72,,
2017-01-27,0.6,7.4,-8.4,0.0,5.9,,25,,4.0,3.5,901.8,58,,
2017-01-28,-2.6,3.2,-5.6,0.0,5.5,,20,,1.9,4.3,906.0,87,,
2017-01-29,0.1,5.5,-5.5,1.0,7.2,,19,1,2.0,4.9,902.7,80,,
2017-01-30,2.9,7.6,-3.9,0.5,0.4,,18,1,2.5,6.6,890.1,86,,
2017-01-31,-4.9,-0.1,-8.5,0.0,9.9,,15,,3.0,2.9,901.1,68,,
2017-02-01,-3.5,3.7,-10.0,0.0,7.5,,14,,2.1,3.4,896.4,73,,
2017-02-02,-4.8,-0.3,-9.1,0.0,9.4,,14,,4.7,2.3,895.2,54,,
2017-02-03,-2.0,3.5,-6.0,0.0,9.9,,14,,3.4,2.9,899.0,57,,
2017-02-04,-3.2,3.5,-8.6,,9.8,,13,,1.8,3.6,901.7,76,,
2017-02-05,-2.1,2.5,-7.5,2.5,1.4,,17,4,1.5,4.7,894.5,89,,
2017-02-06,-0.6,4.7,-5.6,1.5,6.7,,17,2,3.0,4.9,886.2,84,,
2017-02-07,-4.9,-1.0,-7.9,0.0,9.4,,15,,4.4,2.6,894.1,63,,
2017-02-08,-4.6,1.8,-8.0,0.0,8.7,,14,,2.2,3.2,895.6,77,,
2017-02-09,-4.2,-2.2,-7.6,2.0,0.0,,19,5,1.8,4.2,886.6,93,,
2017-02-10,-4.5,-0.1,-11.7,2.5,8.4,,24,5,2.8,3.0,883.1,70,,
2017-02-11,-6.1,-0.6,-12.1,0.0,9.5,,20,,3.7,2.3,890.1,62,,
2017-02-12,-5.0,1.0,-9.3,0.0,8.1,,18,1,3.3,3.0,898.2,73,,
2017-02-13,-4.5,2.2,-9.2,,8.5,,17,,2.9,3.2,903.5,77,,
2017-02-14,-4.6,2.4,-9.2,0.0,8.7,,16,,2.4,3.1,904.4,75,,
2017-02-15,-3.8,3.6,-8.2,,10.0,,15,,2.5,3.2,906.6,74,,
2017-02-16,-0.2,10.2,-10.0,,10.3,,15,,2.0,3.2,905.7,60,,
2017-02-17,4.8,9.4,-1.9,1.5,2.8,,13,,4.2,5.5,897.6,65,,
2017-02-18,-2.6,3.0,-5.6,0.5,6.0,,11,3,2.9,4.1,895.4,83,,
2017-02-19,-3.8,2.9,-8.7,0.5,10.1,,12,1,2.7,3.0,897.4,69,,
2017-02-20,2.6,7.3,-3.5,11.0,0.9,,10,1,4.2,5.6,888.4,74,,
2017-02-21,-4.5,-1.5,-7.6,2.0,9.1,,10,5,4.3,3.0,899.1,69,,
2017-02-22,-2.8,3.2,-9.9,0.0,8.4,,7,,2.3,3.3,904.0,69,,
2017-02-23,4.3,13.3,-1.3,1.0,3.5,,7,1,2.4,6.9,888.3,82,,
2017-02-24,-3.0,2.3,-7.0,,10.7,,,,3.2,3.1,895.5,66,,
2017-02-25,-2.0,4.9,-8.9,,10.6,,,,1.7,3.2,898.8,63,,
2017-02-26,-0.9,6.1,-7.3,,9.7,,,,2.2,3.7,901.1,69,,
2017-02-27,-2.1,4.3,-5.6,0.0,8.3,,,,2.6,4.0,905.6,78,,
2017-02-28,-1.0,4.7,-4.5,0.0,7.9,,,,2.7,4.4,905.4,79,,
2017-03-01,-1.0,5.6,-7.6,0.0,6.3,,1,1,2.3,4.7,902.3,84,,
2017-03-02,0.4,2.9,-2.7,0.0,0.4,,1,,2.1,5.9,891.5,94,,
2017-03-03,-0.1,5.5,-5.2,0.0,8.7,,,,3.4,4.4,894.8,74,,
2017-03-04,0.3,10.2,-7.9,,10.9,,,,2.0,3.6,900.2,64,,
2017-03-05,1.8,11.3,-5.4,,8.0,,,,2.0,4.7,898.4,72,,
2017-03-06,3.7,8.6,-2.6,,0.9,,,,1.8,4.5,889.8,58,,
2017-03-07,-2.7,4.0,-8.1,0.0,4.4,,,,2.8,3.6,887.0,74,,
2017-03-08,-3.2,2.6,-9.5,,9.9,,,,2.7,2.8,888.4,62,,
2017-03-09,-0.3,6.0,-4.6,,8.6,,,,3.1,3.4,889.7,58,,
2017-03-10,-1.0,4.9,-5.7,0.0,9.4,,,,3.3,3.5,894.0,63,,
2017-03-11,-2.5,4.8,-7.8,0.0,8.5,,,,2.4,3.4,901.7,70,,
2017-03-12,-1.1,9.0,-9.1,,9.5,,,,2.5,3.6,904.1,68,,
2017-03-13,0.7,5.7,-2.7,0.0,6.4,,,,3.0,5.4,900.3,84,,
2017-03-14,1.2,6.4,-1.9,0.0,1.1,,,,1.8,6.1,892.8,91,,
2017-03-15,0.3,7.2,-3.4,0.0,4.7,,,,3.0,4.2,891.4,71,,
2017-03-16,0.0,6.8,-6.1,0.0,9.3,,,,2.8,3.8,898.6,68,,
2017-03-17,-0.4,7.9,-5.7,,11.1,,,,2.5,3.6,901.2,65,,
2017-03-18,0.3,8.3,-6.4,,7.4,,,,2.2,3.2,903.8,57,,
2017-03-19,2.2,10.3,-4.9,,10.2,,,,2.7,4.2,903.8,62,,
2017-03-20,3.8,12.3,-4.0,,9.9,,,,2.5,3.7,904.4,54,,
2017-03-21,0.7,3.1,-0.9,13.5,0.0,,4,4,1.8,6.1,892.6,95,,
2017-03-22,-0.5,5.7,-4.4,0.0,9.2,,3,,,4.1,896.4,72,,
2017-03-23,-0.8,7.1,-5.7,,4.0,,,,2.4,4.1,899.3,75,,
2017-03-24,-1.6,4.0,-5.6,0.0,8.9,,,,3.1,3.6,899.3,69,,
2017-03-25,-0.4,7.5,-5.8,0.0,8.0,,,,2.8,4.0,901.9,71,,
2017-03-26,-0.8,0.4,-2.5,15.0,0.0,,26,28,2.4,5.4,900.2,94,,
2017-03-27,-0.6,4.2,-2.9,8.5,4.2,,32,6,,5.2,894.5,90,,
2017-03-28,0.0,6.9,-4.2,0.5,7.2,,13,1,2.0,4.8,901.1,81,,
2017-03-29,1.0,8.6,-4.3,,8.3,,6,,2.0,4.4,904.5,74,,
2017-03-30,4.3,14.2,-2.9,,9.0,,,,2.1,5.0,902.0,66,,
2017-03-31,-0.2,3.0,-2.2,4.5,0.0,,6,6,1.7,5.4,900.5,90,,
2017-04-01,-0.7,1.3,-2.4,2.5,0.2,,11,5,1.5,5.5,896.3,95,,
2017-04-02,0.9,9.5,-5.1,,9.8,,1,,2.0,4.4,896.9,71,,
2017-04-03,0.6,10.4,-6.5,1.5,7.5,,1,1,2.4,4.5,899.6,75,,
2017-04-04,4.1,13.0,-1.4,0.0,10.2,,,,2.6,5.8,907.2,75,,
2017-04-05,7.5,16.7,-1.6,,8.4,,,,2.1,6.1,910.0,64,,
2017-04-06,8.4,15.2,0.1,1.0,5.0,,,,2.1,7.8,906.5,72,,
2017-04-07,12.3,19.4,7.3,4.5,4.8,,,,2.0,12.0,901.6,86,,
2017-04-08,11.1,13.8,8.6,1.5,0.0,,,,2.1,12.9,899.0,98,,
2017-04-09,7.4,12.7,-0.9,11.0,1.2,,,,2.0,9.7,895.4,91,,
2017-04-10,3.3,12.3,-3.5,,8.9,,,,2.8,4.3,903.1,59,,
2017-04-11,2.0,4.8,-0.4,29.5,0.0,,1,2,3.2,6.6,892.8,93,,
2017-04-12,5.1,12.4,-1.7,0.0,9.3,,,,3.2,6.4,890.0,76,,
2017-04-13,2.9,10.9,-5.2,,12.4,,,,2.7,4.4,898.1,63,,
2017-04-14,8.9,18.5,-2.1,,10.8,,,,2.4,5.0,901.8,46,,
2017-04-15,10.7,17.3,7.3,,7.2,,,,4.3,7.0,900.3,54,,
2017-04-16,12.9,21.0,2.8,,11.4,,,,3.1,5.6,901.5,42,,
2017-04-17,11.6,20.4,5.0,8.5,4.3,,,,3.5,7.9,898.7,62,,
2017-04-18,13.1,23.1,4.6,15.5,10.5,,,,3.5,10.5,882.9,76,,
2017-04-19,8.2,15.2,1.9,0.0,9.1,,,,4.5,6.1,887.9,58,,
2017-04-20,7.3,16.2,-0.1,0.0,8.0,,,,2.4,6.8,897.6,68,,
2017-04-21,8.4,14.5,5.1,0.0,1.9,,,,2.1,9.1,894.5,83,,
2017-04-22,6.9,15.8,1.8,,8.1,,,,2.3,6.6,894.3,68,,
2017-04-23,5.3,15.1,-3.5,,12.9,,,,2.6,4.9,901.8,60,,
2017-04-24,7.8,16.5,-0.5,,11.9,,,,3.2,7.1,909.7,70,,
2017-04-25,9.4,15.9,3.8,,11.2,,,,2.8,8.5,909.3,74,,
2017-04-26,9.8,16.3,4.9,0.5,0.7,,,,2.7,9.0,899.9,76,,
2017-04-27,6.2,12.9,-1.3,1.0,5.2,,,,2.4,6.2,892.4,69,,
2017-04-28,6.9,16.5,-2.9,,11.6,,,,2.4,5.6,893.3,62,,
2017-04-29,8.2,16.8,0.9,0.0,6.1,,,,2.2,6.2,893.1,63,,
2017-04-30,12.2,23.5,0.2,,12.7,,,,2.8,6.2,896.8,49,,
2017-05-01,9.7,17.2,-1.0,0.5,4.6,,,,2.5,8.3,899.9,70,,
2017-05-02,8.5,17.7,-1.1,,13.0,,,,2.6,5.4,908.3,54,,
2017-05-03,10.8,20.0,1.5,,8.3,,,,2.4,7.5,911.4,61,,
2017-05-04,12.0,18.8,6.2,,11.5,,,,3.3,8.8,908.5,65,,
2017-05-05,13.4,22.9,3.5,,11.5,,,,2.2,9.6,903.2,66,,
2017-05-06,15.5,22.7,8.1,0.0,5.0,,,,2.3,12.8,898.8,74,,
2017-05-07,13.0,21.5,5.4,0.0,9.4,,,,2.7,7.4,895.8,54,,
2017-05-08,14.7,24.1,5.7,,13.1,,,,3.6,5.6,897.5,39,,
2017-05-09,11.2,15.8,4.8,0.0,0.0,,,,2.5,9.3,903.8,70,,
2017-05-10,10.0,13.2,8.5,2.5,0.3,,,,2.6,12.0,898.8,98,,
2017-05-11,13.9,21.2,8.1,0.0,9.6,,,,2.8,10.2,896.9,68,,
2017-05-12,15.4,23.6,7.4,0.5,7.8,,,,2.6,11.1,901.6,68,,
2017-05-13,11.1,12.9,10.2,28.5,0.0,,,,2.3,13.2,897.1,100,,
2017-05-14,12.0,16.5,9.1,0.0,4.0,,,,2.7,13.3,897.8,95,,
2017-05-15,10.3,12.1,9.1,,0.0,,,,2.5,12.4,897.5,99,,
2017-05-16,12.0,19.7,7.0,,7.6,,,,2.1,10.3,896.0,76,,
2017-05-17,9.6,13.0,7.8,3.0,0.0,,,,1.8,11.2,897.2,94,,
2017-05-18,11.7,17.3,8.6,0.0,4.0,,,,1.8,11.9,901.6,88,,
2017-05-19,14.1,22.0,5.9,,12.6,,,,2.0,11.1,903.6,73,,
2017-05-20,16.6,27.6,6.9,,13.3,,,,1.8,11.3,904.2,66,,
2017-05-21,18.5,28.9,9.1,,11.9,,,,2.1,12.7,904.7,64,,
2017-05-22,19.0,28.0,10.9,,12.3,,,,2.1,13.4,903.3,65,,
2017-05-23,17.3,25.3,10.3,,11.4,,,,2.3,14.5,900.2,75,,
2017-05-24,14.5,19.1,10.9,2.5,0.3,,,,1.5,14.6,897.7,89,,
2017-05-25,13.1,14.8,11.2,25.5,0.0,,,,1.2,14.6,895.5,97,,
2017-05-26,12.4,14.5,11.2,3.0,0.0,,,,2.3,14.4,893.4,100,,
2017-05-27,13.8,19.7,10.1,3.5,8.1,,,,2.3,14.0,895.4,90,,
2017-05-28,13.4,22.0,6.8,0.0,8.2,,,,2.0,12.3,899.3,83,,
2017-05-29,14.7,23.6,5.0,,13.4,,,,2.0,12.0,900.9,75,,
2017-05-30,18.1,28.3,9.6,,11.8,,,,1.8,14.7,899.5,75,,
2017-05-31,18.1,25.7,12.1,0.0,3.8,,,,2.2,15.4,896.1,76,,
