calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-12-17,3.9,8.3,-0.9,0.0,1.7,,,,1.1,,,,,
2016-12-18,2.3,10.7,-1.7,0.0,5.5,,,,0.5,,,,,
2016-12-19,2.1,10.5,-2.0,0.0,5.5,,,,0.4,,,,,
2016-12-20,4.4,7.3,0.5,0.0,0.0,,,,0.3,,,,,
2016-12-21,6.6,14.2,2.4,0.0,4.4,,,,0.6,,,,,
2016-12-22,10.7,14.9,6.5,56.0,0.0,,,,0.6,,,,,
2016-12-23,7.6,14.1,3.4,5.5,1.4,,,,1.3,,,,,
2016-12-24,5.0,9.5,2.4,0.0,3.9,,,,0.9,,,,,
2016-12-25,4.2,10.6,0.5,0.0,5.5,,,,1.1,,,,,
2016-12-26,5.0,11.0,0.0,0.0,1.3,,,,0.4,,,,,
2016-12-27,8.3,13.0,2.8,38.0,1.3,,,,0.9,,,,,
2016-12-28,1.7,5.5,-1.5,0.5,3.2,,,,1.2,,,,,
2016-12-29,2.7,9.1,-2.1,0.0,3.0,,,,0.7,,,,,
2016-12-30,3.3,7.7,-1.8,0.0,3.5,,,,1.1,,,,,
2016-12-31,0.9,9.4,-3.1,0.0,5.5,,,,0.4,,,,,
2017-01-01,2.3,10.7,-1.6,0.0,5.7,,,,0.6,,,,,
2017-01-02,3.7,12.9,-2.1,0.0,4.0,,,,0.7,,,,,
2017-01-03,6.3,11.8,1.9,0.0,3.4,,,,1.2,,,,,
2017-01-04,5.3,12.5,-1.1,0.0,4.7,,,,1.2,,,,,
2017-01-05,4.9,7.8,2.6,0.0,5.0,,,,1.8,,,,,
2017-01-06,3.2,9.2,-1.8,0.0,5.0,,,,1.5,,,,,
2017-01-07,1.5,11.9,-3.7,0.0,4.9,,,,0.6,,,,,
2017-01-08,3.3,5.3,0.6,14.5,0.0,,,,0.6,,,,,
2017-01-09,6.0,9.6,3.0,2.0,1.0,,,,0.9,,,,,
2017-01-10,5.5,10.6,3.2,0.0,5.3,,,,1.0,,,,,
2017-01-11,4.2,8.0,1.7,0.0,1.8,,,,1.2,,,,,
2017-01-12,4.0,6.9,1.5,0.0,4.4,,,,1.5,,,,,
2017-01-13,2.8,6.5,-1.2,1.5,1.7,,,,1.4,,,,,
2017-01-14,1.0,3.2,-2.7,0.5,0.3,,,,1.8,,,,,
2017-01-15,-0.9,1.2,-2.5,1.0,0.0,,,,1.3,,,,,
2017-01-16,0.0,2.4,-1.2,3.5,0.4,,,,0.6,,,,,
2017-01-17,1.2,5.8,-2.3,0.0,3.8,,,,1.1,,,,,
2017-01-18,0.5,9.1,-3.7,0.0,6.2,,,,0.4,,,,,
2017-01-19,2.9,8.7,-1.6,1.0,4.2,,,,1.2,,,,,
2017-01-20,1.8,9.3,-2.1,3.5,2.1,,,,0.9,,,,,
2017-01-21,2.0,6.6,-1.4,1.0,6.1,,,,1.0,,,,,
2017-01-22,2.1,8.1,-1.2,0.0,2.3,,,,1.2,,,,,
2017-01-23,-0.4,1.5,-2.2,3.0,0.1,,,,,,,,,
2017-01-24,-0.9,2.9,-3.1,1.0,2.5,,,,,,,,,
2017-01-25,-0.5,4.6,-3.8,0.0,5.2,,,,1.1,,,,,
2017-01-26,-1.4,8.7,-5.7,0.0,6.7,,,,0.5,,,,,
2017-01-27,2.1,12.4,-4.2,0.0,3.4,,,,0.8,,,,,
2017-01-28,3.6,13.7,-1.3,0.0,6.9,,,,0.7,,,,,
2017-01-29,5.9,15.1,-1.2,8.5,3.5,,,,0.6,,,,,
2017-01-30,8.2,11.7,3.9,4.0,1.2,,,,1.2,,,,,
2017-01-31,1.9,6.4,-2.5,0.0,7.1,,,,2.1,,,,,
2017-02-01,2.0,8.7,-3.5,0.5,3.4,,,,1.1,,,,,
2017-02-02,2.8,7.0,0.0,1.5,4.2,,,,1.3,,,,,
2017-02-03,4.4,8.8,-0.5,0.0,1.8,,,,1.1,,,,,
2017-02-04,2.7,13.2,-2.6,0.0,7.4,,,,0.7,,,,,
2017-02-05,3.6,6.3,-0.6,21.0,0.0,,,,0.4,,,,,
2017-02-06,4.2,8.3,0.3,6.0,2.6,,,,1.6,,,,,
2017-02-07,1.5,4.1,-0.3,0.0,0.9,,,,1.2,,,,,
2017-02-08,2.2,7.9,-1.6,0.0,6.5,,,,1.4,,,,,
2017-02-09,1.4,3.6,-0.6,5.5,0.4,,,,,,,,,
2017-02-10,-0.7,1.4,-2.6,9.5,1.1,,,,0.7,,,,,
2017-02-11,-1.0,2.7,-3.6,8.0,2.8,,,,,,,,,
2017-02-12,-0.5,3.5,-2.3,2.5,3.1,,,,,,,,,
2017-02-13,0.5,4.1,-2.2,0.0,2.2,,,,0.6,,,,,
2017-02-14,0.1,4.5,-2.6,1.0,1.2,,,,0.6,,,,,
2017-02-15,0.9,8.2,-2.4,0.0,7.4,,,,,,,,,
2017-02-16,1.3,10.0,-3.9,0.0,7.2,,,,0.4,,,,,
2017-02-17,8.0,16.9,0.8,4.0,0.8,,,,1.5,,,,,
2017-02-18,7.5,12.9,2.5,0.5,4.4,,,,1.2,,,,,
2017-02-19,3.4,11.0,-1.3,0.5,7.5,,,,1.0,,,,,
2017-02-20,8.6,16.8,-1.1,15.0,2.2,,,,2.1,,,,,
2017-02-21,2.3,5.4,-0.3,0.0,4.2,,,,1.7,,,,,
2017-02-22,4.1,12.7,-2.9,2.5,6.3,,,,0.9,,,,,
2017-02-23,8.0,12.9,5.0,40.0,0.5,,,,1.1,,,,,
2017-02-24,3.5,8.0,-1.6,0.0,7.8,,,,1.8,,,,,
2017-02-25,3.0,12.0,-1.8,0.0,7.9,,,,0.8,,,,,
2017-02-26,4.3,12.4,-1.5,0.0,6.9,,,,1.1,,,,,
2017-02-27,4.6,12.1,-0.3,0.0,7.5,,,,1.8,,,,,
2017-02-28,4.1,13.7,-2.4,0.0,6.7,,,,0.7,,,,,
2017-03-01,4.1,10.0,-0.4,4.0,0.7,,,,0.4,,,,,
2017-03-02,6.3,11.3,4.6,7.0,2.2,,,,0.4,,,,,
2017-03-03,4.2,8.6,-1.3,1.5,2.2,,,,1.1,,,,,
2017-03-04,4.7,15.2,-1.4,0.0,6.7,,,,0.8,,,,,
2017-03-05,7.1,16.7,-0.5,0.0,6.4,,,,0.9,,,,,
2017-03-06,7.4,11.1,5.5,3.0,0.6,,,,0.6,,,,,
2017-03-07,4.7,8.4,1.2,0.0,5.4,,,,1.7,,,,,
2017-03-08,3.1,9.4,-1.4,0.0,6.1,,,,1.4,,,,,
2017-03-09,3.6,8.9,-1.6,0.0,3.2,,,,1.0,,,,,
2017-03-10,5.8,11.5,-0.2,0.0,6.7,,,,1.5,,,,,
2017-03-11,3.8,9.6,-0.9,0.0,3.1,,,,1.1,,,,,
2017-03-12,4.8,14.4,-2.4,0.0,8.4,,,,0.9,,,,,
2017-03-13,6.0,9.5,2.5,3.0,0.0,,,,0.3,,,,,
2017-03-14,6.4,11.9,4.1,0.5,2.5,,,,1.6,,,,,
2017-03-15,3.4,4.9,1.8,3.0,0.0,,,,0.9,,,,,
2017-03-16,5.3,11.2,1.3,0.5,7.7,,,,1.5,,,,,
2017-03-17,5.1,13.0,-0.2,0.0,8.5,,,,1.7,,,,,
2017-03-18,5.7,15.5,-1.6,0.0,5.7,,,,1.0,,,,,
2017-03-19,6.3,16.2,-1.5,0.0,8.4,,,,1.0,,,,,
2017-03-20,8.6,17.9,0.4,0.0,6.8,,,,1.0,,,,,
2017-03-21,5.9,9.8,3.1,33.0,0.7,,,,0.7,,,,,
2017-03-22,5.6,10.1,1.7,0.0,2.8,,,,1.0,,,,,
2017-03-23,5.9,13.5,1.2,0.0,1.3,,,,0.5,,,,,
2017-03-24,5.7,11.1,1.4,0.0,8.0,,,,1.4,,,,,
2017-03-25,6.7,13.5,2.8,0.0,3.7,,,,1.3,,,,,
2017-03-26,7.0,10.7,4.1,11.5,0.0,,,,0.5,,,,,
2017-03-27,6.0,12.0,1.5,0.5,3.0,,,,0.8,,,,,
2017-03-28,6.3,14.2,-0.1,0.0,7.7,,,,1.2,,,,,
2017-03-29,6.6,14.8,0.6,0.0,2.6,,,,0.7,,,,,
2017-03-30,8.9,19.1,4.2,0.5,3.2,,,,0.7,,,,,
2017-03-31,5.0,9.7,2.5,14.0,0.0,,,,0.7,,,,,
2017-04-01,5.2,8.8,1.3,1.0,0.0,,,,0.6,,,,,
2017-04-02,5.2,13.6,-0.5,0.0,5.5,,,,1.0,,,,,
2017-04-03,7.7,17.9,-1.0,0.0,8.6,,,,1.0,,,,,
2017-04-04,10.2,22.4,2.3,0.0,8.8,,,,1.3,,,,,
2017-04-05,9.7,17.5,1.6,0.0,3.5,,,,1.0,,,,,
2017-04-06,11.8,18.8,7.2,0.5,1.5,,,,0.7,,,,,
2017-04-07,14.2,19.1,11.1,12.5,0.3,,,,0.4,,,,,
2017-04-08,15.2,17.8,12.9,21.5,0.0,,,,0.1,,,,,
2017-04-09,15.0,20.5,9.8,8.5,4.3,,,,1.4,,,,,
2017-04-10,9.0,12.0,6.2,4.0,0.0,,,,0.7,,,,,
2017-04-11,11.3,13.6,9.1,31.0,0.0,,,,1.1,,,,,
2017-04-12,11.3,15.4,5.3,0.0,2.4,,,,1.7,,,,,
2017-04-13,8.6,18.8,1.8,0.0,6.9,,,,0.8,,,,,
2017-04-14,11.8,22.5,2.4,0.0,7.9,,,,0.9,,,,,
2017-04-15,14.8,23.3,8.9,0.0,2.8,,,,0.7,,,,,
2017-04-16,16.2,27.0,10.1,0.0,7.7,,,,0.8,,,,,
2017-04-17,12.4,15.6,8.4,59.5,0.0,,,,0.5,,,,,
2017-04-18,14.7,20.0,9.1,51.5,3.4,,,,0.8,,,,,
2017-04-19,13.7,21.7,7.9,0.5,9.2,,,,1.6,,,,,
2017-04-20,12.5,19.3,6.4,0.0,3.6,,,,0.8,,,,,
2017-04-21,12.5,17.0,9.5,0.0,0.0,,,,0.3,,,,,
2017-04-22,12.9,20.7,8.8,0.0,4.4,,,,1.4,,,,,
2017-04-23,12.4,22.4,5.5,0.0,9.4,,,,1.5,,,,,
2017-04-24,12.3,18.8,5.8,0.0,3.3,,,,0.9,,,,,
2017-04-25,13.3,18.0,8.8,0.0,2.6,,,,0.7,,,,,
2017-04-26,12.8,17.0,11.0,1.0,0.0,,,,0.3,,,,,
2017-04-27,12.6,19.7,7.3,2.0,7.4,,,,1.2,,,,,
2017-04-28,11.5,22.3,3.6,0.0,8.4,,,,0.9,,,,,
2017-04-29,11.5,22.9,3.9,0.5,6.7,,,,0.9,,,,,
2017-04-30,15.2,29.0,4.7,0.0,10.0,,,,0.9,,,,,
2017-05-01,16.8,27.4,7.4,0.0,10.1,,,,1.2,,,,,
2017-05-02,15.1,25.4,6.3,0.0,9.9,,,,1.2,,,,,
2017-05-03,14.0,19.6,9.4,0.0,1.5,,,,0.7,,,,,
2017-05-04,13.7,16.5,9.8,0.5,0.1,,,,0.4,,,,,
2017-05-05,17.9,25.1,13.1,0.0,6.2,,,,0.7,,,,,
2017-05-06,19.6,27.6,14.2,1.5,4.4,,,,0.7,,,,,
2017-05-07,16.4,24.3,11.1,0.0,4.8,,,,1.2,,,,,
2017-05-08,18.5,30.3,8.2,0.0,10.3,,,,0.9,,,,,
2017-05-09,14.7,19.2,11.7,20.5,0.0,,,,0.5,,,,,
2017-05-10,16.2,22.8,11.7,16.5,3.8,,,,1.0,,,,,
2017-05-11,19.2,26.4,14.6,0.0,8.0,,,,1.5,,,,,
2017-05-12,19.9,28.4,13.3,2.0,7.3,,,,0.8,,,,,
2017-05-13,15.9,19.0,13.9,64.0,0.0,,,,0.4,,,,,
2017-05-14,18.0,25.7,11.7,0.0,7.5,,,,1.0,,,,,
2017-05-15,18.2,26.4,13.1,0.0,5.3,,,,1.0,,,,,
2017-05-16,15.2,21.2,10.2,0.0,2.4,,,,0.7,,,,,
2017-05-17,15.4,22.6,9.4,0.0,1.8,,,,0.5,,,,,
2017-05-18,17.0,26.5,10.8,0.0,9.9,,,,1.0,,,,,
2017-05-19,17.4,27.7,8.8,0.0,10.3,,,,1.0,,,,,
2017-05-20,18.8,30.3,9.1,0.0,10.6,,,,1.1,,,,,
2017-05-21,20.4,30.6,12.0,0.0,10.2,,,,1.0,,,,,
2017-05-22,19.7,29.7,11.9,0.0,10.6,,,,1.2,,,,,
2017-05-23,,,,0.0,,,,,,,,,,
2017-05-24,18.9,25.2,14.1,0.0,1.0,,,,0.6,,,,,
2017-05-25,17.6,19.7,16.5,18.0,0.0,,,,0.1,,,,,
2017-05-26,19.8,27.2,13.8,1.0,4.2,,,,0.6,,,,,
2017-05-27,17.6,26.6,11.6,0.0,10.3,,,,1.1,,,,,
2017-05-28,17.9,28.7,10.1,0.0,10.7,,,,1.4,,,,,
2017-05-29,19.2,29.0,9.7,0.0,10.6,,,,1.1,,,,,
2017-05-30,22.0,34.2,13.3,0.0,9.1,,,,0.8,,,,,
2017-05-31,21.9,29.4,16.2,0.0,4.5,,,,1.0,,,,,
