calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-12-10,,,,,,,,,,,,,,
2016-12-11,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,
2016-12-17,,,,,,,,,,,,,,
2016-12-18,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,
2016-12-24,,,,,,,,,,,,,,
2016-12-25,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,
2017-01-01,,,,,,,,,,,,,,
2017-01-02,,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,
2017-01-07,,,,,,,,,,,,,,
2017-01-08,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,
2017-01-14,,,,,,,,,,,,,,
2017-01-15,,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,
2017-01-19,1.4,4.7,-0.6,,0.3,,,,2.3,5.4,887.5,81,,
2017-01-20,-3.3,0.9,-6.8,13.5,0.0,,,,7.6,4.6,882.8,94,,
2017-01-21,-4.4,-1.3,-7.4,,5.9,,,,,3.8,889.6,85,,
2017-01-22,-4.3,-1.7,-7.2,5.0,0.0,,,,5.9,4.2,887.4,94,,
2017-01-23,-8.2,-6.5,-9.4,0.5,0.2,,,,5.0,3.0,888.7,91,,
2017-01-24,-7.4,-4.6,-9.6,,4.9,,,,5.5,3.0,892.5,84,,
2017-01-25,-4.9,-0.1,-8.1,,9.2,,,,3.2,3.0,894.3,72,,
2017-01-26,-1.4,3.2,-8.7,,9.3,,,,2.3,2.7,893.5,51,,
2017-01-27,1.3,3.6,-1.4,1.5,0.5,,,,5.0,5.8,892.1,85,,
2017-01-28,3.8,8.3,-1.7,,9.3,,,,2.5,2.1,892.0,27,,
2017-01-29,8.4,11.9,3.9,33.0,0.9,,,,7.1,9.9,888.7,88,,
2017-01-30,1.7,8.8,-4.6,9.0,0.1,,,,7.8,6.8,885.2,93,,
2017-01-31,-1.2,4.8,-4.3,,9.5,,,,4.5,4.6,889.6,82,,
2017-02-01,-1.7,0.9,-4.9,,1.0,,,,5.2,4.7,888.6,88,,
2017-02-02,-2.4,2.0,-5.5,,9.4,,,,6.0,3.4,890.4,68,,
2017-02-03,0.0,5.0,-5.2,,9.4,,,,4.2,3.5,890.5,59,,
2017-02-04,4.3,8.0,0.0,,0.8,,,,2.7,3.9,888.7,46,,
2017-02-05,4.6,7.8,-2.0,40.5,0.0,,,,6.5,8.3,881.6,97,,
2017-02-06,-2.4,1.5,-4.6,,4.1,,,,7.2,4.4,882.9,86,,
2017-02-07,-1.3,3.6,-3.6,,6.5,,,,4.7,4.4,887.1,81,,
2017-02-08,-0.3,3.8,-3.1,,2.2,,,,2.7,4.5,883.6,76,,
2017-02-09,-4.7,-0.9,-8.3,14.5,0.0,,,,6.6,4.1,876.1,94,,
2017-02-10,-8.2,-7.3,-8.9,0.5,0.2,,,,7.2,3.0,878.1,91,,
2017-02-11,-7.2,-5.4,-8.6,1.5,0.7,,,,5.1,3.3,884.3,92,,
2017-02-12,-5.4,-1.8,-8.6,,4.7,,,,4.5,3.6,889.8,87,,
2017-02-13,-3.8,0.6,-8.4,,7.1,,,,4.9,3.3,893.2,72,,
2017-02-14,-2.4,1.5,-5.1,,3.1,,,,4.6,4.5,894.5,87,,
2017-02-15,0.5,5.3,-5.6,,10.2,,,,3.2,2.9,895.2,49,,
2017-02-16,5.3,8.3,0.4,,9.5,,,,4.7,3.5,893.1,38,,
2017-02-17,7.2,9.7,1.0,28.5,0.0,,,,7.9,9.9,888.3,97,,
2017-02-18,-1.5,2.1,-5.5,,4.3,,,,5.2,5.0,886.6,91,,
2017-02-19,0.8,6.9,-6.8,,10.2,,,,5.1,2.9,887.1,49,,
2017-02-20,5.0,10.6,-2.2,40.0,0.0,,,,10.3,8.6,882.0,95,,
2017-02-21,-0.5,4.9,-4.3,,8.7,,,,5.6,4.4,891.0,76,,
2017-02-22,4.2,10.5,-1.7,20.5,0.5,,,,6.2,7.4,886.8,85,,
2017-02-23,1.6,9.6,-2.6,31.0,0.0,,,,6.4,6.9,880.6,99,,
2017-02-24,-2.3,0.7,-5.6,,2.9,,,,4.5,4.5,885.9,88,,
2017-02-25,-2.1,2.0,-5.9,,9.3,,,,4.2,4.0,887.5,77,,
2017-02-26,-0.8,2.5,-2.8,,0.0,,,,3.1,4.8,888.5,84,,
2017-02-27,0.4,5.5,-3.9,,5.8,,,,3.4,4.5,889.9,73,,
2017-02-28,1.3,7.1,-2.8,,10.6,,,,3.1,3.8,890.4,58,,
2017-03-01,2.0,4.6,-0.6,,1.1,,,,3.4,5.3,885.5,74,,
2017-03-02,-0.6,2.7,-2.3,11.0,0.0,,,,6.5,5.6,879.8,96,,
2017-03-03,1.0,5.8,-1.9,,7.9,,,,3.7,5.4,885.6,83,,
2017-03-04,3.5,8.6,-0.1,,10.6,,,,2.6,5.1,886.7,66,,
2017-03-05,3.7,8.3,1.6,1.0,2.3,,,,3.3,5.8,884.6,72,,
2017-03-06,1.5,5.4,-3.3,,2.0,,,,4.7,5.8,879.5,85,,
2017-03-07,-2.8,1.3,-4.7,1.5,4.2,,,,7.1,3.9,880.2,78,,
2017-03-08,-4.9,-2.4,-6.5,,0.1,,,,5.6,3.9,880.3,91,,
2017-03-09,-2.2,1.5,-4.4,1.0,1.0,,,,5.8,4.5,881.6,87,,
2017-03-10,1.1,5.6,-1.5,,9.6,,,,4.8,4.3,885.6,66,,
2017-03-11,3.0,9.4,-1.3,,10.9,,,,3.4,3.5,889.1,46,,
2017-03-12,4.5,10.3,-1.8,,9.6,,,,2.9,5.4,888.8,64,,
2017-03-13,3.6,5.5,1.5,11.5,0.0,,,,2.5,7.0,884.0,88,,
2017-03-14,1.7,5.6,-0.9,0.5,5.4,,,,6.0,5.4,881.5,78,,
2017-03-15,-1.4,2.8,-3.3,,3.8,,,,7.3,4.7,885.5,85,,
2017-03-16,1.0,7.3,-3.4,,8.4,,,,3.4,4.6,887.1,70,,
2017-03-17,2.2,8.6,-1.9,,7.3,,,,3.4,4.4,889.2,62,,
2017-03-18,3.6,8.2,1.1,2.0,3.8,,,,2.4,6.0,891.0,76,,
2017-03-19,6.0,11.0,1.9,,10.9,,,,5.2,4.3,891.5,46,,
2017-03-20,5.0,6.1,3.3,27.0,0.0,,,,7.9,6.8,886.7,78,,
2017-03-21,3.8,6.5,1.0,21.0,0.2,,,,6.0,7.8,880.8,96,,
2017-03-22,2.8,7.8,-1.8,,8.3,,,,4.3,5.0,886.7,68,,
2017-03-23,1.7,5.6,-0.2,6.5,0.0,,,,3.9,5.4,886.3,79,,
2017-03-24,2.2,6.0,-0.8,,1.8,,,,4.0,5.3,887.1,74,,
2017-03-25,1.7,3.3,-1.2,0.5,0.0,,,,2.5,6.5,885.7,94,,
2017-03-26,2.1,5.0,-0.4,3.0,1.5,,,,3.7,6.7,883.9,94,,
2017-03-27,-0.6,0.2,-1.5,4.5,0.0,,,,5.6,5.7,885.9,98,,
2017-03-28,1.5,6.3,-2.4,1.0,10.9,,,,4.2,4.7,890.1,70,,
2017-03-29,4.7,8.5,1.9,2.5,0.0,,,,3.7,7.0,891.0,79,,
2017-03-30,8.9,13.7,6.3,1.5,7.3,,,,3.2,9.4,889.1,84,,
2017-03-31,4.0,8.0,-0.3,24.0,0.0,,,,4.0,7.5,882.5,92,,
2017-04-01,2.3,8.5,-1.0,,3.5,,,,3.7,6.3,881.3,88,,
2017-04-02,0.4,3.5,-1.0,2.5,2.5,,,,5.4,5.8,883.9,92,,
2017-04-03,4.5,10.1,-1.4,,11.7,,,,4.6,5.5,890.8,65,,
2017-04-04,9.9,16.0,3.7,,11.7,,,,3.3,4.3,894.6,36,,
2017-04-05,9.0,11.1,7.2,,0.6,,,,5.9,7.7,893.2,67,,
2017-04-06,9.5,11.3,8.1,16.0,0.2,,,,6.7,11.3,888.7,94,,
2017-04-07,13.2,14.4,10.9,67.5,0.0,,,,4.7,15.0,886.0,99,,
2017-04-08,13.5,14.8,12.4,45.0,0.0,,,,4.6,15.3,884.1,99,,
2017-04-09,11.0,12.8,8.2,8.5,0.3,,,,4.0,13.0,883.2,99,,
2017-04-10,9.2,11.0,7.4,37.0,0.0,,,,7.4,11.2,881.0,96,,
2017-04-11,8.6,12.0,2.8,27.0,0.0,,,,7.1,11.1,874.3,98,,
2017-04-12,6.9,12.0,2.9,,5.5,,,,5.4,7.7,882.1,77,,
2017-04-13,7.9,13.1,2.6,,11.7,,,,5.7,5.0,888.8,46,,
2017-04-14,10.1,15.5,4.7,,11.8,,,,3.7,5.5,889.4,44,,
2017-04-15,12.2,16.3,9.2,1.0,1.6,,,,5.2,12.5,889.1,88,,
2017-04-16,15.5,22.0,12.4,,9.0,,,,3.6,14.1,888.7,82,,
2017-04-17,13.9,15.8,12.0,98.0,0.0,,,,7.9,15.4,878.8,97,,
2017-04-18,9.8,12.1,8.1,7.5,0.6,,,,5.7,11.6,875.1,96,,
2017-04-19,8.0,13.5,3.7,,11.9,,,,5.3,7.1,881.3,68,,
2017-04-20,9.9,12.3,7.5,0.5,0.0,,,,2.8,7.3,883.5,61,,
2017-04-21,10.2,14.7,7.9,,1.1,,,,2.2,11.5,880.4,93,,
2017-04-22,9.3,16.2,5.4,,7.0,,,,4.5,7.2,881.4,63,,
2017-04-23,9.5,16.2,4.2,,12.2,,,,3.6,4.8,887.2,41,,
2017-04-24,10.2,15.3,6.3,,11.7,,,,4.8,7.4,891.8,60,,
2017-04-25,11.8,17.2,7.8,,6.2,,,,4.1,10.5,892.3,76,,
2017-04-26,9.8,11.4,7.0,24.0,0.0,,,,2.4,11.6,885.8,95,,
2017-04-27,7.4,12.0,4.5,,1.4,,,,4.4,8.9,881.1,87,,
2017-04-28,7.5,12.8,0.9,,12.2,,,,4.0,6.2,881.6,60,,
2017-04-29,10.4,16.3,6.6,,5.9,,,,4.7,8.6,882.5,69,,
2017-04-30,13.5,18.6,9.8,,12.2,,,,5.4,6.7,886.6,42,,
2017-05-01,12.3,17.1,9.1,,11.2,,,,4.8,8.5,889.0,59,,
2017-05-02,13.7,20.0,8.5,,6.6,,,,3.5,10.5,892.4,67,,
2017-05-03,11.9,15.9,10.0,,4.1,,,,5.6,11.6,893.2,83,,
2017-05-04,12.1,14.9,10.0,1.0,0.3,,,,7.2,13.3,889.2,94,,
2017-05-05,15.0,20.7,11.6,2.5,4.7,,,,4.4,15.4,888.5,90,,
2017-05-06,13.5,15.9,9.6,8.0,0.8,,,,4.8,15.1,887.3,97,,
2017-05-07,12.4,18.1,7.8,,8.1,,,,5.9,6.3,888.2,44,,
2017-05-08,14.6,19.6,9.1,,9.1,,,,4.3,6.1,888.2,36,,
2017-05-09,11.3,15.0,8.1,48.5,0.0,,,,7.6,10.6,884.9,79,,
2017-05-10,9.5,13.3,8.4,10.0,0.0,,,,6.8,11.8,884.3,99,,
2017-05-11,13.4,17.8,7.6,,12.0,,,,4.6,11.7,889.3,76,,
2017-05-12,14.0,17.8,11.6,119.0,0.1,,,,5.2,12.3,885.2,79,,
2017-05-13,14.3,20.4,11.8,16.0,7.8,,,,4.1,14.7,880.4,91,,
2017-05-14,13.7,18.8,10.1,,11.8,,,,5.1,11.3,884.3,72,,
2017-05-15,11.4,16.3,8.1,,9.7,,,,4.8,6.6,885.0,50,,
2017-05-16,9.8,13.4,6.6,,0.1,,,,2.1,7.8,882.7,64,,
2017-05-17,11.0,16.6,7.0,0.5,5.8,,,,2.8,9.9,882.8,75,,
2017-05-18,13.0,20.3,7.7,,12.4,,,,4.0,8.4,887.7,57,,
2017-05-19,15.5,22.4,9.2,,12.2,,,,2.4,9.3,890.1,55,,
2017-05-20,16.5,24.4,11.3,,10.9,,,,2.1,9.6,890.0,52,,
2017-05-21,16.4,22.6,11.5,,11.1,,,,2.7,8.2,888.9,47,,
2017-05-22,14.9,21.4,10.5,,6.3,,,,3.1,12.8,887.9,76,,
2017-05-23,15.6,21.1,11.5,,5.3,,,,2.6,13.7,885.5,78,,
2017-05-24,14.5,16.3,13.2,15.0,0.0,,,,2.1,15.4,882.4,94,,
2017-05-25,15.2,20.5,12.8,4.5,1.8,,,,2.8,15.9,880.1,92,,
2017-05-26,12.3,16.9,7.5,,8.9,,,,4.5,11.4,879.8,80,,
2017-05-27,12.2,19.2,7.0,,13.0,,,,3.7,9.1,884.4,64,,
2017-05-28,15.3,22.8,9.3,,12.7,,,,2.4,9.6,887.5,56,,
2017-05-29,18.8,24.9,12.1,,12.8,,,,2.8,11.2,887.9,52,,
2017-05-30,21.0,27.2,15.5,,11.1,,,,2.7,13.6,886.3,55,,
2017-05-31,15.6,18.3,13.5,0.5,1.3,,,,3.0,13.2,880.7,74,,
