calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-01-26,4.3,6.8,1.3,0.0,0.3,,,,2.7,,,,,
2016-01-27,7.4,10.9,2.0,0.0,4.0,,,,2.9,,,,,
2016-01-28,7.2,10.3,3.9,3.0,0.7,,,,1.5,,,,,
2016-01-29,7.8,8.5,6.9,33.5,0.0,,,,0.8,,,,,
2016-01-30,7.5,8.9,5.2,7.5,0.0,,,,2.1,,,,,
2016-01-31,7.2,12.6,3.2,0.0,6.1,,,,1.8,,,,,
2016-02-01,6.5,9.1,4.7,0.0,0.0,,,,1.9,,,,,
2016-02-02,5.1,9.2,1.4,0.5,5.0,,,,1.8,,,,,
2016-02-03,4.6,7.8,1.8,0.0,3.2,,,,1.3,,,,,
2016-02-04,6.0,10.4,0.5,0.0,9.0,,,,3.3,,,,,
2016-02-05,5.8,10.1,1.5,0.0,5.3,,,,2.1,,,,,
2016-02-06,4.1,8.5,1.2,0.0,2.6,,,,1.9,,,,,
2016-02-07,3.0,7.3,0.0,0.0,5.6,,,,2.3,,,,,
2016-02-08,4.9,10.5,-0.6,0.0,9.0,,,,3.3,,,,,
2016-02-09,7.9,11.8,1.6,1.0,6.8,,,,4.2,,,,,
2016-02-10,5.4,11.1,0.2,0.0,9.8,,,,2.5,,,,,
2016-02-11,5.1,10.0,0.5,0.0,9.8,,,,2.0,,,,,
2016-02-12,7.0,10.7,1.6,0.0,0.7,,,,1.4,,,,,
2016-02-13,11.0,13.5,8.7,34.0,0.1,,,,1.1,,,,,
2016-02-14,13.0,19.9,7.8,5.5,0.6,,,,5.7,,,,,
2016-02-15,4.8,8.0,1.8,0.5,3.1,,,,4.2,,,,,
2016-02-16,3.6,7.1,0.5,1.0,4.2,,,,3.5,,,,,
2016-02-17,5.1,8.9,0.7,0.5,6.4,,,,3.5,,,,,
2016-02-18,4.4,9.3,-0.4,0.0,10.2,,,,2.1,,,,,
2016-02-19,10.2,15.6,4.2,0.0,5.9,,,,2.8,,,,,
2016-02-20,7.8,8.8,6.7,23.5,0.2,,,,1.8,,,,,
2016-02-21,6.2,10.1,2.4,0.0,7.8,,,,2.5,,,,,
2016-02-22,4.9,8.7,0.6,0.0,3.4,,,,1.4,,,,,
2016-02-23,6.1,8.6,3.6,1.0,0.0,,,,1.3,,,,,
2016-02-24,4.4,7.4,1.3,6.5,0.9,,,,1.9,,,,,
2016-02-25,3.5,8.0,0.2,1.5,4.8,,,,1.8,,,,,
2016-02-26,4.5,10.7,-1.4,0.0,8.7,,,,2.9,,,,,
2016-02-27,8.1,16.7,1.0,0.0,7.5,,,,2.8,,,,,
2016-02-28,8.0,12.4,4.1,0.0,7.2,,,,1.3,,,,,
2016-02-29,6.8,15.1,0.1,2.5,1.6,,,,3.9,,,,,
2016-03-01,2.4,6.4,-1.2,0.0,3.8,,,,1.6,,,,,
2016-03-02,6.7,12.7,0.9,0.0,8.9,,,,2.6,,,,,
2016-03-03,9.5,15.2,1.9,0.0,10.6,,,,2.4,,,,,
2016-03-04,8.9,12.8,4.8,0.0,3.4,,,,1.4,,,,,
2016-03-05,10.6,15.8,4.6,0.0,8.1,,,,1.3,,,,,
2016-03-06,12.8,17.0,8.4,0.0,0.0,,,,1.4,,,,,
2016-03-07,13.9,19.5,9.0,0.0,9.3,,,,1.3,,,,,
2016-03-08,12.8,16.6,8.6,0.0,1.8,,,,1.5,,,,,
2016-03-09,9.0,12.8,7.3,51.0,0.0,,,,3.4,,,,,
2016-03-10,7.7,9.8,6.6,0.0,1.0,,,,1.8,,,,,
2016-03-11,6.5,10.3,4.2,10.5,2.5,,,,1.8,,,,,
2016-03-12,5.4,9.4,3.6,3.5,4.3,,,,1.8,,,,,
2016-03-13,6.2,9.4,2.4,6.5,1.0,,,,1.3,,,,,
2016-03-14,6.3,8.5,4.7,17.5,0.1,,,,1.8,,,,,
2016-03-15,6.9,13.1,1.9,0.0,9.4,,,,1.9,,,,,
2016-03-16,8.4,12.7,4.4,0.0,5.8,,,,1.6,,,,,
2016-03-17,10.4,16.2,4.3,0.0,10.4,,,,1.7,,,,,
2016-03-18,10.4,12.7,7.9,13.0,0.3,,,,1.3,,,,,
2016-03-19,12.9,15.7,10.9,1.0,0.1,,,,1.6,,,,,
2016-03-20,10.7,15.9,6.1,0.0,9.6,,,,2.3,,,,,
2016-03-21,8.8,14.7,4.6,0.0,9.7,,,,2.5,,,,,
2016-03-22,10.2,17.2,2.5,0.0,11.4,,,,2.5,,,,,
2016-03-23,12.1,19.2,5.7,0.0,5.3,,,,2.5,,,,,
2016-03-24,9.6,13.3,5.5,0.0,6.5,,,,5.0,,,,,
2016-03-25,7.8,12.2,3.1,0.0,10.1,,,,3.2,,,,,
2016-03-26,6.8,12.2,1.1,0.0,11.4,,,,2.1,,,,,
2016-03-27,8.8,15.5,3.9,0.0,8.0,,,,2.7,,,,,
2016-03-28,10.6,15.9,5.4,0.0,7.4,,,,2.7,,,,,
2016-03-29,12.5,18.2,6.2,0.0,6.2,,,,2.7,,,,,
2016-03-30,14.4,20.2,8.2,0.0,2.3,,,,2.4,,,,,
2016-03-31,13.2,17.2,7.4,2.5,4.2,,,,1.2,,,,,
2016-04-01,12.9,13.8,11.1,8.5,0.0,,,,1.9,,,,,
2016-04-02,14.6,18.7,12.1,0.0,1.0,,,,1.0,,,,,
2016-04-03,14.4,17.1,10.8,7.0,0.4,,,,1.0,,,,,
2016-04-04,15.1,18.4,13.4,24.5,0.0,,,,1.2,,,,,
2016-04-05,12.7,17.1,9.7,2.5,0.7,,,,1.3,,,,,
2016-04-06,13.7,18.2,7.8,0.0,7.7,,,,1.5,,,,,
2016-04-07,15.3,24.8,10.9,52.5,0.5,,,,2.5,,,,,
2016-04-08,15.2,19.1,10.9,0.0,3.3,,,,1.4,,,,,
2016-04-09,14.7,20.6,9.3,0.0,7.5,,,,1.3,,,,,
2016-04-10,15.1,19.9,11.1,0.0,0.5,,,,1.5,,,,,
2016-04-11,12.8,17.0,8.4,0.0,7.1,,,,3.4,,,,,
2016-04-12,9.1,13.5,3.3,0.0,9.8,,,,1.7,,,,,
2016-04-13,13.1,18.4,7.3,6.5,4.8,,,,1.8,,,,,
2016-04-14,17.4,24.6,12.8,0.0,7.7,,,,1.6,,,,,
2016-04-15,14.5,19.8,9.9,0.0,11.6,,,,2.4,,,,,
2016-04-16,14.7,21.7,7.6,0.0,9.4,,,,2.5,,,,,
2016-04-17,21.0,25.5,15.8,2.5,10.7,,,,7.1,,,,,
2016-04-18,14.5,18.5,10.3,0.0,0.7,,,,3.6,,,,,
2016-04-19,15.6,21.6,9.8,0.0,10.9,,,,3.4,,,,,
2016-04-20,13.6,19.6,7.4,0.0,10.6,,,,1.8,,,,,
2016-04-21,14.0,18.1,12.5,44.0,0.0,,,,1.5,,,,,
2016-04-22,18.9,22.5,15.6,0.0,11.3,,,,3.4,,,,,
2016-04-23,16.2,22.0,12.5,1.5,4.3,,,,1.7,,,,,
2016-04-24,15.3,19.3,11.9,0.0,2.0,,,,1.3,,,,,
2016-04-25,14.5,17.9,9.7,0.0,2.9,,,,1.3,,,,,
2016-04-26,17.1,23.0,10.4,0.0,11.3,,,,1.4,,,,,
2016-04-27,16.6,17.7,15.1,5.0,0.0,,,,2.1,,,,,
2016-04-28,16.1,20.9,12.2,3.0,0.7,,,,3.3,,,,,
2016-04-29,13.5,19.5,8.0,0.0,10.2,,,,2.2,,,,,
2016-04-30,15.8,24.7,7.3,0.0,12.6,,,,2.6,,,,,
2016-05-01,18.4,26.8,11.3,0.0,12.5,,,,1.9,,,,,
2016-05-02,18.1,24.2,11.5,0.0,11.4,,,,1.6,,,,,
2016-05-03,18.1,24.6,12.9,3.5,0.0,,,,3.8,,,,,
2016-05-04,20.9,25.9,14.7,0.0,12.6,,,,6.0,,,,,
2016-05-05,20.9,27.6,15.6,0.0,10.5,,,,3.7,,,,,
2016-05-06,15.3,17.0,14.2,3.0,0.0,,,,1.3,,,,,
2016-05-07,18.6,26.3,14.5,0.0,6.9,,,,1.5,,,,,
2016-05-08,17.7,22.3,11.9,0.0,8.0,,,,1.7,,,,,
2016-05-09,15.3,17.1,13.4,18.0,0.0,,,,1.1,,,,,
2016-05-10,16.6,17.9,15.6,15.5,0.0,,,,0.9,,,,,
2016-05-11,17.4,20.9,13.1,2.5,0.2,,,,3.3,,,,,
2016-05-12,16.3,22.4,9.8,0.0,13.1,,,,1.8,,,,,
2016-05-13,18.5,25.4,12.1,0.0,11.4,,,,1.9,,,,,
2016-05-14,19.2,23.9,13.7,0.0,12.3,,,,2.0,,,,,
2016-05-15,20.1,25.5,15.7,0.0,6.9,,,,1.8,,,,,
2016-05-16,18.3,23.2,13.2,16.0,0.8,,,,2.1,,,,,
2016-05-17,17.1,25.3,9.8,0.0,12.9,,,,1.7,,,,,
2016-05-18,17.8,24.7,11.2,0.0,13.2,,,,2.0,,,,,
2016-05-19,19.3,24.4,12.7,0.0,10.6,,,,1.8,,,,,
2016-05-20,20.7,25.9,15.0,0.0,12.2,,,,2.0,,,,,
2016-05-21,20.9,28.1,15.1,0.0,12.8,,,,1.9,,,,,
2016-05-22,20.2,26.4,14.1,0.0,12.1,,,,1.7,,,,,
2016-05-23,21.2,28.1,14.8,0.0,12.6,,,,2.0,,,,,
2016-05-24,20.8,25.4,14.9,0.0,4.9,,,,1.8,,,,,
2016-05-25,19.6,22.3,18.1,2.0,0.0,,,,1.2,,,,,
2016-05-26,21.8,24.1,18.8,0.5,1.2,,,,1.3,,,,,
2016-05-27,23.5,28.7,20.0,0.0,7.3,,,,1.7,,,,,
2016-05-28,19.7,21.1,18.0,2.5,0.0,,,,2.0,,,,,
2016-05-29,19.1,20.1,18.6,12.0,0.0,,,,1.2,,,,,
2016-05-30,21.8,27.2,18.7,2.0,6.4,,,,1.6,,,,,
2016-05-31,23.2,30.8,16.0,0.0,11.2,,,,2.6,,,,,
2016-06-01,20.9,25.5,17.7,0.0,5.6,,,,2.5,,,,,
2016-06-02,19.1,25.0,13.7,0.0,12.9,,,,2.3,,,,,
2016-06-03,19.3,24.7,13.2,0.0,12.4,,,,2.2,,,,,
2016-06-04,18.2,21.2,15.7,20.0,0.1,,,,2.4,,,,,
2016-06-05,17.8,18.9,16.5,6.0,0.0,,,,2.9,,,,,
2016-06-06,20.4,23.9,17.6,0.0,1.2,,,,1.1,,,,,
2016-06-07,19.9,22.0,19.0,3.0,0.1,,,,1.3,,,,,
2016-06-08,21.5,24.1,19.4,0.0,2.6,,,,1.5,,,,,
2016-06-09,21.6,24.9,19.6,0.5,1.7,,,,1.3,,,,,
2016-06-10,23.2,27.4,18.4,0.0,12.6,,,,1.7,,,,,
2016-06-11,23.4,26.7,19.9,0.0,4.0,,,,1.6,,,,,
2016-06-12,21.8,23.6,20.6,27.0,0.2,,,,2.4,,,,,
2016-06-13,22.3,26.4,20.3,8.5,0.6,,,,1.3,,,,,
2016-06-14,24.0,28.6,19.9,0.0,10.7,,,,1.5,,,,,
2016-06-15,23.9,28.2,19.8,0.0,8.7,,,,1.9,,,,,
2016-06-16,22.7,23.7,21.9,2.5,0.0,,,,1.7,,,,,
2016-06-17,24.0,27.7,20.1,0.0,6.3,,,,4.5,,,,,
2016-06-18,23.4,28.8,17.4,0.0,12.1,,,,1.8,,,,,
2016-06-19,22.1,24.6,20.3,61.5,2.6,,,,1.4,,,,,
2016-06-20,23.1,27.0,21.6,16.5,0.3,,,,1.8,,,,,
2016-06-21,22.9,26.4,20.4,49.5,2.1,,,,1.4,,,,,
2016-06-22,21.7,22.6,21.1,47.0,0.0,,,,0.9,,,,,
2016-06-23,24.9,29.8,21.3,22.0,3.3,,,,1.8,,,,,
2016-06-24,23.0,30.8,21.1,18.0,0.0,,,,1.6,,,,,
2016-06-25,23.2,27.4,20.2,4.5,0.0,,,,4.5,,,,,
2016-06-26,23.7,28.3,19.3,0.0,11.6,,,,5.0,,,,,
2016-06-27,20.5,24.9,17.4,27.0,4.1,,,,1.7,,,,,
2016-06-28,19.9,21.1,18.6,28.5,0.0,,,,1.0,,,,,
2016-06-29,21.2,22.4,20.1,43.5,0.0,,,,1.0,,,,,
2016-06-30,22.8,25.5,21.0,0.5,0.3,,,,1.0,,,,,
2016-07-01,24.6,28.8,20.3,0.0,8.4,,,,1.2,,,,,
2016-07-02,26.7,30.7,22.3,0.0,10.8,,,,1.6,,,,,
2016-07-03,30.3,35.4,24.3,2.0,10.5,,,,3.0,,,,,
2016-07-04,28.1,33.3,24.2,0.0,11.0,,,,1.6,,,,,
2016-07-05,27.8,31.7,24.4,2.5,9.6,,,,1.7,,,,,
2016-07-06,27.6,32.3,22.8,0.0,12.9,,,,2.0,,,,,
2016-07-07,27.6,31.6,22.9,0.0,9.3,,,,1.8,,,,,
2016-07-08,23.3,26.0,22.4,52.0,0.0,,,,1.9,,,,,
2016-07-09,24.1,28.2,21.7,28.0,2.7,,,,1.0,,,,,
2016-07-10,26.3,30.0,23.9,2.0,2.7,,,,1.4,,,,,
2016-07-11,26.0,29.4,24.2,1.5,0.6,,,,1.2,,,,,
2016-07-12,27.2,30.7,24.2,0.0,4.8,,,,1.7,,,,,
2016-07-13,26.9,29.7,24.6,20.5,0.0,,,,3.0,,,,,
2016-07-14,28.4,32.9,24.9,2.5,10.7,,,,4.0,,,,,
2016-07-15,24.4,27.8,20.7,0.0,1.5,,,,2.5,,,,,
2016-07-16,23.8,27.8,19.4,0.0,7.3,,,,1.8,,,,,
2016-07-17,26.1,31.2,22.7,0.5,5.2,,,,1.8,,,,,
2016-07-18,26.6,32.8,22.7,0.0,11.5,,,,1.7,,,,,
2016-07-19,26.6,30.4,22.0,0.0,10.5,,,,1.7,,,,,
2016-07-20,26.8,31.4,24.0,0.0,5.7,,,,1.9,,,,,
2016-07-21,26.6,31.8,23.1,0.0,7.2,,,,1.6,,,,,
2016-07-22,26.8,29.9,24.4,0.0,9.6,,,,1.8,,,,,
2016-07-23,27.0,31.2,23.5,0.0,9.0,,,,1.7,,,,,
2016-07-24,26.9,31.1,22.6,0.0,5.2,,,,1.9,,,,,
2016-07-25,26.8,30.6,24.2,0.0,2.0,,,,1.8,,,,,
2016-07-26,27.6,31.7,23.4,0.0,9.4,,,,2.0,,,,,
2016-07-27,27.4,32.1,23.6,0.0,8.5,,,,1.7,,,,,
2016-07-28,27.9,32.3,23.6,0.0,11.1,,,,1.9,,,,,
2016-07-29,28.2,33.3,23.4,0.0,11.6,,,,2.0,,,,,
2016-07-30,28.4,33.2,23.9,0.0,11.1,,,,1.8,,,,,
2016-07-31,28.6,33.6,24.9,0.0,9.2,,,,1.7,,,,,
2016-08-01,28.9,34.6,24.5,0.0,11.3,,,,1.8,,,,,
2016-08-02,28.4,34.1,24.1,0.0,10.6,,,,1.8,,,,,
2016-08-03,28.2,33.0,24.2,0.0,9.0,,,,1.9,,,,,
2016-08-04,28.5,33.2,23.6,0.0,11.3,,,,1.9,,,,,
2016-08-05,28.6,32.5,24.5,0.0,7.5,,,,1.7,,,,,
2016-08-06,28.9,33.9,25.5,0.0,9.2,,,,2.0,,,,,
2016-08-07,28.2,33.4,24.8,0.0,6.7,,,,2.2,,,,,
2016-08-08,29.4,35.7,24.0,0.0,12.1,,,,2.2,,,,,
2016-08-09,29.3,34.6,24.6,0.0,11.7,,,,1.9,,,,,
2016-08-10,28.6,34.0,24.6,0.0,11.1,,,,1.8,,,,,
2016-08-11,27.9,33.8,22.8,0.0,12.4,,,,2.0,,,,,
2016-08-12,28.3,34.0,22.4,0.0,12.5,,,,1.8,,,,,
2016-08-13,28.8,33.6,23.9,0.0,12.2,,,,2.0,,,,,
2016-08-14,29.3,34.1,24.3,0.0,11.9,,,,1.8,,,,,
2016-08-15,29.7,34.9,25.3,0.0,8.0,,,,2.0,,,,,
2016-08-16,28.2,32.0,24.6,1.0,6.3,,,,1.2,,,,,
2016-08-17,29.3,33.6,25.4,0.0,8.8,,,,2.1,,,,,
2016-08-18,28.5,31.9,26.4,0.0,3.2,,,,1.9,,,,,
2016-08-19,29.2,33.2,25.8,0.0,8.5,,,,1.7,,,,,
2016-08-20,28.8,33.2,25.3,0.0,8.3,,,,1.8,,,,,
2016-08-21,29.5,33.2,26.4,0.0,8.9,,,,1.8,,,,,
2016-08-22,29.5,35.6,24.9,0.0,9.1,,,,1.9,,,,,
2016-08-23,28.8,32.4,26.2,0.0,7.5,,,,2.6,,,,,
2016-08-24,27.9,31.3,25.0,0.0,2.9,,,,1.8,,,,,
2016-08-25,27.8,33.8,24.6,0.0,6.3,,,,1.8,,,,,
2016-08-26,27.8,33.4,23.7,3.5,9.4,,,,2.2,,,,,
2016-08-27,24.8,26.9,23.3,6.5,0.0,,,,1.5,,,,,
2016-08-28,25.5,28.1,23.4,0.0,0.6,,,,1.3,,,,,
2016-08-29,23.9,27.0,20.4,12.5,1.1,,,,3.4,,,,,
2016-08-30,23.5,27.2,20.0,0.0,8.6,,,,5.0,,,,,
2016-08-31,26.0,31.3,20.1,0.0,11.8,,,,4.3,,,,,
2016-09-01,23.6,29.6,18.3,,,,,,2.0,,,,,
2016-09-02,24.4,29.7,19.4,0.0,7.7,,,,2.2,,,,,
2016-09-03,25.7,29.4,20.8,0.0,2.8,,,,1.9,,,,,
2016-09-04,25.3,28.3,23.4,13.0,1.1,,,,1.3,,,,,
2016-09-05,24.5,27.7,22.8,10.0,0.7,,,,1.6,,,,,
2016-09-06,26.4,31.2,22.4,0.0,6.9,,,,1.8,,,,,
2016-09-07,27.0,30.1,25.0,1.0,2.1,,,,1.3,,,,,
2016-09-08,25.1,29.0,22.6,11.5,1.9,,,,2.3,,,,,
2016-09-09,24.3,29.3,20.6,0.0,9.7,,,,1.8,,,,,
2016-09-10,24.2,28.4,20.0,0.0,7.8,,,,1.8,,,,,
2016-09-11,25.4,29.4,22.4,0.0,6.6,,,,1.7,,,,,
2016-09-12,25.4,27.5,23.3,4.5,0.0,,,,1.9,,,,,
2016-09-13,23.7,25.6,21.7,31.0,0.0,,,,1.5,,,,,
2016-09-14,23.7,25.2,22.7,14.0,0.0,,,,0.9,,,,,
2016-09-15,24.6,28.3,22.1,3.0,2.0,,,,1.5,,,,,
2016-09-16,25.1,27.6,23.0,2.0,2.2,,,,1.5,,,,,
2016-09-17,25.9,29.5,22.7,0.0,5.1,,,,1.5,,,,,
2016-09-18,25.2,27.5,24.0,6.0,0.0,,,,1.1,,,,,
2016-09-19,23.1,24.6,21.6,27.0,0.0,,,,2.1,,,,,
2016-09-20,20.9,22.9,19.9,113.5,0.0,,,,4.3,,,,,
2016-09-21,21.1,24.1,18.6,7.0,0.2,,,,1.4,,,,,
2016-09-22,20.8,21.7,20.0,19.5,0.0,,,,1.4,,,,,
2016-09-23,20.8,22.4,19.9,6.5,0.0,,,,1.2,,,,,
2016-09-24,22.3,26.0,19.5,0.0,2.8,,,,1.4,,,,,
2016-09-25,23.2,26.0,20.9,6.0,0.1,,,,1.3,,,,,
2016-09-26,23.7,26.0,22.1,3.0,0.0,,,,1.2,,,,,
2016-09-27,24.7,28.1,21.0,20.5,2.7,,,,1.4,,,,,
2016-09-28,25.2,27.9,23.7,41.5,0.1,,,,1.0,,,,,
2016-09-29,22.7,27.0,20.7,30.0,0.1,,,,1.7,,,,,
2016-09-30,21.5,23.2,20.4,7.0,0.0,,,,1.0,,,,,
2016-10-01,22.9,24.2,21.4,0.0,0.0,,,,1.0,,,,,
2016-10-02,25.1,28.2,22.9,0.0,3.6,,,,1.1,,,,,
2016-10-03,24.8,27.6,23.0,0.0,0.0,,,,1.1,,,,,
2016-10-04,24.7,27.0,22.8,0.0,0.4,,,,1.3,,,,,
2016-10-05,25.4,32.1,22.6,2.0,2.3,,,,3.0,,,,,
2016-10-06,23.3,27.0,20.5,0.0,7.8,,,,2.1,,,,,
2016-10-07,20.3,24.3,16.1,0.0,6.2,,,,1.7,,,,,
2016-10-08,22.2,25.9,18.7,2.5,1.5,,,,1.3,,,,,
2016-10-09,21.0,24.1,19.1,6.0,2.9,,,,2.6,,,,,
2016-10-10,18.3,21.5,14.8,0.0,6.6,,,,2.6,,,,,
2016-10-11,17.7,21.2,14.2,0.0,0.7,,,,1.6,,,,,
2016-10-12,19.2,23.5,16.0,0.0,5.6,,,,1.9,,,,,
2016-10-13,17.7,19.9,14.5,0.0,0.5,,,,2.6,,,,,
2016-10-14,16.5,21.5,12.8,0.0,2.4,,,,1.6,,,,,
2016-10-15,17.5,22.8,11.7,0.0,8.4,,,,2.4,,,,,
2016-10-16,19.7,23.5,16.3,0.5,0.7,,,,2.0,,,,,
2016-10-17,21.5,25.4,19.0,6.5,1.9,,,,1.3,,,,,
2016-10-18,22.4,26.0,20.6,0.5,2.8,,,,1.5,,,,,
2016-10-19,21.7,23.4,19.9,0.0,0.0,,,,1.2,,,,,
2016-10-20,20.7,23.8,18.1,0.0,3.2,,,,1.2,,,,,
2016-10-21,18.9,20.6,15.7,0.0,0.0,,,,1.9,,,,,
2016-10-22,16.6,17.4,15.5,9.0,0.0,,,,1.0,,,,,
2016-10-23,18.1,20.1,16.5,4.5,0.0,,,,2.3,,,,,
2016-10-24,16.6,19.9,12.9,0.0,7.1,,,,3.5,,,,,
2016-10-25,17.0,22.6,11.5,0.0,6.6,,,,1.8,,,,,
2016-10-26,20.1,23.3,17.0,5.5,0.7,,,,1.4,,,,,
2016-10-27,18.5,22.2,14.8,0.0,9.0,,,,2.4,,,,,
2016-10-28,16.8,18.5,15.8,9.5,0.2,,,,1.1,,,,,
2016-10-29,17.5,20.5,14.7,1.0,0.5,,,,3.4,,,,,
2016-10-30,14.4,18.9,10.9,0.0,8.2,,,,1.7,,,,,
2016-10-31,14.6,19.1,10.6,16.5,1.3,,,,1.7,,,,,
2016-11-01,13.7,18.2,9.6,7.5,2.5,,,,2.1,,,,,
2016-11-02,13.6,17.4,10.7,0.0,4.5,,,,2.0,,,,,
2016-11-03,12.3,17.3,8.0,0.0,8.3,,,,2.5,,,,,
2016-11-04,12.2,18.4,7.5,0.0,9.7,,,,2.5,,,,,
2016-11-05,14.7,20.7,9.1,0.0,9.7,,,,2.7,,,,,
2016-11-06,14.4,18.2,11.3,0.0,0.7,,,,3.8,,,,,
2016-11-07,11.7,15.9,7.0,0.0,9.6,,,,1.9,,,,,
2016-11-08,14.5,19.1,9.3,0.5,0.0,,,,1.5,,,,,
2016-11-09,12.2,14.5,9.6,0.0,0.2,,,,4.3,,,,,
2016-11-10,9.8,12.1,7.2,4.0,0.1,,,,1.5,,,,,
2016-11-11,13.3,19.8,8.4,1.5,6.0,,,,2.3,,,,,
2016-11-12,13.4,18.9,9.1,0.0,8.4,,,,2.0,,,,,
2016-11-13,14.6,19.5,10.3,0.0,5.5,,,,1.6,,,,,
2016-11-14,16.1,18.5,13.8,4.5,0.2,,,,1.2,,,,,
2016-11-15,17.2,21.2,14.2,0.5,0.4,,,,1.9,,,,,
2016-11-16,12.4,15.5,7.9,0.0,7.2,,,,2.5,,,,,
2016-11-17,11.9,18.1,7.2,0.0,8.6,,,,2.1,,,,,
2016-11-18,13.0,16.8,8.8,5.0,3.6,,,,1.6,,,,,
2016-11-19,18.8,22.0,14.0,12.0,0.3,,,,3.2,,,,,
2016-11-20,19.3,23.5,14.3,0.0,2.4,,,,2.6,,,,,
2016-11-21,16.0,17.1,13.9,0.0,0.0,,,,1.0,,,,,
2016-11-22,17.0,21.0,12.4,0.0,7.1,,,,2.3,,,,,
2016-11-23,12.0,16.5,9.8,1.5,0.0,,,,1.8,,,,,
2016-11-24,10.6,14.8,8.1,0.5,4.1,,,,2.2,,,,,
2016-11-25,10.0,13.5,5.4,0.0,2.6,,,,1.8,,,,,
2016-11-26,9.9,14.1,4.7,2.0,5.0,,,,1.7,,,,,
2016-11-27,11.4,12.1,10.6,39.5,0.0,,,,0.9,,,,,
2016-11-28,10.4,14.1,6.5,0.0,1.4,,,,1.9,,,,,
2016-11-29,10.2,15.3,5.2,0.0,6.1,,,,2.4,,,,,
2016-11-30,9.3,12.6,5.4,0.0,1.2,,,,1.6,,,,,
2016-12-01,13.1,17.4,9.4,0.0,1.2,,,,2.5,,,,,
2016-12-02,10.1,14.8,5.8,0.0,6.8,,,,1.8,,,,,
2016-12-03,9.8,15.2,5.6,0.0,8.0,,,,2.2,,,,,
2016-12-04,10.3,14.3,5.6,17.5,0.2,,,,1.7,,,,,
2016-12-05,13.6,17.6,7.3,0.0,6.8,,,,2.9,,,,,
2016-12-06,11.8,15.9,5.3,0.0,5.8,,,,3.5,,,,,
2016-12-07,8.8,14.3,3.8,0.0,7.5,,,,2.9,,,,,
2016-12-08,8.8,14.2,5.0,0.0,7.8,,,,2.0,,,,,
2016-12-09,11.1,17.2,5.4,1.0,5.0,,,,2.2,,,,,
2016-12-10,7.6,11.7,5.0,0.0,1.7,,,,2.0,,,,,
2016-12-11,7.7,12.7,3.4,0.0,5.1,,,,2.3,,,,,
2016-12-12,7.5,11.5,3.1,0.5,3.5,,,,1.9,,,,,
2016-12-13,9.6,10.7,7.9,22.5,0.0,,,,1.1,,,,,
2016-12-14,8.8,11.4,6.3,8.5,0.0,,,,2.9,,,,,
2016-12-15,6.4,9.7,4.0,1.0,4.1,,,,2.1,,,,,
2016-12-16,5.4,8.7,3.0,0.0,2.6,,,,2.8,,,,,
2016-12-17,6.8,12.2,0.9,0.0,5.4,,,,2.5,,,,,
2016-12-18,7.0,12.7,2.9,0.0,7.5,,,,2.0,,,,,
