calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-10-03,22.5,24.8,20.0,16.0,0.0,,,,1.6,26.6,1007.1,97,1013.7,
2016-10-04,22.7,28.0,18.6,,0.8,,,,1.4,22.3,1008.1,82,1014.7,
2016-10-05,22.0,24.7,17.6,1.5,0.3,,,,1.6,24.4,1007.7,92,1014.3,
2016-10-06,22.8,27.0,18.8,0.0,9.8,,,,2.7,17.8,1009.5,65,1016.2,
2016-10-07,20.1,24.4,13.3,0.0,2.9,,,,1.6,16.5,1016.0,71,1022.7,
2016-10-08,22.1,23.7,19.8,1.0,0.0,,,,1.8,24.1,1007.7,91,1014.3,
2016-10-09,19.6,22.0,15.1,15.5,0.2,,,,2.3,17.6,1004.1,76,1010.7,
2016-10-10,17.3,23.6,11.7,,3.7,,,,1.2,13.2,1009.0,67,1015.8,
2016-10-11,17.4,21.8,14.2,,2.5,,,,0.9,15.1,1010.0,76,1016.7,
2016-10-12,17.4,24.3,12.4,,5.9,,,,1.8,12.5,1010.5,65,1017.3,
2016-10-13,16.2,22.3,11.5,,3.7,,,,1.3,10.7,1013.8,60,1020.6,
2016-10-14,14.6,20.7,10.9,,1.9,,,,1.0,11.8,1016.9,72,1023.8,
2016-10-15,15.7,22.7,10.0,,9.1,,,,1.4,12.2,1020.0,71,1026.9,
2016-10-16,18.7,23.5,12.5,0.0,7.8,,,,2.0,15.1,1018.7,70,1025.4,
2016-10-17,18.9,21.1,16.3,40.5,0.0,,,,1.5,20.2,1011.3,93,1018.0,
2016-10-18,21.4,28.6,16.5,,8.6,,,,1.4,19.3,1010.0,78,1016.7,
2016-10-19,20.6,25.7,15.8,0.0,6.5,,,,1.3,20.8,1009.6,86,1016.3,
2016-10-20,21.4,26.8,16.8,,8.1,,,,2.3,17.1,1008.5,69,1015.1,
2016-10-21,17.4,22.6,12.1,,3.3,,,,1.2,11.9,1011.1,62,1017.9,
2016-10-22,16.6,20.2,11.3,,0.1,,,,0.8,15.3,1007.3,80,1014.1,
2016-10-23,17.9,21.6,13.4,,0.7,,,,2.0,13.2,1003.0,65,1009.7,
2016-10-24,14.6,21.5,9.3,,8.8,,,,1.4,10.0,1009.2,63,1016.0,
2016-10-25,13.0,15.1,9.3,7.0,0.0,,,,1.2,13.8,1011.8,91,1018.6,
2016-10-26,19.2,25.0,14.8,2.0,6.2,,,,1.4,18.7,1009.1,85,1015.8,
2016-10-27,17.6,22.9,10.5,0.0,8.6,,,,2.5,11.1,1013.4,56,1020.1,
2016-10-28,13.9,15.7,11.0,13.5,0.0,,,,0.9,13.7,1008.8,86,1015.6,
2016-10-29,16.6,21.7,9.2,0.0,7.9,,,,2.7,12.0,1009.2,63,1016.0,
2016-10-30,12.6,19.6,6.8,,6.5,,,,1.2,8.7,1018.1,61,1025.1,
2016-10-31,12.7,17.6,7.4,0.5,1.3,,,,1.0,11.6,1017.6,79,1024.5,
2016-11-01,12.7,18.3,9.2,7.5,1.4,,,,1.7,11.1,1013.4,76,1020.3,
2016-11-02,11.1,17.2,5.8,,3.0,,,,1.0,8.3,1015.3,64,1022.3,
2016-11-03,12.4,17.3,7.3,0.0,7.9,,,,2.5,9.1,1011.0,65,1017.9,
2016-11-04,12.3,19.0,7.3,,8.7,,,,1.5,8.8,1010.2,64,1017.1,
2016-11-05,12.1,20.3,5.9,,8.7,,,,1.1,9.8,1008.3,72,1015.2,
2016-11-06,13.6,20.1,7.8,,8.6,,,,1.9,9.8,1012.6,64,1019.5,
2016-11-07,12.0,17.1,5.2,0.0,8.5,,,,1.3,9.8,1016.9,70,1023.8,
2016-11-08,13.8,16.3,11.4,6.0,0.2,,,,1.3,12.6,1011.1,81,1017.9,
2016-11-09,9.0,13.3,4.2,0.0,6.6,,,,2.6,6.9,1014.4,61,1021.4,
2016-11-10,9.3,12.3,4.9,0.5,1.6,,,,1.4,7.0,1015.8,60,1022.9,
2016-11-11,13.4,20.0,9.3,3.5,4.2,,,,1.4,12.1,1010.2,80,1017.0,
2016-11-12,14.1,20.1,8.4,,9.4,,,,1.7,9.7,1016.4,62,1023.3,
2016-11-13,13.7,20.4,8.2,,7.4,,,,1.1,11.5,1017.8,74,1024.7,
2016-11-14,13.1,14.4,11.4,8.5,0.0,,,,1.0,13.9,1013.6,92,1020.5,
2016-11-15,15.6,21.5,11.6,3.0,2.9,,,,2.5,13.8,1005.7,77,1012.4,
2016-11-16,10.9,16.2,6.2,,9.2,,,,2.6,6.9,1012.6,55,1019.5,
2016-11-17,11.3,18.5,4.9,,7.9,,,,1.9,8.6,1015.1,65,1022.0,
2016-11-18,10.4,15.2,3.8,,1.7,,,,0.9,9.6,1017.6,76,1024.5,
2016-11-19,14.1,16.8,12.2,13.5,0.0,,,,1.1,15.4,1008.2,96,1015.0,
2016-11-20,17.4,23.0,13.3,,4.4,,,,1.6,15.5,1010.1,79,1016.9,
2016-11-21,13.9,16.0,11.0,5.5,0.0,,,,0.9,14.1,1011.4,89,1018.2,
2016-11-22,15.8,21.3,10.6,0.0,8.3,,,,1.8,13.4,1005.3,76,1012.1,
2016-11-23,11.5,14.9,8.2,0.0,6.3,,,,2.2,8.2,1010.0,60,1016.9,
2016-11-24,7.8,12.3,4.2,2.0,1.4,,,,1.0,8.3,1009.6,79,1016.6,
2016-11-25,7.2,14.9,2.9,,5.0,,,,1.3,7.9,1015.5,79,1022.6,
2016-11-26,9.1,14.5,2.5,7.0,7.5,,,,1.2,9.0,1017.8,79,1024.8,
2016-11-27,11.2,12.8,9.2,20.5,0.0,,,,1.0,12.8,1008.2,96,1015.1,
2016-11-28,10.6,13.8,5.9,0.0,2.1,,,,3.4,7.5,1011.1,59,1018.0,
2016-11-29,8.4,13.7,4.2,,5.0,,,,2.1,7.2,1019.7,67,1026.7,
2016-11-30,7.3,9.8,2.0,0.0,0.5,,,,1.0,6.9,1022.7,67,1029.8,
2016-12-01,11.3,14.0,8.5,1.0,0.9,,,,1.2,11.0,1014.0,82,1020.9,
2016-12-02,10.2,14.1,5.4,0.0,6.7,,,,2.8,7.2,1018.2,59,1025.2,
2016-12-03,9.1,16.5,3.7,,8.8,,,,1.2,8.6,1019.0,75,1026.0,
2016-12-04,10.3,15.0,6.0,12.0,1.4,,,,1.1,10.4,1013.7,83,1020.7,
2016-12-05,12.8,18.0,9.5,0.5,5.8,,,,1.2,11.5,1007.8,80,1014.7,
2016-12-06,9.7,14.4,4.6,0.0,3.3,,,,2.4,7.9,1009.7,65,1016.7,
2016-12-07,6.2,11.7,1.3,,6.8,,,,1.3,6.3,1012.3,68,1019.4,
2016-12-08,8.3,13.5,4.2,0.0,8.1,,,,1.4,7.1,1011.5,67,1018.6,
2016-12-09,8.2,15.2,2.9,0.0,5.5,,,,1.5,7.6,1007.5,71,1014.5,
2016-12-10,6.6,10.7,1.0,0.0,5.6,,,,2.2,6.0,1012.3,61,1019.3,
2016-12-11,4.8,11.2,-0.5,,6.9,,,,1.8,5.4,1016.1,65,1023.3,
2016-12-12,4.5,9.1,-1.5,0.0,3.9,,,,1.1,5.8,1019.2,70,1026.3,
2016-12-13,7.0,10.3,4.9,34.5,0.0,,,,1.4,9.3,1009.7,92,1016.7,
2016-12-14,8.6,11.9,2.2,2.5,5.7,,,,3.4,7.0,1000.4,61,1007.3,
2016-12-15,4.7,9.9,1.1,0.0,8.8,,,,2.1,5.0,1008.4,60,1015.4,
2016-12-16,3.3,8.0,-0.5,0.0,6.0,,,,2.5,5.1,1009.8,68,1016.9,
2016-12-17,5.6,12.5,-0.9,0.0,5.8,,,,1.3,6.1,1018.8,68,1025.9,
2016-12-18,7.6,14.7,1.9,0.0,8.1,,,,1.1,7.3,1022.3,72,1029.4,
2016-12-19,8.9,16.1,3.6,,8.2,,,,1.3,7.7,1019.6,69,1026.6,
2016-12-20,8.6,12.8,5.1,0.0,0.1,,,,1.0,9.0,1019.6,81,1026.6,
2016-12-21,8.3,15.2,2.8,,7.6,,,,1.1,8.6,1022.7,80,1029.7,
2016-12-22,11.1,16.0,7.1,19.0,0.0,,,,1.3,12.4,1008.6,92,1015.5,
2016-12-23,10.8,15.4,5.8,0.0,6.0,,,,2.7,8.9,1001.6,68,1008.5,
2016-12-24,7.1,11.4,3.6,0.0,7.1,,,,2.0,6.3,1016.0,63,1023.1,
2016-12-25,6.7,12.4,2.7,,7.8,,,,1.7,6.3,1022.9,67,1030.1,
2016-12-26,6.6,11.3,1.5,0.5,1.4,,,,1.1,7.5,1017.2,77,1024.3,
2016-12-27,9.1,13.9,5.5,11.0,1.5,,,,2.4,9.1,999.6,79,1006.5,
2016-12-28,3.7,8.0,-1.7,0.5,8.2,,,,3.1,4.8,1015.2,62,1022.3,
2016-12-29,3.8,10.1,-2.4,0.5,7.2,,,,2.0,5.7,1014.7,73,1021.8,
2016-12-30,4.6,9.0,0.3,0.0,6.1,,,,2.1,5.4,1019.2,65,1026.4,
2016-12-31,4.7,11.5,-1.8,,7.4,,,,1.5,6.0,1019.4,72,1026.6,
2017-01-01,7.0,12.2,2.5,,3.5,,,,1.6,7.0,1018.7,71,1025.8,
2017-01-02,7.2,12.9,0.9,,8.2,,,,1.6,7.3,1013.1,73,1020.2,
2017-01-03,8.3,12.8,2.4,0.0,5.7,,,,2.4,7.3,1010.9,67,1017.9,
2017-01-04,6.4,12.9,0.7,0.0,3.4,,,,2.1,6.6,1011.5,70,1018.6,
2017-01-05,5.7,10.0,2.0,,7.7,,,,2.8,4.5,1015.1,51,1022.2,
2017-01-06,4.3,9.5,-0.2,,7.6,,,,1.7,4.2,1017.5,52,1024.6,
2017-01-07,3.6,10.1,-2.5,,7.7,,,,1.1,5.3,1014.9,69,1022.1,
2017-01-08,4.3,5.7,1.9,23.0,0.0,,,,1.3,7.2,1004.0,86,1011.0,
2017-01-09,8.9,14.1,5.0,0.0,5.5,,,,2.5,7.7,999.3,69,1006.2,
2017-01-10,8.0,13.5,3.4,0.0,6.4,,,,2.2,6.8,1007.1,65,1014.0,
2017-01-11,5.6,9.4,2.8,0.0,3.2,,,,1.9,5.9,1008.4,65,1015.4,
2017-01-12,5.4,9.2,2.3,0.0,5.1,,,,2.2,4.8,1004.4,54,1011.4,
2017-01-13,5.2,9.9,-0.4,0.0,6.6,,,,3.0,4.7,1000.3,54,1007.3,
2017-01-14,0.7,4.6,-2.7,13.5,0.0,,,,2.1,5.0,1000.4,79,1007.5,
2017-01-15,-1.2,1.6,-3.2,23.0,0.9,,,,,5.2,1006.9,93,1014.1,
2017-01-16,0.5,3.5,-1.4,7.5,2.5,,,,,5.8,1010.2,92,1017.4,
2017-01-17,2.4,6.6,-2.2,0.0,5.9,,,,1.9,5.3,1019.5,74,1026.7,
2017-01-18,2.6,8.3,-2.5,,8.7,,,,1.2,5.1,1021.0,71,1028.2,
2017-01-19,4.0,8.5,-2.1,,4.1,,,,1.9,5.2,1013.5,65,1020.6,
2017-01-20,2.1,7.0,-3.3,1.0,4.3,,,,1.8,5.2,1003.3,74,1010.4,
2017-01-21,3.5,6.9,-0.3,1.5,7.9,,,,2.9,5.4,1012.9,69,1020.0,
2017-01-22,2.9,9.5,-1.1,0.0,4.9,,,,2.0,5.5,1010.1,73,1017.3,
2017-01-23,0.7,3.3,-2.1,2.0,1.5,,,,2.3,4.7,1010.9,74,1018.2,
2017-01-24,-0.4,1.5,-2.6,3.0,0.3,,,,1.1,5.3,1017.4,89,1024.6,
2017-01-25,1.2,6.5,-3.0,,8.4,,,,1.6,4.9,1021.9,75,1029.2,
2017-01-26,2.5,9.6,-2.5,,9.3,,,,1.3,4.8,1021.6,69,1028.8,
2017-01-27,4.6,10.7,-2.2,,4.5,,,,1.5,5.8,1017.4,69,1024.5,
2017-01-28,5.8,12.2,1.3,,9.4,,,,1.9,5.6,1018.4,64,1025.5,
2017-01-29,5.3,11.3,-1.3,6.5,5.3,,,,1.2,6.4,1014.1,72,1021.2,
2017-01-30,7.3,11.6,4.1,4.5,1.6,,,,1.7,8.3,1003.6,82,1010.5,
2017-01-31,3.0,7.0,-1.8,0.0,8.5,,,,3.1,4.1,1015.6,55,1022.8,
2017-02-01,3.3,9.9,-3.3,0.0,4.8,,,,2.0,5.3,1011.5,69,1018.6,
2017-02-02,3.5,6.3,1.3,0.0,1.3,,,,2.7,5.1,1012.4,65,1019.6,
2017-02-03,6.0,10.8,2.7,0.0,7.5,,,,2.5,5.7,1013.5,63,1020.6,
2017-02-04,6.1,13.2,0.2,,9.6,,,,1.7,5.4,1013.6,60,1020.7,
2017-02-05,4.0,5.4,1.0,12.5,0.0,,,,1.0,7.4,1005.1,89,1012.1,
2017-02-06,6.3,10.6,1.4,1.0,9.1,,,,3.9,6.9,1000.4,73,1007.4,
2017-02-07,2.8,6.3,0.3,1.5,4.8,,,,3.1,5.1,1010.7,69,1017.9,
2017-02-08,4.3,8.3,2.0,0.0,3.0,,,,2.1,4.7,1009.3,57,1016.4,
2017-02-09,2.2,3.7,0.5,1.5,0.0,,,,1.3,6.1,997.9,85,1004.9,
2017-02-10,2.2,6.8,-0.9,0.5,3.6,,,,2.7,5.1,997.0,72,1004.1,
2017-02-11,1.7,7.5,-1.9,0.0,8.1,,,,2.3,4.9,1006.3,72,1013.5,
2017-02-12,2.0,6.9,-2.5,0.0,7.2,,,,2.0,4.9,1014.0,71,1021.2,
2017-02-13,3.0,9.2,-1.2,0.0,7.0,,,,1.8,5.0,1018.6,68,1025.8,
2017-02-14,2.6,7.9,-2.2,0.5,5.1,,,,1.7,5.2,1019.4,71,1026.6,
2017-02-15,4.2,9.6,-0.6,0.0,6.3,,,,2.0,5.2,1021.3,65,1028.5,
2017-02-16,5.4,13.0,-1.8,,9.6,,,,1.5,5.8,1018.6,66,1025.7,
2017-02-17,7.3,10.7,3.6,1.0,0.6,,,,1.9,8.1,1010.4,79,1017.4,
2017-02-18,7.4,11.3,4.1,0.0,5.4,,,,2.3,5.8,1007.6,57,1014.6,
2017-02-19,4.5,10.1,1.0,0.0,6.8,,,,2.2,4.8,1011.6,58,1018.7,
2017-02-20,6.1,11.1,1.5,8.5,1.9,,,,2.4,6.7,1001.8,71,1008.8,
2017-02-21,2.7,6.7,-0.7,1.0,3.6,,,,3.4,4.7,1016.1,64,1023.3,
2017-02-22,4.2,11.0,-2.6,3.0,6.1,,,,1.3,5.7,1016.7,69,1023.8,
2017-02-23,8.5,12.4,5.6,9.5,0.1,,,,2.9,9.1,999.7,82,1006.6,
2017-02-24,4.7,9.1,-0.8,0.0,7.7,,,,3.3,4.4,1009.8,52,1016.9,
2017-02-25,4.8,11.8,-1.6,,7.1,,,,1.6,5.0,1012.4,62,1019.5,
2017-02-26,6.5,13.4,-0.3,,8.0,,,,2.1,5.2,1013.8,58,1020.9,
2017-02-27,5.7,12.0,0.8,,10.0,,,,2.2,4.6,1016.8,53,1023.9,
2017-02-28,4.5,12.0,-2.0,,10.1,,,,1.4,5.2,1017.2,65,1024.4,
2017-03-01,5.1,11.1,-1.5,6.0,4.7,,,,1.3,6.9,1013.7,79,1020.8,
2017-03-02,6.4,10.4,3.6,2.5,0.6,,,,1.1,8.6,1001.1,90,1008.1,
2017-03-03,7.0,11.3,3.1,0.0,8.1,,,,3.0,5.6,1008.2,56,1015.2,
2017-03-04,6.2,14.0,-0.3,,8.9,,,,1.5,5.6,1012.0,61,1019.1,
2017-03-05,8.5,15.6,1.1,,7.8,,,,1.3,6.4,1008.8,60,1015.8,
2017-03-06,8.8,12.9,6.2,0.0,0.1,,,,1.6,7.6,1000.6,67,1007.5,
2017-03-07,5.8,10.7,1.1,0.0,7.1,,,,2.8,4.9,1000.8,54,1007.8,
2017-03-08,4.3,11.1,-1.2,0.0,7.0,,,,2.1,4.7,1002.5,60,1009.5,
2017-03-09,5.5,11.2,0.5,0.0,4.8,,,,2.0,5.3,1003.5,60,1010.5,
2017-03-10,6.5,12.6,1.1,0.0,7.7,,,,2.7,5.6,1007.5,59,1014.5,
2017-03-11,6.4,12.9,0.7,,9.6,,,,2.4,4.8,1014.0,52,1021.1,
2017-03-12,5.9,13.1,-1.0,,10.0,,,,1.5,5.4,1015.4,59,1022.5,
2017-03-13,8.1,13.2,3.7,0.5,2.6,,,,1.3,8.5,1010.1,78,1017.1,
2017-03-14,8.5,12.9,4.4,0.0,5.8,,,,3.3,6.3,1003.3,58,1010.2,
2017-03-15,6.1,10.4,2.0,0.5,4.2,,,,2.8,6.6,1004.3,70,1011.3,
2017-03-16,7.4,12.3,2.7,,10.4,,,,3.2,5.3,1011.1,53,1018.1,
2017-03-17,7.5,13.3,1.4,,10.1,,,,2.6,5.4,1013.7,53,1020.7,
2017-03-18,8.9,14.9,0.9,,6.8,,,,1.9,5.1,1015.8,47,1022.9,
2017-03-19,10.4,16.8,2.8,,10.2,,,,2.4,5.9,1016.0,49,1023.0,
2017-03-20,11.0,18.0,3.1,0.5,8.6,,,,1.9,6.9,1014.6,56,1021.5,
2017-03-21,8.8,10.0,7.3,50.5,0.5,,,,2.1,9.9,1001.7,87,1008.6,
2017-03-22,8.3,13.9,3.3,0.0,9.9,,,,3.3,5.0,1009.3,47,1016.3,
2017-03-23,8.5,14.7,2.6,,3.9,,,,1.7,6.0,1011.0,56,1018.0,
2017-03-24,7.3,11.8,2.1,0.0,8.4,,,,3.1,4.6,1012.1,46,1019.1,
2017-03-25,7.0,11.8,0.3,0.0,3.8,,,,1.3,5.3,1013.1,54,1020.2,
2017-03-26,7.5,8.9,6.5,18.0,0.0,,,,1.3,9.6,1009.1,92,1016.1,
2017-03-27,8.1,13.3,3.2,1.5,11.0,,,,3.1,6.5,1005.9,62,1012.8,
2017-03-28,8.8,16.2,2.0,,8.6,,,,1.9,6.0,1013.1,55,1020.1,
2017-03-29,9.3,15.2,2.8,,6.8,,,,1.6,6.7,1016.1,59,1023.1,
2017-03-30,11.8,18.1,6.1,0.0,7.8,,,,1.7,8.1,1012.8,59,1019.7,
2017-03-31,8.2,11.9,5.5,14.5,0.0,,,,2.1,7.5,1009.9,71,1016.9,
2017-04-01,7.2,12.4,4.3,2.5,1.9,,,,1.0,8.5,1005.5,84,1012.5,
2017-04-02,8.3,15.3,1.4,,11.3,,,,1.7,6.5,1006.5,62,1013.5,
2017-04-03,10.6,18.4,2.0,0.0,9.1,,,,2.0,6.3,1011.3,51,1018.3,
2017-04-04,12.8,19.5,5.8,,11.5,,,,1.9,7.6,1017.8,54,1024.8,
2017-04-05,12.1,17.3,6.7,,6.4,,,,1.8,10.5,1020.5,75,1027.5,
2017-04-06,13.7,18.3,9.1,4.0,1.2,,,,1.9,13.7,1015.6,88,1022.5,
2017-04-07,16.0,20.6,13.5,9.5,0.3,,,,1.3,17.0,1009.1,94,1015.8,
2017-04-08,17.3,19.3,16.0,27.0,0.0,,,,0.8,19.2,1005.1,97,1011.8,
2017-04-09,15.6,19.4,11.1,2.0,3.0,,,,2.4,13.7,1002.3,76,1009.0,
2017-04-10,10.7,12.6,5.9,0.0,0.1,,,,1.8,8.9,1011.4,69,1018.4,
2017-04-11,10.7,13.0,8.5,41.5,0.0,,,,1.7,12.3,997.8,95,1004.6,
2017-04-12,12.8,17.5,7.7,0.0,8.7,,,,3.1,8.8,1000.8,59,1007.6,
2017-04-13,11.1,18.5,3.2,,9.5,,,,1.9,6.2,1009.2,49,1016.1,
2017-04-14,12.5,19.8,4.6,,11.2,,,,1.5,9.3,1011.5,66,1018.4,
2017-04-15,14.5,19.8,9.2,1.5,5.5,,,,1.4,13.3,1009.9,82,1016.8,
2017-04-16,16.9,23.6,10.0,,10.8,,,,1.5,14.4,1009.6,77,1016.4,
2017-04-17,15.4,18.8,12.2,43.0,1.2,,,,2.6,15.8,1003.1,90,1009.8,
2017-04-18,16.1,20.4,9.6,3.5,7.0,,,,2.7,13.6,991.0,75,997.7,
2017-04-19,13.8,19.9,9.1,0.0,6.4,,,,3.4,9.5,998.6,63,1005.4,
2017-04-20,14.0,19.9,8.0,,5.1,,,,1.4,9.1,1005.8,59,1012.6,
2017-04-21,14.4,19.0,10.1,0.0,2.0,,,,1.4,11.4,1002.0,70,1008.7,
2017-04-22,14.4,20.4,8.2,,8.9,,,,3.1,7.8,1002.3,48,1009.1,
2017-04-23,13.8,21.0,6.8,,12.2,,,,2.0,7.1,1009.9,47,1016.7,
2017-04-24,14.5,19.7,9.4,0.0,3.2,,,,2.4,11.8,1018.8,71,1025.7,
2017-04-25,15.8,20.8,11.3,0.0,7.0,,,,2.4,12.5,1018.6,71,1025.5,
2017-04-26,14.9,16.3,13.6,8.0,0.0,,,,0.9,15.5,1009.0,91,1015.8,
2017-04-27,14.5,19.4,9.9,0.0,5.1,,,,3.0,7.5,1000.7,47,1007.5,
2017-04-28,14.0,22.4,6.2,,11.7,,,,1.5,8.0,1001.5,53,1008.3,
2017-04-29,13.7,23.4,8.2,0.0,7.5,,,,1.7,10.1,1001.2,66,1008.0,
2017-04-30,15.3,22.8,7.3,,12.2,,,,1.4,12.2,1005.0,72,1011.8,
2017-05-01,16.7,24.8,11.5,0.0,6.3,,,,2.0,11.9,1007.6,64,1014.3,
2017-05-02,15.3,21.8,7.0,,12.2,,,,1.9,9.9,1016.5,59,1023.3,
2017-05-03,16.1,21.4,11.0,,5.7,,,,1.9,13.3,1020.3,74,1027.1,
2017-05-04,16.8,20.9,12.3,0.0,2.6,,,,2.0,15.0,1016.4,79,1023.2,
2017-05-05,18.6,25.0,12.8,,10.6,,,,1.3,15.9,1009.9,77,1016.6,
2017-05-06,18.6,25.0,14.5,0.0,1.7,,,,1.2,18.5,1005.9,87,1012.6,
2017-05-07,19.0,25.2,12.7,,8.4,,,,2.1,9.0,1004.7,44,1011.3,
2017-05-08,20.3,28.7,10.2,,11.8,,,,1.7,9.0,1005.7,41,1012.3,
2017-05-09,17.7,22.3,14.4,8.0,0.1,,,,1.4,13.6,1010.3,67,1017.1,
2017-05-10,15.4,17.1,14.0,16.5,0.0,,,,1.0,17.5,1005.3,100,1012.1,
2017-05-11,19.9,25.7,15.2,0.5,6.7,,,,1.5,16.1,1005.6,71,1012.3,
2017-05-12,21.0,27.2,14.3,0.0,6.2,,,,1.5,17.2,1006.8,71,1013.4,
2017-05-13,16.6,19.7,15.5,41.0,0.0,,,,1.0,18.8,1000.9,100,1007.6,
2017-05-14,18.5,24.4,13.7,0.0,7.0,,,,1.9,19.1,1003.0,90,1009.7,
2017-05-15,19.3,24.3,15.7,0.0,3.7,,,,2.3,17.8,1003.4,79,1010.0,
2017-05-16,17.3,22.2,12.8,,3.7,,,,1.6,11.3,1002.9,58,1009.6,
2017-05-17,17.1,22.9,11.0,,5.2,,,,1.3,12.6,1002.6,66,1009.3,
2017-05-18,19.3,25.5,13.9,,11.9,,,,1.6,11.7,1007.5,54,1014.2,
2017-05-19,19.4,26.4,12.9,,12.4,,,,1.7,14.4,1009.9,65,1016.6,
2017-05-20,21.4,28.6,13.2,,12.9,,,,1.4,16.0,1009.2,65,1015.8,
2017-05-21,21.9,28.3,15.5,,10.9,,,,1.4,17.7,1009.3,69,1016.0,
2017-05-22,21.4,26.6,17.6,,9.7,,,,1.8,19.4,1008.9,78,1015.6,
2017-05-23,20.7,26.1,16.8,,10.1,,,,1.9,19.2,1006.2,80,1012.9,
2017-05-24,20.5,23.9,17.9,0.0,0.1,,,,1.0,20.6,1002.8,86,1009.5,
2017-05-25,19.0,21.3,17.7,12.0,0.3,,,,1.0,21.7,999.8,99,1006.4,
2017-05-26,19.0,22.1,15.9,12.0,0.3,,,,1.5,21.1,997.6,95,1004.2,
2017-05-27,18.2,23.7,12.3,,10.1,,,,2.6,12.3,1003.6,61,1010.3,
2017-05-28,19.3,25.6,12.6,,13.0,,,,2.0,12.2,1005.9,57,1012.6,
2017-05-29,19.9,26.3,12.4,,12.7,,,,1.4,14.8,1006.4,65,1013.0,
2017-05-30,22.7,29.3,15.4,,9.1,,,,1.2,19.2,1003.9,72,1010.5,
2017-05-31,21.9,26.3,18.8,0.0,1.9,,,,1.8,23.1,1000.1,89,1006.7,
