calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-01-25,-1.1,2.7,-6.5,0.0,2.8,7.26,1,,0.9,4.6,1023.1,81,1028.1,7.3
2016-01-26,3.7,8.2,0.1,0.0,0.8,5.94,,,1.3,6.5,1023.3,82,1028.3,9.3
2016-01-27,6.0,10.6,0.9,,2.6,6.50,,,1.1,7.1,1025.5,77,1030.5,7.5
2016-01-28,8.2,10.1,5.9,2.5,0.0,1.86,,,1.0,9.7,1021.7,89,1026.5,10.0
2016-01-29,11.6,13.7,9.2,40.5,0.0,1.37,,,1.2,13.7,1012.4,100,1017.1,10.0
2016-01-30,11.1,14.9,7.7,0.5,3.6,9.08,,,1.8,10.7,1014.3,82,1019.1,8.0
2016-01-31,8.8,14.2,3.9,,8.3,13.63,,,1.6,8.1,1020.0,73,1024.9,3.5
2016-02-01,6.5,8.7,5.0,0.0,0.0,2.80,,,1.6,7.3,1018.7,75,1023.6,10.0
2016-02-02,5.2,9.3,1.3,0.0,3.2,9.98,,,1.6,5.9,1018.4,67,1023.4,9.0
2016-02-03,6.1,9.9,2.9,0.0,2.4,8.24,,,1.1,6.4,1020.2,69,1025.1,6.8
2016-02-04,5.8,11.0,1.3,,7.2,12.44,,,1.3,6.1,1020.0,68,1024.9,9.5
2016-02-05,5.6,11.2,1.3,,6.5,11.78,,,1.5,6.1,1016.3,69,1021.2,5.0
2016-02-06,4.6,9.2,1.3,0.0,4.6,10.74,,,2.1,5.3,1014.9,64,1019.8,8.8
2016-02-07,4.1,9.7,-0.7,0.0,6.7,11.51,,,1.4,5.2,1015.7,65,1020.6,2.8
2016-02-08,5.2,10.6,-0.6,,6.5,13.36,,,2.0,5.6,1015.7,65,1020.6,6.0
2016-02-09,8.4,13.1,2.8,0.0,9.4,15.68,,,2.9,5.1,1016.6,50,1021.5,1.8
2016-02-10,6.6,14.2,-0.7,,10.3,16.73,,,1.8,5.5,1021.0,59,1025.9,1.3
2016-02-11,9.1,17.7,1.1,,7.4,14.44,,,1.3,6.0,1022.4,57,1027.3,4.5
2016-02-12,12.9,20.0,8.3,0.5,0.7,5.14,,,1.3,10.6,1018.0,71,1022.7,9.8
2016-02-13,16.4,21.0,12.6,24.5,0.5,5.37,,,2.0,17.3,1008.0,92,1012.7,10.0
2016-02-14,10.7,17.8,5.5,0.5,0.0,1.47,,,5.0,10.6,1007.4,79,1012.1,9.5
2016-02-15,3.7,5.5,1.1,0.0,2.0,8.65,,,3.7,4.4,1013.6,56,1018.5,8.8
2016-02-16,3.9,7.2,0.8,0.0,2.1,8.50,,,1.9,5.7,1016.3,71,1021.2,9.5
2016-02-17,6.0,10.9,2.8,1.0,5.0,12.94,,,2.0,6.0,1019.0,66,1023.9,8.0
2016-02-18,6.1,12.4,-0.5,0.0,10.2,17.37,,,1.7,6.1,1021.3,68,1026.2,5.8
2016-02-19,9.1,14.9,3.1,0.5,3.5,8.71,,,1.3,8.0,1022.2,71,1027.1,5.8
2016-02-20,9.3,11.7,7.8,38.5,0.0,3.66,,,1.9,10.4,1013.3,89,1018.1,8.0
2016-02-21,7.0,10.5,3.7,0.0,8.1,16.95,,,2.7,5.5,1022.7,56,1027.5,6.0
2016-02-22,6.3,11.0,1.8,2.5,1.3,8.43,,,1.3,6.6,1024.8,70,1029.7,10.0
2016-02-23,8.1,12.2,6.2,6.0,0.7,5.97,,,1.7,9.3,1020.3,86,1025.2,10.0
2016-02-24,7.1,11.5,3.6,,5.5,13.17,,,2.6,6.1,1022.6,61,1027.5,7.5
2016-02-25,4.9,8.7,0.5,0.0,3.4,10.96,,,2.2,5.3,1026.7,62,1031.7,7.0
2016-02-26,4.3,10.8,-1.5,,7.9,14.59,,,1.2,4.9,1026.7,62,1031.7,5.0
2016-02-27,8.0,15.4,1.6,,3.6,12.39,,,1.9,7.0,1022.2,65,1027.1,7.8
2016-02-28,11.4,18.8,3.4,0.0,10.1,18.46,,,2.0,8.6,1018.3,67,1023.0,3.0
2016-02-29,6.8,14.0,1.1,0.0,2.4,9.05,,,4.4,6.2,1017.5,59,1022.4,8.3
2016-03-01,2.6,8.4,-2.1,,9.0,17.91,,,1.6,4.5,1022.3,63,1027.2,0.5
2016-03-02,5.9,14.0,-1.6,,9.6,19.46,,,1.6,5.8,1022.7,65,1027.6,1.8
2016-03-03,10.0,17.4,1.2,,10.4,18.81,,,1.8,8.0,1022.0,67,1026.9,4.0
2016-03-04,15.4,21.6,10.1,0.0,6.5,16.23,,,1.6,11.2,1022.0,65,1026.7,7.5
2016-03-05,16.5,23.8,9.0,,10.6,18.86,,,2.2,11.0,1019.7,62,1024.4,1.8
2016-03-06,18.0,24.3,12.8,0.0,2.3,10.74,,,1.2,13.5,1013.8,66,1018.4,10.0
2016-03-07,17.9,24.5,12.8,,10.2,18.86,,,1.9,15.1,1011.4,75,1016.0,0.5
2016-03-08,15.7,22.2,11.3,,6.2,15.89,,,1.5,13.8,1011.7,78,1016.4,6.0
2016-03-09,10.8,15.6,8.5,33.0,0.7,5.58,,,2.8,10.9,1008.0,84,1012.7,9.8
2016-03-10,9.3,13.9,6.6,0.0,0.3,8.48,,,2.1,8.4,1014.1,73,1018.9,8.0
2016-03-11,7.7,12.3,4.7,0.0,8.5,18.79,,,2.7,6.6,1015.9,64,1020.7,3.5
2016-03-12,7.1,13.0,0.9,,11.2,22.14,,,1.9,6.1,1018.5,63,1023.4,1.8
2016-03-13,7.0,11.0,3.1,5.5,0.1,5.34,,,1.3,8.0,1017.1,81,1021.9,10.0
2016-03-14,9.3,15.0,5.8,3.5,6.1,16.69,,,3.1,7.9,1011.2,70,1016.0,7.0
2016-03-15,9.4,16.1,2.7,,11.0,22.15,,,2.0,6.8,1016.9,60,1021.7,2.5
2016-03-16,11.6,18.4,5.4,,5.3,15.99,,,1.6,8.0,1017.5,62,1022.3,7.0
2016-03-17,14.1,21.9,5.1,,10.9,22.10,,,1.8,9.5,1016.2,62,1020.9,3.0
2016-03-18,14.7,15.9,12.7,9.0,0.0,2.61,,,1.1,14.9,1008.2,89,1012.9,10.0
2016-03-19,15.2,20.0,10.7,0.0,1.1,8.41,,,2.0,14.9,1006.6,85,1011.3,8.0
2016-03-20,12.2,19.2,6.2,,11.1,22.08,,,2.6,8.3,1012.9,61,1017.7,1.5
2016-03-21,11.6,19.3,6.1,,11.3,23.54,,,2.6,5.9,1015.7,46,1020.5,1.8
2016-03-22,11.9,19.4,3.5,,11.5,23.02,,,2.3,8.4,1014.4,62,1019.2,2.8
2016-03-23,11.3,14.7,6.9,0.0,0.2,8.02,,,1.6,9.7,1011.6,73,1016.3,8.5
2016-03-24,11.1,16.6,6.8,,9.5,21.91,,,3.7,6.9,1013.5,54,1018.3,6.3
2016-03-25,9.7,15.3,5.1,,8.8,19.90,,,3.1,4.9,1017.1,43,1021.9,4.3
2016-03-26,9.9,16.9,3.0,1.0,9.3,22.40,,,2.0,5.9,1015.5,51,1020.3,3.8
2016-03-27,9.1,14.0,5.4,0.5,5.1,16.29,,,2.2,7.6,1015.6,68,1020.4,4.5
2016-03-28,9.9,17.2,2.1,,11.2,22.34,,,2.3,7.0,1018.4,61,1023.2,0.5
2016-03-29,12.1,17.4,4.7,,4.3,14.25,,,2.4,8.7,1020.1,63,1024.9,7.5
2016-03-30,14.3,17.0,11.3,1.0,0.0,6.69,,,2.1,12.3,1017.2,75,1021.9,10.0
2016-03-31,13.6,16.9,10.0,6.5,0.1,6.01,,,1.3,14.0,1011.8,90,1016.6,8.8
2016-04-01,15.0,18.1,13.2,0.0,0.2,5.31,,,1.3,15.1,1007.5,89,1012.1,8.3
2016-04-02,17.0,24.3,11.5,0.0,5.6,18.91,,,1.7,14.5,1014.3,78,1019.0,7.8
2016-04-03,17.6,22.3,14.9,2.5,0.1,7.54,,,1.1,16.5,1011.8,83,1016.4,10.0
2016-04-04,16.9,20.4,13.4,11.0,0.1,7.89,,,2.2,16.7,1005.0,87,1009.6,9.8
2016-04-05,15.8,21.2,10.1,,10.4,23.03,,,1.9,11.9,1011.1,67,1015.8,6.5
2016-04-06,16.7,21.5,12.3,3.5,0.4,11.66,,,1.2,13.0,1012.2,71,1016.8,10.0
2016-04-07,19.0,22.2,15.8,37.5,0.0,0.81,,,5.1,20.8,1004.9,94,1009.5,10.0
2016-04-08,17.0,21.0,14.1,0.0,3.6,12.29,,,1.3,16.3,1010.1,85,1014.8,9.0
2016-04-09,17.8,24.7,11.9,,7.9,18.55,,,1.9,13.5,1009.9,69,1014.5,10.0
2016-04-10,16.7,20.8,14.0,,1.7,10.50,,,2.2,14.8,1007.5,78,1012.1,10.0
2016-04-11,16.3,21.4,11.6,,7.3,19.93,,,2.5,11.4,1011.5,63,1016.2,8.0
2016-04-12,16.5,23.8,9.6,,8.2,21.28,,,2.3,10.1,1012.2,55,1016.8,8.3
2016-04-13,17.8,22.9,13.2,4.5,1.4,10.81,,,1.6,14.6,1004.2,72,1008.8,8.5
2016-04-14,20.3,27.0,15.7,0.0,7.5,20.67,,,2.1,14.2,1004.1,63,1008.7,7.5
2016-04-15,19.7,27.2,12.0,,11.7,25.69,,,2.1,10.7,1012.7,50,1017.3,3.5
2016-04-16,18.7,24.5,13.1,4.5,4.6,15.77,,,1.7,10.6,1010.0,52,1014.6,8.0
2016-04-17,17.1,20.2,12.7,15.0,8.9,23.54,,,4.3,14.4,1006.2,74,1010.8,4.5
2016-04-18,14.0,16.9,10.1,0.0,0.0,7.74,,,1.5,10.4,1012.3,66,1017.0,9.3
2016-04-19,14.8,22.4,7.1,,11.5,24.99,,,2.0,9.4,1018.3,59,1023.1,0.3
2016-04-20,17.2,25.2,8.0,,10.4,23.86,,,1.7,11.4,1016.4,59,1021.1,6.8
2016-04-21,18.1,21.5,15.3,75.5,0.0,0.81,,,3.4,18.9,1004.1,91,1008.7,10.0
2016-04-22,18.9,23.7,15.5,0.0,9.2,22.70,,,2.6,16.5,1006.1,76,1010.7,5.8
2016-04-23,15.4,18.3,13.9,3.0,0.0,4.94,,,1.3,15.2,1008.2,87,1012.8,10.0
2016-04-24,15.9,18.5,13.6,2.0,0.0,5.32,,,1.1,15.8,1008.3,88,1012.9,10.0
2016-04-25,17.4,19.8,15.3,2.5,0.0,5.25,,,1.3,17.2,1010.5,86,1015.1,10.0
2016-04-26,21.0,26.3,16.1,1.0,1.6,15.39,,,1.4,18.9,1009.1,78,1013.7,9.5
2016-04-27,19.1,21.5,17.9,14.0,0.0,4.34,,,1.8,20.8,999.7,94,1004.3,10.0
2016-04-28,16.6,19.7,13.3,2.0,0.5,8.81,,,3.6,15.9,998.7,84,1003.4,10.0
2016-04-29,15.9,22.2,9.7,,12.2,27.05,,,2.2,9.9,1007.8,59,1012.4,0.5
2016-04-30,17.1,23.9,9.0,,12.3,26.94,,,2.5,12.3,1011.7,65,1016.4,0.0
2016-05-01,19.7,26.5,12.4,,12.1,27.14,,,2.1,14.2,1012.9,65,1017.5,3.0
2016-05-02,21.0,27.5,14.1,,10.6,24.31,,,1.9,15.1,1012.3,62,1016.9,8.8
2016-05-03,18.3,21.1,14.6,26.5,0.3,2.56,,,3.0,15.4,1002.8,73,1007.5,9.0
2016-05-04,18.5,23.0,12.0,,12.2,27.50,,,5.4,13.9,1008.1,66,1012.7,0.0
2016-05-05,20.1,26.1,13.1,0.0,7.9,20.56,,,1.7,13.3,1012.5,60,1017.1,7.5
2016-05-06,18.0,20.5,15.2,10.0,0.0,3.12,,,1.1,18.8,1006.6,90,1011.2,10.0
2016-05-07,21.2,25.7,18.6,0.5,5.5,19.40,,,2.1,21.2,1007.4,85,1012.0,10.0
2016-05-08,19.9,26.0,16.2,13.0,2.3,14.01,,,1.7,17.4,1011.0,76,1015.6,10.0
2016-05-09,19.6,22.1,17.6,12.0,0.0,2.28,,,2.2,22.2,1005.9,97,1010.5,10.0
2016-05-10,20.3,22.1,18.7,50.5,0.0,1.90,,,2.9,23.4,1000.0,98,1004.5,10.0
2016-05-11,18.0,22.8,13.8,1.5,4.7,,,,2.8,15.4,1003.7,75,1008.3,6.5
2016-05-12,19.4,26.8,10.8,,12.8,,,,2.1,14.6,1010.2,68,1014.8,0.3
2016-05-13,22.2,27.4,18.0,,10.7,24.81,,,1.8,16.3,1013.9,63,1018.5,7.8
2016-05-14,23.1,30.5,16.0,0.0,9.0,24.58,,,2.0,16.7,1015.9,62,1020.5,5.5
2016-05-15,23.9,30.8,19.7,2.0,3.8,17.79,,,1.8,21.6,1010.5,74,1015.1,10.0
2016-05-16,17.9,24.7,11.2,53.0,0.1,3.14,,,2.3,18.1,1005.7,86,1010.3,10.0
2016-05-17,17.9,26.6,8.8,,12.4,29.59,,,1.6,11.4,1010.4,61,1015.1,2.0
2016-05-18,20.5,28.9,12.0,,12.6,28.06,,,2.0,12.4,1012.1,55,1016.7,5.5
2016-05-19,22.3,28.3,14.8,,6.1,19.99,,,3.9,12.6,1012.4,50,1017.0,8.8
2016-05-20,23.7,29.0,18.5,,12.1,28.16,,,4.4,13.7,1011.1,48,1015.6,6.5
2016-05-21,23.2,29.1,17.8,,5.5,19.14,,,1.9,14.0,1011.3,51,1015.8,9.8
2016-05-22,23.7,31.9,15.4,,11.9,25.27,,,1.8,14.1,1010.4,51,1014.9,8.5
2016-05-23,24.4,31.8,16.4,,13.0,28.62,,,1.9,14.1,1009.0,49,1013.5,4.5
2016-05-24,23.6,30.9,18.6,5.5,2.7,14.83,,,1.8,17.6,1005.1,62,1009.7,10.0
2016-05-25,23.6,28.5,20.6,28.5,3.0,11.31,,,1.3,25.8,1005.0,90,1009.5,9.5
2016-05-26,25.1,30.4,22.4,,5.3,19.12,,,2.0,24.7,1004.6,78,1009.0,7.3
2016-05-27,23.8,28.9,20.8,0.5,2.8,17.62,,,2.0,19.2,1005.7,66,1010.2,10.0
2016-05-28,20.6,22.2,19.2,20.5,0.0,4.89,,,1.1,23.1,1003.0,95,1007.6,10.0
2016-05-29,21.2,22.5,20.0,49.0,0.0,2.99,,,0.8,25.1,999.6,100,1004.1,10.0
2016-05-30,24.3,30.6,20.0,0.0,11.7,28.09,,,2.2,20.0,1000.5,69,1004.9,3.0
2016-05-31,23.9,31.5,17.1,,11.5,27.77,,,2.1,16.1,1003.0,59,1007.5,5.0
2016-06-01,21.9,25.2,19.8,0.0,1.6,9.08,,,1.4,18.0,1000.6,69,1005.1,7.3
2016-06-02,22.5,29.6,15.9,,12.9,29.51,,,3.1,12.8,1003.1,50,1007.6,1.3
2016-06-03,22.8,28.6,16.4,,9.8,26.18,,,2.1,14.0,1007.0,53,1011.5,6.8
2016-06-04,19.4,21.8,18.2,10.5,0.0,4.23,,,1.5,19.5,1003.1,87,1007.7,10.0
2016-06-05,21.4,23.7,19.0,0.5,0.0,5.78,,,1.8,21.1,1002.6,84,1007.2,10.0
2016-06-06,23.2,27.4,18.8,0.0,3.7,16.18,,,1.5,22.0,1006.6,78,1011.2,8.8
2016-06-07,24.2,29.4,20.9,0.0,6.6,20.50,,,2.1,22.1,1005.5,74,1010.0,6.3
2016-06-08,24.9,29.6,21.1,,8.4,24.12,,,2.7,22.1,1005.4,71,1009.9,8.0
2016-06-09,24.4,29.0,21.5,4.0,4.4,17.72,,,1.7,23.0,1005.8,76,1010.3,9.0
2016-06-10,26.3,31.9,20.9,,12.6,28.38,,,2.2,22.1,1007.5,67,1012.0,6.3
2016-06-11,27.3,32.6,22.4,,7.9,22.66,,,1.8,23.2,1006.8,65,1011.3,8.8
2016-06-12,23.8,26.5,22.0,17.0,0.0,6.30,,,1.6,26.0,1000.3,88,1004.8,10.0
2016-06-13,24.3,29.5,21.9,3.0,3.7,14.44,,,1.5,24.8,996.0,83,1000.5,7.5
2016-06-14,25.1,30.4,20.2,,10.9,27.57,,,2.2,23.5,999.2,75,1003.7,2.8
2016-06-15,26.5,30.5,22.5,0.0,7.7,22.62,,,2.2,25.2,1000.0,74,1004.5,10.0
2016-06-16,23.3,26.5,21.2,15.5,0.0,2.96,,,1.9,25.7,997.6,90,1002.1,10.0
2016-06-17,23.2,26.9,20.7,,4.0,18.26,,,2.9,20.9,1005.4,74,1009.9,9.3
2016-06-18,24.5,30.6,19.1,0.0,6.9,22.85,,,1.8,22.7,1009.7,75,1014.2,8.0
2016-06-19,24.4,27.5,22.3,71.0,0.3,4.75,,,2.7,28.8,1006.8,94,1011.3,10.0
2016-06-20,24.4,26.6,22.7,174.5,0.0,5.13,,,3.2,29.0,1004.6,95,1009.1,10.0
2016-06-21,25.2,28.2,24.1,19.0,0.4,9.49,,,3.5,29.0,1003.9,91,1008.4,10.0
2016-06-22,25.5,27.6,23.8,41.0,0.1,4.63,,,4.1,30.9,1002.2,94,1006.7,10.0
2016-06-23,25.5,29.6,23.7,7.0,3.7,16.82,,,4.3,29.0,1001.9,89,1006.4,8.0
2016-06-24,26.1,29.5,23.8,19.0,0.4,7.63,,,5.0,30.7,1000.0,91,1004.4,10.0
2016-06-25,20.7,24.5,18.0,42.5,0.0,4.22,,,3.0,23.1,1003.7,94,1008.3,10.0
2016-06-26,22.3,27.8,16.9,,9.3,25.60,,,2.8,21.0,1007.2,79,1011.8,5.0
2016-06-27,19.6,22.7,17.7,40.5,0.0,4.59,,,1.3,21.4,1006.5,94,1011.1,9.8
2016-06-28,21.3,23.1,19.0,73.0,0.0,3.74,,,1.1,25.2,1006.4,99,1010.9,10.0
2016-06-29,23.4,26.0,22.0,88.0,0.0,4.50,,,2.0,28.4,1008.1,99,1012.6,10.0
2016-06-30,24.2,27.5,22.3,17.5,1.7,9.49,,,1.4,27.4,1009.1,92,1013.6,7.8
2016-07-01,26.9,31.9,22.3,0.0,5.7,22.20,,,2.7,28.3,1008.5,81,1013.0,10.0
2016-07-02,28.0,32.0,24.7,0.0,2.9,15.47,,,4.7,29.7,1007.0,79,1011.5,10.0
2016-07-03,27.2,30.6,25.8,21.0,2.1,11.85,,,3.1,33.3,1007.7,92,1012.2,9.3
2016-07-04,29.1,33.7,25.4,0.0,9.8,25.53,,,3.1,31.6,1008.9,79,1013.3,6.3
2016-07-05,29.6,34.2,25.7,,12.5,28.20,,,2.7,30.1,1011.2,74,1015.6,5.8
2016-07-06,29.6,34.0,25.8,,12.0,28.21,,,2.6,28.2,1011.9,69,1016.3,4.0
2016-07-07,28.9,33.6,24.4,,9.0,21.85,,,1.6,28.2,1010.0,72,1014.5,6.0
2016-07-08,23.7,27.9,22.5,101.5,0.0,2.35,,,2.0,27.7,1005.1,95,1009.6,10.0
2016-07-09,27.3,32.7,22.6,13.5,7.7,23.78,,,2.8,31.1,1001.7,87,1006.2,8.8
2016-07-10,26.2,29.5,24.9,20.5,0.7,9.16,,,2.1,32.0,1000.8,94,1005.3,10.0
2016-07-11,26.4,28.5,25.0,28.0,0.3,7.28,,,2.5,32.1,1002.6,94,1007.0,10.0
2016-07-12,27.8,31.0,26.0,4.0,3.3,14.47,,,4.6,32.6,1002.0,87,1006.4,9.8
2016-07-13,26.0,27.3,24.9,103.5,0.0,2.37,,,4.7,32.0,999.2,95,1003.6,10.0
2016-07-14,27.2,31.4,24.5,35.0,5.0,16.36,,,3.2,30.8,997.3,86,1001.7,6.8
2016-07-15,27.1,31.8,22.7,,12.2,28.62,,,1.9,24.7,998.9,71,1003.3,4.5
2016-07-16,27.3,32.0,23.8,11.5,1.7,12.77,,,2.9,30.9,1000.1,85,1004.5,10.0
2016-07-17,27.5,32.5,25.3,1.5,5.9,20.89,,,2.7,30.5,1003.7,84,1008.2,7.0
2016-07-18,28.0,32.8,23.7,,10.9,26.14,,,2.0,26.7,1005.5,72,1010.0,5.0
2016-07-19,29.6,34.9,25.0,0.0,7.7,21.20,,,1.6,29.6,1005.6,73,1010.0,7.0
2016-07-20,28.9,34.6,26.0,0.0,5.0,18.40,,,1.8,29.5,1006.2,75,1010.7,7.0
2016-07-21,29.2,34.8,25.3,,11.9,26.13,,,1.9,29.1,1006.3,73,1010.7,3.3
2016-07-22,28.9,34.0,24.5,,11.2,26.03,,,1.8,27.4,1005.2,70,1009.7,7.0
2016-07-23,29.5,34.6,25.2,,12.3,26.60,,,2.2,27.5,1005.7,68,1010.1,6.8
2016-07-24,29.8,34.2,26.1,0.5,6.9,22.85,,,1.9,28.2,1007.2,68,1011.6,8.3
2016-07-25,27.8,32.4,25.3,3.0,3.0,12.96,,,1.4,28.9,1007.8,78,1012.2,9.3
2016-07-26,28.5,33.5,24.7,,10.2,23.08,,,2.0,27.3,1005.6,72,1010.0,9.3
2016-07-27,29.1,34.3,24.7,,12.1,26.57,,,2.2,27.2,1004.2,69,1008.6,7.0
2016-07-28,30.3,35.7,26.9,,10.0,25.07,,,2.3,27.3,1005.0,65,1009.4,6.0
2016-07-29,29.2,36.0,25.4,33.0,9.1,22.62,,,1.6,28.4,1006.4,71,1010.8,4.8
2016-07-30,29.9,35.1,24.9,0.0,8.3,21.15,,,1.6,28.7,1006.9,69,1011.3,8.0
2016-07-31,29.3,35.3,25.4,13.0,9.0,20.62,,,1.6,29.4,1006.4,73,1010.8,4.8
2016-08-01,29.6,35.4,26.7,,8.2,22.02,,,1.6,30.2,1005.3,74,1009.7,5.8
2016-08-02,29.1,35.2,25.4,,8.8,20.79,,,1.7,29.2,1003.9,73,1008.3,8.5
2016-08-03,29.4,34.5,25.1,0.0,7.2,21.60,,,1.8,28.4,1003.9,70,1008.3,7.5
2016-08-04,28.5,34.6,25.6,4.5,9.4,23.04,,,1.9,29.4,1004.3,77,1008.8,7.0
2016-08-05,28.6,34.7,24.5,0.5,8.9,20.94,,,1.5,30.1,1004.6,79,1009.0,8.3
2016-08-06,28.9,34.7,24.7,1.0,9.9,21.38,,,1.7,29.4,1003.5,75,1007.9,7.5
2016-08-07,29.7,35.2,25.3,,7.5,23.92,,,2.2,29.2,1002.7,71,1007.1,8.5
2016-08-08,30.1,35.0,26.5,0.5,11.0,25.88,,,2.3,30.5,1002.0,73,1006.3,7.8
2016-08-09,30.3,35.8,26.1,,9.1,23.51,,,2.0,30.9,1002.2,72,1006.6,7.8
2016-08-10,31.3,37.3,26.2,,11.5,23.24,,,1.8,30.6,1003.9,68,1008.3,2.0
2016-08-11,31.9,38.1,27.2,,11.0,23.98,,,2.2,30.6,1004.2,66,1008.5,2.8
2016-08-12,31.8,38.0,26.9,,10.8,23.45,,,1.9,29.4,1002.7,65,1007.1,3.8
2016-08-13,31.3,37.2,27.6,,11.5,24.37,,,2.4,29.9,1001.8,66,1006.2,3.0
2016-08-14,31.2,37.3,28.0,,8.7,21.37,,,2.1,31.0,1000.2,69,1004.6,4.3
2016-08-15,30.7,36.0,27.1,0.0,9.2,22.23,,,2.7,29.8,998.0,69,1002.4,6.0
2016-08-16,28.9,33.0,24.5,18.0,4.0,14.19,,,1.9,30.7,996.9,77,1001.3,6.0
2016-08-17,30.1,35.4,25.4,0.0,11.4,24.72,,,1.9,29.1,997.4,69,1001.7,4.8
2016-08-18,30.7,36.4,26.5,0.0,9.0,21.65,,,1.8,27.9,999.6,64,1004.0,3.3
2016-08-19,30.2,36.3,26.5,0.0,7.9,21.95,,,1.6,29.8,1001.2,71,1005.6,9.5
2016-08-20,30.8,37.0,26.2,,10.9,21.98,,,2.2,28.7,999.0,66,1003.4,5.5
2016-08-21,30.0,36.8,25.1,4.5,9.6,21.94,,,1.8,29.1,998.1,70,1002.5,2.0
2016-08-22,30.8,36.9,26.1,,10.8,22.07,,,2.1,29.5,998.8,68,1003.2,1.0
2016-08-23,31.3,38.0,26.3,,10.9,24.20,,,2.5,25.2,999.0,57,1003.4,1.5
2016-08-24,29.4,37.1,25.2,4.5,7.5,18.57,,,1.6,26.7,999.7,66,1004.1,4.0
2016-08-25,30.4,36.1,25.3,0.0,6.4,19.54,,,1.5,28.2,1000.2,66,1004.6,4.8
2016-08-26,29.9,36.5,25.5,,9.0,20.65,,,2.3,27.4,1000.1,66,1004.5,6.3
2016-08-27,29.6,35.6,25.3,,8.9,22.19,,,2.6,26.5,999.1,65,1003.5,4.5
2016-08-28,26.7,29.9,23.6,26.5,0.1,6.92,,,2.0,27.6,992.4,79,996.8,10.0
2016-08-29,22.5,26.0,20.1,2.0,3.7,15.03,,,2.7,20.6,994.0,76,998.4,7.5
2016-08-30,24.3,29.7,19.2,0.0,8.1,20.31,,,3.6,17.7,992.8,60,997.2,5.8
2016-08-31,26.0,29.7,22.3,,8.9,22.66,,,5.2,19.4,996.8,58,1001.2,2.3
2016-09-01,26.5,31.5,23.2,0.0,2.4,14.16,,,2.1,22.6,1002.5,66,1006.9,8.3
2016-09-02,27.1,31.4,22.2,0.0,1.9,11.51,,,2.5,22.1,1002.4,63,1006.8,9.3
