calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-08-30,26.2,33.0,21.4,12.0,3.9,11.34,,,4.6,26.3,985.7,78,988.1,6.5
2016-08-31,25.5,31.2,20.5,0.0,9.5,20.93,,,3.4,21.8,996.7,69,999.2,4.8
2016-09-01,25.4,29.8,21.6,,10.4,22.48,,,2.9,23.7,1006.7,74,1009.2,4.8
2016-09-02,26.8,32.5,21.3,,10.6,20.61,,,2.8,23.5,1010.7,69,1013.2,5.3
2016-09-03,27.5,32.1,23.9,,11.7,22.40,,,5.4,22.6,1012.2,62,1014.7,2.5
2016-09-04,28.1,34.1,21.9,,11.6,22.02,,,4.0,25.2,1012.1,67,1014.6,4.8
2016-09-05,28.6,33.9,24.8,0.0,10.2,21.51,,,3.3,27.4,1009.4,71,1011.8,6.3
2016-09-06,25.5,28.8,22.4,0.0,2.7,9.61,,,4.2,27.4,1005.5,84,1008.0,10.0
2016-09-07,24.0,27.8,21.8,0.0,2.7,10.96,,,2.9,24.6,1004.6,83,1007.1,7.8
2016-09-08,22.5,27.7,19.8,14.0,1.0,7.67,,,4.2,23.2,1000.7,86,1003.2,8.3
2016-09-09,23.6,26.8,20.8,12.0,2.9,12.32,,,7.0,23.1,1001.8,80,1004.3,8.8
2016-09-10,22.5,25.5,19.9,6.5,6.6,17.78,,,3.5,20.6,1010.4,76,1012.9,8.5
2016-09-11,21.9,27.4,18.0,,8.8,20.95,,,2.9,19.1,1014.4,74,1016.9,6.3
2016-09-12,22.1,25.6,19.0,0.0,1.4,9.94,,,3.3,20.9,1016.4,79,1019.0,9.0
2016-09-13,20.8,24.1,18.8,6.0,0.0,5.49,,,3.6,21.1,1014.9,86,1017.5,10.0
2016-09-14,22.6,26.7,19.4,6.0,4.2,12.24,,,3.2,23.2,1013.4,85,1015.9,9.3
2016-09-15,22.8,27.4,19.5,0.0,10.7,20.75,,,2.7,21.4,1013.5,79,1016.1,4.0
2016-09-16,21.8,27.2,18.0,,5.5,15.16,,,2.2,20.6,1013.6,80,1016.1,9.3
2016-09-17,21.1,26.7,17.0,1.0,3.2,11.99,,,2.8,20.8,1011.7,84,1014.3,10.0
2016-09-18,20.8,24.7,18.7,0.0,1.2,9.06,,,2.3,20.1,1007.8,82,1010.4,10.0
2016-09-19,19.0,22.6,15.7,,3.4,11.81,,,3.7,15.6,1009.0,72,1011.6,10.0
2016-09-20,17.5,20.2,15.3,,0.0,6.07,,,1.3,15.4,1011.7,77,1014.3,10.0
2016-09-21,18.9,25.9,12.1,,11.5,21.08,,,2.7,12.7,1016.9,60,1019.4,3.5
2016-09-22,19.7,23.7,16.8,20.0,1.1,8.31,,,5.2,16.5,1016.9,73,1019.5,10.0
2016-09-23,19.2,22.3,17.0,18.0,0.0,5.22,,,2.2,21.2,1012.9,96,1015.5,10.0
2016-09-24,21.0,25.7,17.4,,7.9,17.94,,,2.6,20.8,1015.4,84,1017.9,9.8
2016-09-25,21.9,25.9,18.6,0.0,4.0,12.02,,,2.5,21.5,1015.6,82,1018.2,9.8
2016-09-26,22.4,28.1,18.8,0.0,3.0,11.98,,,2.0,22.4,1017.5,83,1020.0,10.0
2016-09-27,22.4,25.4,20.2,10.5,0.8,6.38,,,2.8,23.8,1014.4,88,1017.0,10.0
2016-09-28,22.6,25.3,20.5,1.5,0.4,6.86,,,3.0,24.7,1009.8,90,1012.3,10.0
2016-09-29,18.5,21.3,14.2,4.5,2.0,6.55,,,3.8,15.9,1010.9,75,1013.5,7.8
2016-09-30,16.3,21.4,11.3,,6.9,14.02,,,2.0,13.9,1014.6,77,1017.2,8.3
2016-10-01,18.2,23.6,13.5,,9.0,17.83,,,2.6,15.9,1016.3,78,1018.9,6.0
2016-10-02,18.6,23.5,14.1,,7.2,15.85,,,2.5,16.5,1016.5,78,1019.1,6.3
2016-10-03,20.2,24.2,15.3,28.0,0.2,3.62,,,4.8,21.3,1007.6,88,1010.2,8.5
2016-10-04,19.0,23.1,12.7,0.5,8.2,15.81,,,4.9,15.5,1012.7,70,1015.2,6.3
2016-10-05,16.3,20.2,10.8,18.5,1.7,8.16,,,3.9,13.8,1011.0,75,1013.6,10.0
2016-10-06,18.1,20.9,16.2,1.5,6.1,14.16,,,6.5,14.4,1011.5,69,1014.1,5.8
2016-10-07,14.7,18.1,10.5,0.0,9.8,17.99,,,4.6,9.3,1022.4,57,1025.1,5.8
2016-10-08,15.1,22.0,10.3,68.0,0.0,0.86,,,4.8,16.6,1007.8,94,1010.4,10.0
2016-10-09,16.0,19.9,12.6,5.5,3.6,10.40,,,5.0,13.3,1006.4,73,1009.0,9.0
2016-10-10,13.6,17.2,9.3,0.5,6.6,14.63,,,4.3,8.8,1016.4,57,1019.0,8.3
2016-10-11,13.0,18.0,7.5,9.5,8.3,14.75,,,3.0,10.7,1015.8,73,1018.4,8.5
2016-10-12,11.1,14.0,7.7,3.5,2.3,5.15,,,2.6,10.8,1015.6,82,1018.2,8.3
2016-10-13,11.8,17.8,7.0,4.5,7.3,15.45,,,2.9,9.6,1019.4,72,1022.1,8.3
2016-10-14,12.4,18.7,7.9,7.5,4.7,11.48,,,2.8,12.8,1022.0,90,1024.7,6.8
2016-10-15,13.7,20.5,9.2,0.0,6.8,13.79,,,2.7,13.1,1024.9,85,1027.6,2.5
2016-10-16,15.0,22.0,8.4,,8.8,15.13,,,3.2,11.5,1023.3,71,1025.9,5.0
2016-10-17,17.1,20.3,14.2,7.0,0.0,4.16,,,3.2,16.9,1014.9,87,1017.5,10.0
2016-10-18,17.3,21.4,11.9,2.5,9.9,15.32,,,2.8,16.5,1015.8,84,1018.4,3.8
2016-10-19,13.5,20.3,8.0,,10.2,15.91,,,2.1,12.4,1014.9,81,1017.5,2.5
2016-10-20,11.5,19.6,8.5,4.0,2.8,6.84,,,5.3,9.8,1013.5,72,1016.1,6.5
2016-10-21,10.3,13.4,6.0,,4.6,10.43,,,4.7,7.1,1018.8,57,1021.5,7.8
2016-10-22,10.4,15.2,4.8,0.0,5.4,10.42,,,2.4,9.5,1013.4,76,1016.0,8.8
2016-10-23,10.8,14.3,7.2,0.5,5.6,12.15,,,4.1,8.5,1011.1,66,1013.7,7.8
2016-10-24,12.4,15.1,7.2,0.0,3.0,7.74,,,6.6,6.6,1014.6,46,1017.2,8.0
2016-10-25,12.2,16.4,6.4,19.0,4.5,8.97,,,4.0,9.8,1012.9,70,1015.5,7.8
2016-10-26,16.6,19.2,12.9,0.5,5.0,10.59,,,4.2,14.2,1011.3,75,1013.9,8.5
2016-10-27,11.6,14.0,9.4,0.0,5.6,12.06,,,6.2,6.7,1019.7,49,1022.3,6.8
2016-10-28,11.5,14.0,9.4,0.0,1.6,5.55,,,3.3,8.3,1015.3,62,1017.9,10.0
2016-10-29,9.0,10.8,7.8,4.5,2.2,6.62,,,5.7,7.0,1015.6,61,1018.3,9.8
2016-10-30,8.6,12.1,4.9,0.0,3.6,8.71,,,3.9,6.4,1024.7,59,1027.4,7.0
2016-10-31,8.5,16.5,3.6,10.5,0.0,2.67,,,4.0,9.8,1019.7,87,1022.4,8.3
2016-11-01,6.2,8.8,3.2,5.5,0.0,2.34,,,3.9,7.8,1018.9,82,1021.6,10.0
2016-11-02,5.3,10.6,1.3,0.0,3.7,9.30,,,2.4,6.6,1022.2,76,1025.0,6.0
2016-11-03,8.1,11.7,3.4,16.5,1.7,4.75,,,4.7,8.2,1010.4,76,1013.1,8.5
2016-11-04,8.7,11.4,6.2,2.0,3.7,7.66,,,5.4,6.4,1012.8,57,1015.5,9.3
2016-11-05,13.1,18.0,6.5,26.5,2.0,5.46,,,7.1,12.6,1007.4,83,1010.1,9.8
2016-11-06,7.1,11.0,5.6,0.0,2.9,6.72,,,5.9,5.6,1020.9,55,1023.6,10.0
2016-11-07,6.8,11.0,3.5,,9.4,13.05,,,2.4,6.3,1024.1,65,1026.8,2.5
2016-11-08,8.4,13.1,5.0,10.5,0.0,1.16,,,5.1,8.8,1011.5,79,1014.2,7.5
2016-11-09,4.0,8.6,1.4,17.5,0.3,2.39,0,,9.0,6.1,1014.6,75,1017.3,8.8
2016-11-10,4.6,7.3,1.7,0.0,0.6,5.38,0,,4.6,5.2,1022.3,62,1025.0,9.5
2016-11-11,6.4,14.4,0.1,5.5,0.0,3.52,,,5.1,8.3,1015.2,84,1017.9,8.8
2016-11-12,12.1,15.0,6.7,0.0,4.9,8.81,,,4.2,9.9,1020.1,71,1022.8,7.5
2016-11-13,9.4,16.7,5.0,2.0,3.8,6.37,,,3.8,10.4,1020.8,87,1023.5,4.0
2016-11-14,10.3,17.6,2.7,0.0,9.5,11.56,,,3.7,9.5,1017.0,78,1019.7,5.0
2016-11-15,11.2,15.7,6.3,18.0,0.4,2.79,,,5.0,10.3,1008.2,74,1010.8,9.0
2016-11-16,6.5,8.7,3.7,5.0,0.7,3.39,,,5.7,6.1,1017.1,64,1019.8,9.5
2016-11-17,5.0,8.5,2.0,4.0,0.6,3.90,,,4.0,6.3,1020.4,74,1023.1,9.5
2016-11-18,6.9,12.9,3.2,,8.3,11.18,,,2.8,7.2,1021.0,73,1023.7,5.0
2016-11-19,7.9,12.5,3.5,0.5,0.3,2.66,,,3.8,9.1,1012.6,84,1015.3,10.0
2016-11-20,9.8,14.7,5.7,0.5,0.0,1.75,,,3.6,10.7,1014.0,87,1016.6,7.3
2016-11-21,6.2,9.6,1.1,,4.6,7.70,,,2.8,6.7,1019.4,71,1022.1,6.0
2016-11-22,7.1,13.1,0.7,5.0,2.0,4.28,0,,4.9,8.0,1010.1,80,1012.8,8.3
2016-11-23,1.4,4.3,-0.7,2.0,1.8,4.85,0,,5.0,5.0,1018.4,74,1021.1,9.5
2016-11-24,0.5,3.1,-1.4,0.5,2.2,6.58,0,,2.7,4.7,1018.8,75,1021.6,8.3
2016-11-25,0.5,1.6,-1.0,5.0,0.0,2.10,5,5,2.2,6.0,1020.1,95,1022.9,9.8
2016-11-26,2.3,6.4,-2.0,,4.4,8.33,1,,3.5,6.1,1022.8,85,1025.6,8.5
2016-11-27,7.0,9.3,5.2,20.5,0.0,1.71,,,2.5,9.1,1013.5,91,1016.2,10.0
2016-11-28,5.3,9.0,2.8,10.5,0.8,3.40,,,4.8,6.9,1012.4,78,1015.1,10.0
2016-11-29,3.3,6.3,1.2,3.5,1.4,3.95,0,,7.1,5.2,1022.6,68,1025.4,9.8
2016-11-30,3.3,5.4,1.1,,0.0,4.00,,,3.6,4.9,1028.3,63,1031.1,9.0
2016-12-01,8.3,12.3,4.6,11.0,0.1,0.95,,,6.1,8.6,1012.8,77,1015.5,10.0
2016-12-02,6.5,10.4,3.4,6.5,0.0,1.47,,,10.2,6.4,1018.1,66,1020.8,10.0
2016-12-03,6.1,10.1,2.8,,8.5,9.96,,,2.9,6.2,1023.2,68,1025.9,1.0
2016-12-04,8.4,15.4,2.1,,5.9,9.31,,,3.6,8.1,1016.0,74,1018.6,9.5
2016-12-05,9.7,13.8,6.5,11.0,1.5,4.30,,,3.3,10.0,1007.9,83,1010.5,10.0
2016-12-06,4.7,12.0,-1.0,8.0,2.1,4.92,1,1,7.9,6.4,1009.1,72,1011.8,9.5
2016-12-07,1.1,3.4,-0.5,2.0,1.5,4.70,2,1,3.6,4.8,1015.8,73,1018.6,9.5
2016-12-08,2.0,6.2,-0.6,1.5,4.3,6.61,2,2,2.8,5.6,1015.1,80,1017.8,8.3
2016-12-09,3.4,7.2,0.6,29.0,0.2,1.96,,,4.0,7.1,1007.2,90,1009.9,9.8
2016-12-10,0.9,3.9,-1.1,2.0,0.5,2.73,1,1,5.9,5.1,1013.1,78,1015.8,10.0
2016-12-11,-0.4,1.2,-1.9,2.0,0.3,3.09,3,3,5.8,4.6,1018.0,77,1020.8,9.0
2016-12-12,1.6,5.2,-1.0,0.0,1.0,4.30,2,,3.1,5.0,1023.1,74,1025.9,10.0
2016-12-13,2.9,4.2,1.5,13.5,0.0,0.93,,,3.1,6.9,1013.9,91,1016.6,10.0
2016-12-14,3.0,4.3,1.6,1.0,0.4,3.20,,,5.7,5.8,1004.3,77,1007.0,9.5
2016-12-15,0.9,4.4,-1.7,11.5,1.1,4.08,6,7,7.0,5.4,1008.7,83,1011.4,10.0
2016-12-16,-0.5,1.4,-2.3,8.5,0.1,2.07,15,13,5.2,4.6,1009.7,78,1012.5,10.0
2016-12-17,2.9,6.0,-0.5,0.5,0.2,2.89,15,1,8.0,4.7,1016.5,62,1019.2,9.8
2016-12-18,8.9,11.4,5.7,2.0,1.7,3.19,9,,7.1,7.6,1021.8,66,1024.5,9.5
2016-12-19,7.0,10.7,3.6,0.0,7.0,8.04,,,2.5,7.8,1022.0,78,1024.7,7.8
2016-12-20,4.7,9.5,-0.1,0.5,1.3,3.49,,,2.4,7.6,1023.1,89,1025.8,8.8
2016-12-21,3.9,10.6,0.3,0.0,4.6,6.85,,,3.0,7.2,1027.1,90,1029.9,7.0
2016-12-22,5.9,9.5,0.9,17.0,0.0,0.77,,,3.7,8.5,1009.0,90,1011.7,10.0
2016-12-23,7.7,13.2,2.0,3.5,1.6,5.19,,,10.3,8.5,997.8,79,1000.5,9.8
2016-12-24,2.2,3.2,0.9,0.5,0.0,2.18,,,5.4,5.3,1018.6,74,1021.4,10.0
2016-12-25,1.4,5.1,-0.7,3.5,2.8,6.00,4,4,2.1,5.9,1027.2,87,1030.0,7.8
2016-12-26,3.1,7.5,-1.4,0.5,5.8,8.07,0,,4.0,5.9,1019.3,78,1022.0,8.0
2016-12-27,2.6,6.3,0.1,12.5,0.0,2.20,1,1,4.8,7.0,1004.4,95,1007.1,10.0
2016-12-28,0.0,2.5,-2.3,1.0,5.0,7.69,3,2,2.8,4.9,1018.0,81,1020.8,9.0
2016-12-29,1.1,5.6,-1.6,8.5,0.0,0.47,2,3,5.3,5.8,1014.1,87,1016.9,10.0
2016-12-30,0.8,4.0,-1.9,1.5,1.6,4.65,3,3,6.5,4.8,1020.3,75,1023.1,9.8
2016-12-31,3.2,7.1,-0.5,8.0,3.4,6.17,1,,4.4,5.6,1020.3,74,1023.0,7.0
2017-01-01,3.1,6.7,-1.1,0.5,1.6,3.63,,,4.3,5.9,1020.4,78,1023.1,9.8
2017-01-02,3.4,5.5,1.2,7.0,0.0,2.34,,,2.8,7.2,1013.5,91,1016.2,9.8
2017-01-03,3.0,5.3,1.0,5.5,2.1,4.64,,,3.0,6.3,1012.9,84,1015.6,7.3
2017-01-04,1.2,3.6,0.4,7.0,0.7,3.47,1,2,2.7,6.4,1012.0,97,1014.7,10.0
2017-01-05,-0.4,2.0,-2.4,11.5,2.3,5.67,13,17,3.9,5.6,1017.8,94,1020.6,7.3
2017-01-06,0.0,2.2,-2.3,0.0,0.7,5.23,14,1,1.8,5.1,1023.1,83,1025.9,9.8
2017-01-07,3.0,7.4,-0.2,0.5,0.9,3.74,8,,3.9,6.1,1018.1,81,1020.9,10.0
2017-01-08,2.5,6.0,-2.6,,8.0,10.03,1,,3.4,4.9,1013.1,69,1015.8,5.0
2017-01-09,4.0,5.9,2.0,4.0,0.0,3.36,0,,4.2,7.0,1002.5,86,1005.2,10.0
2017-01-10,1.3,4.9,-2.2,5.0,0.7,2.72,8,8,5.8,5.0,1007.6,76,1010.3,10.0
2017-01-11,-2.2,0.4,-3.6,3.5,0.2,3.13,11,7,8.5,3.9,1009.0,76,1011.8,10.0
2017-01-12,-1.9,-0.3,-3.3,2.5,0.2,3.14,12,4,8.5,4.2,1003.0,79,1005.7,10.0
2017-01-13,-1.9,0.3,-3.9,0.5,0.0,2.93,11,2,4.5,4.0,1001.1,76,1003.8,10.0
2017-01-14,-4.6,-2.4,-6.5,5.0,0.2,2.96,17,7,4.0,3.5,1000.3,80,1003.1,10.0
2017-01-15,-5.0,-2.4,-8.4,10.5,0.4,4.08,25,13,2.6,3.9,1003.6,92,1006.4,10.0
2017-01-16,0.7,4.2,-4.6,3.5,7.8,10.91,24,3,3.3,5.2,1006.6,81,1009.3,9.0
2017-01-17,-0.5,3.1,-3.3,1.5,5.2,9.15,19,4,2.2,5.3,1021.1,89,1023.9,7.3
2017-01-18,1.2,4.2,-2.1,3.5,6.1,10.43,19,1,3.2,5.7,1021.9,86,1024.7,9.0
2017-01-19,1.6,5.4,-0.8,9.0,0.8,4.34,15,3,5.3,5.9,1016.1,87,1018.9,8.5
2017-01-20,0.6,4.0,-2.7,0.0,6.1,8.63,15,,2.7,5.5,1009.5,86,1012.2,7.8
2017-01-21,1.1,3.9,-0.8,0.0,3.9,8.02,14,1,3.7,4.6,1014.3,71,1017.1,8.8
2017-01-22,0.7,4.3,-1.4,11.5,0.0,2.07,23,11,4.8,5.4,1008.5,84,1011.2,10.0
2017-01-23,-0.9,2.2,-2.8,21.0,1.4,4.45,50,28,5.5,4.9,1007.7,86,1010.4,9.0
2017-01-24,-2.5,-0.4,-4.1,1.0,1.4,6.14,48,1,6.1,4.1,1015.8,82,1018.6,9.3
2017-01-25,-0.4,3.0,-3.2,1.0,0.6,4.88,42,3,3.8,4.6,1021.9,78,1024.7,10.0
2017-01-26,3.3,5.9,1.3,0.0,1.4,5.74,38,,5.4,5.2,1022.6,67,1025.3,10.0
2017-01-27,3.0,8.7,0.2,2.5,0.0,2.06,30,,8.4,5.3,1013.9,69,1016.6,9.0
2017-01-28,2.2,4.4,-0.6,0.0,1.5,5.89,23,,7.6,4.1,1023.0,58,1025.8,9.0
2017-01-29,2.2,5.3,-1.9,4.0,2.6,6.87,21,,3.0,5.0,1017.8,71,1020.6,9.0
2017-01-30,1.3,2.7,-1.4,11.5,0.5,3.00,18,2,4.8,6.2,1003.7,91,1006.4,10.0
2017-01-31,-0.1,2.7,-2.5,1.0,0.9,5.30,18,2,6.0,4.4,1017.9,74,1020.7,10.0
2017-02-01,0.7,5.0,-4.0,8.0,0.0,1.99,19,4,7.3,4.6,1010.0,71,1012.7,9.8
2017-02-02,-2.5,0.0,-5.7,4.0,0.8,5.60,21,5,8.5,3.8,1008.7,75,1011.5,10.0
2017-02-03,1.1,3.9,-2.2,0.0,0.0,2.89,21,,6.8,4.3,1013.8,65,1016.6,10.0
2017-02-04,4.2,6.7,-0.4,0.0,1.8,5.12,18,,5.7,5.0,1015.8,62,1018.5,7.8
2017-02-05,2.4,6.6,-2.3,1.0,0.6,5.09,15,,3.3,5.5,1008.1,77,1010.9,8.5
2017-02-06,3.6,8.5,0.8,13.5,1.0,4.39,13,1,5.4,7.2,995.0,91,997.7,10.0
2017-02-07,-0.2,3.2,-2.8,10.5,0.5,3.57,21,14,8.3,4.9,1007.8,82,1010.5,10.0
2017-02-08,-0.1,2.2,-2.5,1.0,0.0,4.48,20,3,4.1,4.7,1011.1,79,1013.8,10.0
2017-02-09,1.1,3.3,-1.3,1.0,0.3,7.22,20,1,3.2,5.7,1002.3,87,1005.0,10.0
2017-02-10,0.6,3.7,-1.3,12.5,0.0,3.00,22,12,4.4,5.9,996.2,92,998.9,9.3
2017-02-11,-0.4,1.1,-1.7,30.5,0.0,1.78,42,23,4.5,5.6,1000.8,94,1003.5,8.8
2017-02-12,1.9,3.1,0.1,9.5,0.2,6.68,46,4,6.0,6.3,1011.6,91,1014.3,10.0
2017-02-13,1.6,3.1,0.6,4.5,1.5,7.17,34,1,3.1,6.4,1019.3,93,1022.1,10.0
2017-02-14,1.1,3.9,-0.2,4.0,2.7,9.92,32,4,2.6,6.2,1020.4,94,1023.2,9.0
2017-02-15,2.8,4.6,-0.2,1.5,0.9,5.39,28,2,4.2,5.3,1022.0,73,1024.8,10.0
2017-02-16,4.3,8.9,0.4,2.5,0.0,2.94,27,1,3.7,7.3,1018.2,87,1020.9,10.0
2017-02-17,5.9,10.3,1.6,26.5,0.0,0.82,21,,6.0,7.6,1007.6,79,1010.3,10.0
2017-02-18,-0.7,2.0,-2.2,1.5,1.3,6.71,15,3,7.4,3.8,1013.0,67,1015.8,10.0
2017-02-19,-1.2,1.0,-3.6,1.0,0.8,6.60,16,3,5.8,3.9,1013.3,70,1016.1,10.0
2017-02-20,1.3,6.3,-2.3,32.5,0.0,1.55,28,13,6.2,6.2,998.8,92,1001.5,10.0
2017-02-21,-0.8,1.7,-2.2,1.5,1.9,8.59,19,1,7.7,4.2,1014.5,73,1017.3,10.0
2017-02-22,0.7,2.1,-1.3,0.5,0.0,3.66,19,1,3.4,4.7,1020.0,73,1022.8,10.0
2017-02-23,2.7,6.0,0.8,12.0,0.0,3.08,18,3,5.0,6.8,1000.3,92,1003.0,10.0
2017-02-24,0.9,3.1,-1.1,2.5,0.5,6.04,16,3,8.0,4.4,1010.5,67,1013.3,10.0
2017-02-25,2.7,6.2,-1.5,5.0,6.3,14.93,16,3,5.6,4.7,1013.8,65,1016.5,9.8
2017-02-26,2.6,5.4,-0.3,0.0,5.3,11.87,12,2,4.7,5.0,1016.9,69,1019.6,8.5
2017-02-27,-0.2,3.0,-2.9,0.0,6.5,15.24,11,,3.0,3.6,1025.7,61,1028.5,4.8
2017-02-28,-0.6,5.4,-5.6,,10.9,18.50,8,,2.3,3.7,1024.3,65,1027.1,0.0
2017-03-01,1.9,6.9,-3.1,,5.0,13.63,6,,2.7,4.7,1018.8,67,1021.5,9.5
2017-03-02,5.4,10.7,0.6,,7.3,14.76,4,,4.0,5.5,1005.4,63,1008.1,5.3
2017-03-03,3.2,6.4,1.9,1.0,0.3,5.14,,,5.8,5.3,1008.8,67,1011.5,9.0
2017-03-04,2.6,6.7,0.4,6.5,2.0,5.07,2,2,3.7,5.8,1013.7,79,1016.4,8.5
2017-03-05,2.5,6.4,-1.6,,8.6,17.01,,,2.4,4.6,1013.7,64,1016.4,5.8
2017-03-06,3.5,8.2,1.2,2.5,0.1,3.26,,,4.3,6.5,1001.8,81,1004.5,10.0
2017-03-07,0.9,3.2,-1.4,2.5,3.3,9.56,4,4,7.8,4.6,1001.1,70,1003.8,10.0
2017-03-08,0.8,3.3,-2.0,6.5,2.9,9.73,9,7,6.1,5.3,1000.8,82,1003.5,10.0
2017-03-09,3.8,7.0,1.3,0.0,3.7,11.15,4,,7.1,5.2,1002.1,66,1004.8,10.0
2017-03-10,2.2,5.6,-0.4,1.5,2.7,10.47,1,1,5.2,5.5,1007.8,77,1010.6,9.0
2017-03-11,1.3,5.3,-2.8,0.0,4.0,11.85,1,,2.0,5.4,1018.8,82,1021.6,6.5
2017-03-12,3.3,8.4,-0.2,,9.2,18.82,,,2.6,5.1,1021.1,68,1023.9,5.3
2017-03-13,4.0,10.0,-1.6,,3.2,10.57,,,4.7,5.2,1015.1,66,1017.8,8.0
2017-03-14,3.9,5.3,2.1,8.5,0.0,3.90,,,4.5,7.0,1009.0,87,1011.7,10.0
2017-03-15,3.0,7.4,0.6,1.5,3.2,8.90,,,2.1,5.9,1008.4,79,1011.1,9.5
2017-03-16,3.6,8.5,-0.6,1.0,5.9,15.16,,,3.3,5.7,1013.2,74,1015.9,6.0
2017-03-17,4.2,8.8,0.7,0.5,8.5,18.91,,,3.0,5.9,1015.7,74,1018.4,4.8
2017-03-18,4.7,10.2,-0.5,0.5,3.8,12.16,,,3.3,6.2,1017.0,75,1019.7,8.3
2017-03-19,4.5,8.8,-1.7,0.0,9.2,19.04,,,3.9,5.4,1018.1,66,1020.8,4.5
2017-03-20,6.2,11.3,0.1,,10.0,20.00,,,3.3,6.4,1018.9,69,1021.7,3.0
2017-03-21,5.8,11.0,1.7,6.0,0.0,5.86,,,3.2,7.1,1006.3,79,1009.0,10.0
2017-03-22,6.2,9.7,2.9,0.0,6.6,16.64,,,6.4,5.8,1009.8,62,1012.5,8.0
2017-03-23,4.2,7.0,1.2,0.5,3.6,11.24,,,4.9,5.0,1013.4,60,1016.1,9.3
2017-03-24,2.1,6.8,0.2,4.0,4.3,12.52,1,1,3.9,5.8,1014.1,83,1016.8,9.3
2017-03-25,3.1,8.2,0.1,2.0,5.9,15.32,3,3,2.6,5.9,1018.8,79,1021.5,6.0
2017-03-26,4.9,11.5,-1.1,,9.6,19.90,,,3.3,5.4,1016.6,65,1019.4,6.8
2017-03-27,4.8,8.2,2.3,0.0,0.0,6.71,,,2.2,6.9,1010.7,81,1013.4,9.3
2017-03-28,4.2,9.3,-0.4,0.0,6.1,14.41,,,3.5,6.4,1015.8,79,1018.5,6.0
2017-03-29,6.9,11.6,1.2,0.0,7.6,17.65,,,5.7,6.9,1018.5,70,1021.3,6.3
2017-03-30,8.0,13.0,3.8,2.5,5.2,13.69,,,5.2,7.8,1014.5,74,1017.2,9.0
2017-03-31,5.9,9.0,1.0,1.5,6.2,14.39,,,4.0,6.7,1015.8,73,1018.5,7.8
2017-04-01,4.9,9.5,0.4,,9.7,22.29,,,2.8,5.7,1012.5,68,1015.3,5.3
2017-04-02,5.5,10.0,1.0,1.0,10.5,23.39,,,3.4,6.2,1012.2,71,1014.9,7.0
2017-04-03,5.6,11.0,1.2,0.5,2.5,10.82,,,3.6,7.4,1014.0,83,1016.7,8.8
2017-04-04,7.1,12.6,0.5,,11.7,23.43,,,2.7,7.8,1022.4,78,1025.1,4.8
2017-04-05,11.1,17.7,3.6,,11.6,22.71,,,3.9,6.7,1022.3,56,1025.0,4.0
2017-04-06,13.2,21.4,8.1,1.0,4.1,12.17,,,3.5,8.7,1016.2,59,1018.8,10.0
2017-04-07,10.6,12.4,7.2,12.0,0.1,7.38,,,3.6,11.9,1012.4,93,1015.0,7.8
2017-04-08,11.6,17.6,6.1,0.5,1.4,9.92,,,4.0,11.2,1008.9,84,1011.5,10.0
2017-04-09,8.9,11.0,5.0,0.5,5.4,12.37,,,4.4,8.1,1008.7,71,1011.4,5.0
2017-04-10,7.4,13.1,0.7,,12.2,23.44,,,3.3,5.7,1017.2,58,1019.9,3.3
2017-04-11,9.8,15.0,4.0,15.5,3.1,10.62,,,7.0,7.5,1004.3,63,1006.9,9.0
2017-04-12,7.6,10.4,3.0,5.5,5.7,17.98,,,6.7,7.2,1001.7,68,1004.4,8.5
2017-04-13,7.2,9.0,3.0,0.0,8.4,19.61,,,8.5,4.5,1010.2,44,1012.9,4.0
2017-04-14,11.0,17.6,2.3,,6.3,18.91,,,5.1,8.3,1011.4,63,1014.1,5.0
2017-04-15,12.6,16.2,10.8,6.0,0.0,3.34,,,5.6,11.2,1008.8,79,1011.4,10.0
2017-04-16,13.0,16.0,10.1,,0.3,6.67,,,6.3,12.7,1009.2,85,1011.8,7.5
2017-04-17,12.9,19.1,6.6,3.5,6.7,16.97,,,4.6,7.9,1010.0,59,1012.6,8.3
2017-04-18,10.9,15.4,8.1,8.0,0.2,3.42,,,8.9,11.1,991.8,85,994.4,10.0
2017-04-19,8.7,14.4,5.3,5.5,2.0,8.49,,,8.7,9.7,995.2,86,997.9,10.0
2017-04-20,7.6,10.4,5.7,0.0,3.2,14.50,,,4.7,7.1,1011.3,68,1014.0,9.5
2017-04-21,11.0,16.8,5.3,0.0,9.2,22.39,,,2.9,8.9,1005.6,69,1008.2,7.5
2017-04-22,8.8,11.4,7.2,0.0,7.6,22.12,,,5.5,8.0,1008.1,71,1010.7,8.5
2017-04-23,8.2,12.4,4.8,7.0,8.2,21.95,,,4.5,8.1,1016.8,76,1019.5,5.3
2017-04-24,11.2,20.1,2.9,,11.6,23.57,,,3.3,7.0,1022.4,58,1025.1,0.8
2017-04-25,14.8,21.4,8.6,1.5,6.5,16.69,,,4.6,10.0,1019.3,61,1021.9,9.3
2017-04-26,11.5,13.3,9.6,41.0,0.0,3.09,,,2.9,12.9,1010.8,96,1013.4,10.0
2017-04-27,10.4,14.7,5.1,0.0,9.3,23.84,,,5.4,9.4,1004.1,76,1006.7,4.5
