calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
2016-02-10,-0.1,6.8,-4.9,0.0,6.2,,38,2,0.6,,,,,
2016-02-11,1.2,9.2,-5.5,0.0,7.7,,35,0,0.8,,,,,
2016-02-12,6.1,11.4,-0.1,0.5,4.2,,34,3,1.1,,,,,
2016-02-13,8.7,12.2,5.4,35.5,0.1,,28,1,0.8,,,,,
2016-02-14,6.9,12.4,1.7,18.0,0.0,,19,2,1.5,,,,,
2016-02-15,-1.5,1.7,-3.9,30.0,0.0,,44,37,0.9,,,,,
2016-02-16,-1.9,0.1,-3.8,12.0,0.1,,51,15,,,,,,
2016-02-17,-1.0,1.5,-5.4,4.0,2.3,,53,6,,,,,,
2016-02-18,-1.8,4.5,-9.4,0.0,7.2,,36,4,1.0,,,,,
2016-02-19,3.1,9.4,-2.0,0.0,4.1,,29,2,1.1,,,,,
2016-02-20,2.4,4.6,1.0,34.5,0.0,,24,8,0.8,,,,,
2016-02-21,0.2,3.3,-3.1,1.5,2.6,,21,10,1.1,,,,,
2016-02-22,0.3,4.8,-5.0,0.0,2.7,,17,1,0.8,,,,,
2016-02-23,1.9,5.8,-0.3,0.0,0.3,,16,3,0.7,,,,,
2016-02-24,-0.3,1.7,-2.0,0.5,0.5,,15,1,2.5,,,,,
2016-02-25,-1.8,1.8,-5.0,0.5,2.2,,14,0,1.0,,,,,
2016-02-26,-0.3,5.5,-6.1,0.5,2.6,,13,0,0.8,,,,,
2016-02-27,2.1,5.8,-0.8,2.5,0.2,,12,2,0.8,,,,,
2016-02-28,5.2,10.8,-1.6,0.0,3.2,,10,0,1.3,,,,,
2016-02-29,-0.4,7.6,-3.8,25.0,0.0,,26,28,1.2,,,,,
2016-03-01,-2.4,-0.1,-4.4,3.5,0.3,,28,6,0.5,,,,,
2016-03-02,0.4,6.1,-3.6,0.0,6.0,,18,1,0.6,,,,,
2016-03-03,2.8,11.3,-3.4,0.0,6.2,,8,1,0.8,,,,,
2016-03-04,5.0,9.4,-0.7,0.5,0.0,,4,2,0.5,,,,,
2016-03-05,11.0,17.9,3.4,0.0,8.4,,0,0,1.4,,,,,
2016-03-06,11.3,13.3,8.8,9.5,0.0,,0,0,1.1,,,,,
2016-03-07,11.4,19.2,6.5,0.5,4.6,,0,0,0.6,,,,,
2016-03-08,7.7,11.0,5.5,0.0,0.0,,0,0,0.7,,,,,
2016-03-09,4.2,6.6,2.6,27.5,0.0,,0,0,1.7,,,,,
2016-03-10,3.5,7.1,0.0,0.0,0.9,,0,0,1.6,,,,,
2016-03-11,1.5,5.2,-1.7,0.5,2.1,,0,0,1.9,,,,,
2016-03-12,1.2,8.4,-3.5,0.0,5.4,,0,0,1.0,,,,,
2016-03-13,2.9,8.9,-2.5,3.0,1.2,,0,0,0.7,,,,,
2016-03-14,2.4,6.1,0.1,4.0,0.8,,0,0,1.6,,,,,
2016-03-15,3.4,11.1,-1.7,0.0,8.8,,0,0,1.7,,,,,
2016-03-16,5.3,13.9,-1.6,0.0,3.7,,0,0,1.1,,,,,
2016-03-17,8.3,18.2,-1.7,0.0,8.6,,0,0,1.1,,,,,
2016-03-18,9.9,10.8,9.0,13.0,0.0,,0,0,1.1,,,,,
2016-03-19,10.3,15.5,5.1,14.5,3.7,,0,0,1.7,,,,,
2016-03-20,5.5,11.1,1.3,0.0,8.4,,0,0,2.6,,,,,
2016-03-21,3.3,10.9,-2.0,0.0,9.0,,0,0,1.4,,,,,
2016-03-22,5.9,16.5,-3.1,0.0,9.2,,0,0,0.7,,,,,
2016-03-23,7.0,14.7,0.6,0.0,3.9,,0,0,1.6,,,,,
2016-03-24,3.5,8.6,-1.3,0.0,3.7,,0,0,2.5,,,,,
2016-03-25,1.4,7.8,-2.8,0.0,6.0,,0,0,1.6,,,,,
2016-03-26,2.5,11.9,-5.2,0.0,9.4,,0,0,1.0,,,,,
2016-03-27,3.3,10.1,-1.6,1.5,2.9,,0,0,0.9,,,,,
2016-03-28,5.0,13.4,-1.0,0.0,7.7,,0,0,0.9,,,,,
2016-03-29,7.3,16.4,-1.9,0.0,6.1,,0,0,1.1,,,,,
2016-03-30,10.0,16.4,4.0,0.0,2.1,,0,0,1.1,,,,,
2016-03-31,11.0,17.3,3.9,0.5,4.2,,0,0,0.8,,,,,
2016-04-01,11.6,14.6,8.5,10.0,0.0,,0,0,0.7,,,,,
2016-04-02,12.5,17.3,6.5,0.0,3.6,,0,0,1.4,,,,,
2016-04-03,14.1,16.9,11.4,3.5,0.4,,0,0,1.2,,,,,
2016-04-04,10.3,13.1,7.4,4.5,0.1,,0,0,2.0,,,,,
2016-04-05,9.0,16.2,3.2,0.0,8.3,,0,0,0.9,,,,,
2016-04-06,11.8,20.2,1.8,0.5,8.5,,0,0,1.0,,,,,
2016-04-07,11.7,16.7,8.6,33.0,0.0,,0,0,1.7,,,,,
2016-04-08,10.7,18.2,5.6,0.0,4.2,,0,0,0.7,,,,,
2016-04-09,12.5,21.4,4.7,0.0,7.6,,0,0,0.8,,,,,
2016-04-10,11.6,18.7,5.4,0.0,2.2,,0,0,0.7,,,,,
2016-04-11,6.2,11.6,0.2,0.0,6.0,,0,0,2.8,,,,,
2016-04-12,8.4,15.5,-1.2,0.0,8.0,,0,0,1.8,,,,,
2016-04-13,12.1,18.8,6.2,17.0,4.1,,0,0,1.3,,,,,
2016-04-14,13.2,18.4,9.6,0.0,2.1,,0,0,1.1,,,,,
2016-04-15,11.7,19.3,5.9,0.0,10.5,,0,0,1.9,,,,,
2016-04-16,14.0,23.5,3.3,0.0,8.3,,0,0,2.0,,,,,
2016-04-17,14.8,22.4,7.2,8.0,8.8,,0,0,1.9,,,,,
2016-04-18,9.3,13.6,2.6,0.0,0.0,,0,0,1.1,,,,,
2016-04-19,8.0,15.3,1.0,0.0,6.3,,0,0,1.3,,,,,
2016-04-20,11.8,20.8,-0.3,0.0,10.1,,0,0,1.6,,,,,
2016-04-21,12.5,13.8,11.0,40.0,0.0,,0,0,1.9,,,,,
2016-04-22,14.0,21.7,9.0,2.0,5.0,,0,0,0.9,,,,,
2016-04-23,12.4,16.9,7.2,0.5,2.4,,0,0,0.7,,,,,
2016-04-24,12.9,19.4,6.1,0.0,5.6,,0,0,1.1,,,,,
2016-04-25,13.1,22.7,4.0,0.0,7.3,,0,0,0.8,,,,,
2016-04-26,15.9,25.8,6.2,0.0,10.9,,0,0,1.1,,,,,
2016-04-27,14.9,18.1,13.0,29.5,0.0,,0,0,1.2,,,,,
2016-04-28,11.3,14.9,6.8,8.5,0.0,,0,0,2.1,,,,,
2016-04-29,8.8,14.7,3.7,0.5,6.1,,0,0,2.1,,,,,
2016-04-30,12.5,22.1,2.1,0.0,11.2,,0,0,1.1,,,,,
2016-05-01,14.9,24.8,6.5,0.0,10.3,,0,0,0.8,,,,,
2016-05-02,17.8,26.8,7.3,0.0,11.2,,0,0,1.4,,,,,
2016-05-03,14.5,17.4,9.4,10.5,0.0,,0,0,2.5,,,,,
2016-05-04,16.5,22.9,8.8,0.0,11.2,,0,0,2.3,,,,,
2016-05-05,15.8,21.5,10.5,0.0,10.4,,0,0,1.5,,,,,
2016-05-06,13.3,16.3,10.8,7.5,0.0,,0,0,1.3,,,,,
2016-05-07,13.9,18.8,8.8,1.5,2.9,,0,0,0.9,,,,,
2016-05-08,15.2,23.5,5.3,0.0,8.8,,0,0,1.1,,,,,
2016-05-09,13.9,15.8,11.9,10.0,0.0,,0,0,0.9,,,,,
2016-05-10,16.4,18.4,14.0,20.5,0.0,,0,0,0.9,,,,,
2016-05-11,10.7,18.2,6.6,7.0,0.0,,0,0,1.3,,,,,
2016-05-12,14.2,23.8,3.9,0.0,11.4,,0,0,1.0,,,,,
2016-05-13,15.7,23.1,11.2,0.0,5.0,,0,0,1.0,,,,,
2016-05-14,16.8,26.4,7.8,0.0,11.1,,0,0,0.9,,,,,
2016-05-15,19.2,23.8,14.3,0.0,6.7,,0,0,1.6,,,,,
2016-05-16,13.3,19.9,6.6,41.5,0.8,,0,0,1.8,,,,,
2016-05-17,12.5,22.4,3.8,0.0,11.6,,0,0,1.0,,,,,
2016-05-18,16.4,27.7,4.8,0.0,11.7,,0,0,1.0,,,,,
2016-05-19,17.3,26.6,9.3,0.0,9.5,,0,0,0.7,,,,,
2016-05-20,17.8,26.0,10.0,0.0,8.8,,0,0,1.3,,,,,
2016-05-21,17.8,27.0,8.5,0.0,11.6,,0,0,1.1,,,,,
2016-05-22,18.4,27.8,9.6,0.0,11.1,,0,0,0.9,,,,,
2016-05-23,19.3,27.9,10.2,0.0,11.7,,0,0,1.3,,,,,
2016-05-24,19.1,25.7,12.7,2.0,4.6,,0,0,1.5,,,,,
2016-05-25,18.1,20.0,16.1,4.5,0.0,,0,0,1.1,,,,,
2016-05-26,20.3,23.6,17.4,1.0,0.1,,0,0,1.0,,,,,
2016-05-27,19.3,26.6,15.1,0.0,5.5,,0,0,1.0,,,,,
2016-05-28,17.8,22.2,13.1,0.0,0.7,,0,0,0.5,,,,,
2016-05-29,16.5,18.8,11.7,9.0,0.0,,0,0,0.7,,,,,
2016-05-30,16.7,20.1,13.8,0.5,0.6,,0,0,0.9,,,,,
2016-05-31,18.5,27.1,10.7,0.0,11.7,,0,0,0.9,,,,,
2016-06-01,16.3,22.1,12.1,0.0,8.5,,0,0,2.3,,,,,
2016-06-02,14.6,22.2,8.1,0.0,9.6,,0,0,1.6,,,,,
2016-06-03,16.7,26.6,5.8,0.0,12.1,,0,0,1.0,,,,,
2016-06-04,16.4,20.4,13.5,14.0,0.4,,0,0,1.3,,,,,
2016-06-05,17.0,20.7,14.2,4.5,0.0,,0,0,1.1,,,,,
2016-06-06,19.7,24.9,15.4,0.0,2.4,,0,0,0.7,,,,,
2016-06-07,18.9,22.1,16.5,0.0,1.2,,0,0,1.1,,,,,
2016-06-08,19.9,23.7,17.3,0.0,0.5,,0,0,1.1,,,,,
2016-06-09,19.2,23.0,16.9,27.5,2.0,,0,0,0.7,,,,,
2016-06-10,21.0,27.8,14.4,0.0,9.4,,0,0,1.0,,,,,
2016-06-11,22.1,26.9,17.7,0.0,4.0,,0,0,1.1,,,,,
2016-06-12,20.3,22.9,17.9,23.0,1.1,,0,0,1.2,,,,,
2016-06-13,19.1,23.5,15.8,2.0,2.2,,0,0,1.4,,,,,
2016-06-14,20.3,26.7,14.8,0.0,5.8,,0,0,0.7,,,,,
2016-06-15,21.9,26.5,17.5,0.0,4.2,,0,0,1.3,,,,,
2016-06-16,20.5,22.8,17.5,10.0,0.0,,0,0,0.9,,,,,
2016-06-17,19.4,25.0,14.9,0.0,4.5,,0,0,0.9,,,,,
2016-06-18,20.7,28.6,12.8,0.0,11.5,,0,0,1.2,,,,,
2016-06-19,20.5,24.0,17.4,11.5,0.5,,0,0,1.1,,,,,
2016-06-20,21.8,28.0,18.4,12.5,4.5,,0,0,0.8,,,,,
2016-06-21,21.0,24.6,19.0,22.5,1.2,,0,0,0.6,,,,,
2016-06-22,20.7,22.9,19.5,18.5,0.0,,0,0,0.5,,,,,
2016-06-23,21.0,26.5,17.4,7.0,6.3,,0,0,1.1,,,,,
2016-06-24,20.3,22.9,17.2,44.5,0.0,,0,0,1.2,,,,,
2016-06-25,18.9,21.5,16.0,4.5,0.0,,0,0,1.2,,,,,
2016-06-26,19.2,25.8,14.8,0.0,8.4,,0,0,0.9,,,,,
2016-06-27,18.5,25.2,13.0,10.5,5.2,,0,0,0.8,,,,,
2016-06-28,18.7,23.0,15.3,2.0,0.8,,0,0,0.5,,,,,
2016-06-29,20.1,21.7,18.8,6.5,0.0,,0,0,0.6,,,,,
2016-06-30,21.6,26.1,19.4,2.5,1.1,,0,0,0.5,,,,,
2016-07-01,23.4,29.4,18.1,0.0,6.9,,0,0,1.2,,,,,
2016-07-02,24.3,27.6,22.2,0.5,4.1,,0,0,1.4,,,,,
2016-07-03,22.9,25.1,21.9,65.0,0.0,,0,0,0.8,,,,,
2016-07-04,24.1,28.5,21.0,27.0,2.4,,0,0,0.7,,,,,
2016-07-05,25.3,30.3,21.6,0.0,4.7,,0,0,0.9,,,,,
2016-07-06,24.7,29.1,21.7,0.0,5.3,,0,0,1.1,,,,,
2016-07-07,24.2,30.7,19.8,0.0,7.7,,0,0,0.8,,,,,
2016-07-08,20.7,22.4,18.8,13.5,0.0,,0,0,0.9,,,,,
2016-07-09,23.0,28.9,19.3,1.0,5.3,,0,0,0.9,,,,,
2016-07-10,24.7,30.0,20.6,0.0,6.9,,0,0,0.7,,,,,
2016-07-11,23.9,28.9,20.3,10.5,3.6,,0,0,0.8,,,,,
2016-07-12,24.1,28.0,22.4,16.0,0.9,,0,0,0.8,,,,,
2016-07-13,23.1,25.2,22.1,20.5,0.0,,0,0,0.8,,,,,
2016-07-14,23.1,27.9,18.7,0.0,6.1,,0,0,1.2,,,,,
2016-07-15,18.6,21.1,17.6,3.5,0.1,,0,0,1.4,,,,,
2016-07-16,21.5,26.2,17.4,0.0,4.4,,0,0,1.1,,,,,
2016-07-17,22.6,28.1,20.1,12.0,4.0,,0,0,0.8,,,,,
2016-07-18,22.9,29.1,18.8,0.0,9.1,,0,0,0.8,,,,,
2016-07-19,22.5,29.4,17.5,0.0,6.9,,0,0,1.0,,,,,
2016-07-20,22.5,30.5,17.0,0.0,7.7,,0,0,1.1,,,,,
2016-07-21,22.2,29.0,16.1,0.0,10.8,,0,0,1.0,,,,,
2016-07-22,22.4,30.3,16.3,0.0,6.3,,0,0,0.8,,,,,
2016-07-23,24.1,31.0,18.8,0.0,10.3,,0,0,1.1,,,,,
2016-07-24,24.6,28.4,21.3,0.0,0.9,,0,0,0.8,,,,,
2016-07-25,24.0,26.8,22.1,0.0,0.4,,0,0,1.2,,,,,
2016-07-26,23.9,29.3,20.8,0.0,2.1,,0,0,0.8,,,,,
2016-07-27,24.8,30.2,20.8,0.0,3.7,,0,0,0.9,,,,,
2016-07-28,25.3,30.6,21.2,0.0,7.0,,0,0,1.2,,,,,
2016-07-29,25.2,30.4,21.2,0.0,7.3,,0,0,1.0,,,,,
2016-07-30,25.3,30.7,21.3,0.0,7.1,,0,0,0.6,,,,,
2016-07-31,25.1,30.2,21.2,0.0,3.5,,0,0,0.9,,,,,
2016-08-01,24.8,31.2,20.7,0.0,6.7,,0,0,0.9,,,,,
2016-08-02,24.0,31.0,19.3,0.0,7.1,,0,0,1.0,,,,,
2016-08-03,24.5,31.4,19.4,0.0,8.5,,0,0,1.0,,,,,
2016-08-04,24.7,30.7,19.2,0.0,7.9,,0,0,0.8,,,,,
2016-08-05,25.5,31.7,20.4,0.0,7.2,,0,0,0.9,,,,,
2016-08-06,24.0,31.3,21.2,9.5,4.8,,0,0,0.6,,,,,
2016-08-07,25.5,32.9,20.6,0.0,9.6,,0,0,0.8,,,,,
2016-08-08,25.0,31.8,21.0,0.5,6.6,,0,0,1.0,,,,,
2016-08-09,24.2,30.0,19.6,0.0,7.5,,0,0,1.2,,,,,
2016-08-10,23.1,31.5,15.5,0.0,10.8,,0,0,1.2,,,,,
2016-08-11,23.4,32.8,13.7,0.0,11.2,,0,0,1.1,,,,,
2016-08-12,24.7,33.1,17.8,0.0,11.2,,0,0,1.0,,,,,
2016-08-13,25.1,32.9,19.4,0.0,8.7,,0,0,0.7,,,,,
2016-08-14,25.3,32.9,20.1,0.0,8.8,,0,0,0.7,,,,,
2016-08-15,24.1,28.7,20.6,0.0,2.3,,0,0,0.4,,,,,
2016-08-16,24.0,28.8,21.0,0.5,4.0,,0,0,0.9,,,,,
2016-08-17,24.0,30.7,18.3,0.0,4.0,,0,0,1.3,,,,,
2016-08-18,24.0,32.5,15.7,0.0,10.5,,0,0,0.9,,,,,
2016-08-19,25.4,33.4,19.9,0.0,7.5,,0,0,0.9,,,,,
2016-08-20,24.2,31.1,18.2,0.0,8.7,,0,0,1.6,,,,,
2016-08-21,25.4,32.5,19.8,0.0,7.5,,0,0,1.1,,,,,
2016-08-22,24.6,29.9,20.0,0.0,5.2,,0,0,1.5,,,,,
2016-08-23,23.5,30.7,18.5,0.0,10.5,,0,0,1.7,,,,,
2016-08-24,23.2,31.2,17.1,0.0,4.9,,0,0,0.8,,,,,
2016-08-25,25.4,32.5,20.2,0.0,6.8,,0,0,1.1,,,,,
2016-08-26,23.1,28.9,19.7,14.5,0.5,,0,0,1.2,,,,,
2016-08-27,19.8,24.4,17.2,1.0,0.6,,0,0,2.1,,,,,
2016-08-28,19.4,23.5,17.2,46.0,0.0,,0,0,0.6,,,,,
2016-08-29,18.4,21.7,16.3,77.0,0.2,,0,0,1.5,,,,,
2016-08-30,17.2,21.9,15.3,26.5,2.0,,0,0,1.1,,,,,
2016-08-31,20.6,26.6,16.8,0.0,8.2,,0,0,1.6,,,,,
2016-09-01,20.4,25.9,14.8,0.0,4.7,,0,0,1.0,,,,,
2016-09-02,22.0,27.8,17.3,0.0,6.0,,0,0,1.0,,,,,
2016-09-03,23.7,29.2,18.6,0.0,3.7,,0,0,1.4,,,,,
2016-09-04,23.6,27.2,21.5,1.5,0.8,,0,0,1.2,,,,,
2016-09-05,22.2,23.9,21.2,6.5,0.0,,0,0,1.0,,,,,
2016-09-06,23.2,30.2,19.1,0.5,4.1,,0,0,0.6,,,,,
2016-09-07,23.0,28.0,20.2,6.5,0.2,,0,0,0.5,,,,,
2016-09-08,19.8,22.7,17.6,23.5,0.1,,0,0,0.7,,,,,
2016-09-09,19.7,25.4,16.6,0.0,3.9,,0,0,0.7,,,,,
2016-09-10,19.9,26.7,14.1,0.0,6.1,,0,0,0.7,,,,,
2016-09-11,21.8,27.8,17.0,0.0,5.9,,0,0,0.6,,,,,
2016-09-12,19.3,21.0,17.5,69.0,0.0,,0,0,1.0,,,,,
2016-09-13,19.9,24.4,17.5,0.0,2.9,,0,0,1.8,,,,,
2016-09-14,20.4,25.5,16.7,0.0,2.9,,0,0,0.6,,,,,
2016-09-15,20.1,23.8,17.8,0.0,0.0,,0,0,0.4,,,,,
2016-09-16,21.3,26.8,18.2,0.0,1.3,,0,0,0.5,,,,,
2016-09-17,22.8,27.3,20.3,47.0,2.7,,0,0,1.0,,,,,
2016-09-18,20.7,22.4,19.4,54.0,0.0,,0,0,0.7,,,,,
2016-09-19,18.4,20.8,16.2,17.0,0.0,,0,0,2.2,,,,,
2016-09-20,16.2,17.8,14.8,29.5,0.0,,0,0,3.1,,,,,
2016-09-21,16.9,20.4,14.0,0.0,1.5,,0,0,1.8,,,,,
2016-09-22,17.6,20.6,15.9,4.0,0.0,,0,0,0.4,,,,,
2016-09-23,18.7,24.6,14.8,0.0,5.7,,0,0,1.1,,,,,
2016-09-24,19.5,26.8,14.2,0.0,7.9,,0,0,0.6,,,,,
2016-09-25,20.8,27.0,15.9,2.0,5.3,,0,0,0.9,,,,,
2016-09-26,21.9,25.4,19.3,0.0,0.8,,0,0,1.0,,,,,
2016-09-27,23.7,30.1,18.1,0.0,7.2,,0,0,0.8,,,,,
2016-09-28,22.4,24.2,21.1,12.0,0.0,,0,0,0.3,,,,,
2016-09-29,17.5,21.4,14.5,7.0,0.0,,0,0,1.7,,,,,
2016-09-30,17.3,22.6,13.6,12.5,0.6,,0,0,0.7,,,,,
2016-10-01,19.9,23.8,17.0,6.0,0.4,,0,0,0.4,,,,,
2016-10-02,22.6,27.1,19.3,0.0,3.4,,0,0,0.7,,,,,
2016-10-03,22.9,27.6,19.5,0.0,3.5,,0,0,0.9,,,,,
2016-10-04,20.9,24.6,18.4,0.0,0.2,,0,0,0.6,,,,,
2016-10-05,20.1,24.7,17.3,13.5,1.8,,0,0,2.2,,,,,
2016-10-06,17.4,23.5,11.5,0.0,6.4,,0,0,1.4,,,,,
2016-10-07,15.9,22.2,10.5,0.0,5.8,,0,0,1.1,,,,,
2016-10-08,19.9,24.5,16.5,40.5,0.5,,0,0,0.9,,,,,
2016-10-09,15.1,18.9,11.4,6.0,3.6,,0,0,1.6,,,,,
2016-10-10,13.2,18.2,9.7,0.0,7.5,,0,0,1.8,,,,,
2016-10-11,11.3,15.5,7.7,0.0,0.0,,0,0,0.5,,,,,
2016-10-12,11.7,19.0,5.9,0.0,4.4,,0,0,1.1,,,,,
2016-10-13,11.5,18.5,7.3,0.0,2.6,,0,0,1.0,,,,,
2016-10-14,11.4,20.7,5.8,0.0,6.1,,0,0,0.5,,,,,
2016-10-15,12.0,22.3,4.3,0.0,8.1,,0,0,0.8,,,,,
2016-10-16,15.1,19.4,9.2,14.5,0.0,,0,0,1.1,,,,,
2016-10-17,17.2,20.2,15.6,25.5,0.3,,0,0,0.4,,,,,
2016-10-18,17.7,22.5,14.2,0.0,1.5,,0,0,0.7,,,,,
2016-10-19,17.0,22.7,11.6,0.0,4.5,,0,0,0.4,,,,,
2016-10-20,15.9,21.4,12.2,0.0,5.3,,0,0,1.2,,,,,
2016-10-21,13.1,16.3,10.2,0.0,0.0,,0,0,1.4,,,,,
2016-10-22,12.7,16.2,9.8,1.5,0.0,,0,0,0.4,,,,,
2016-10-23,13.1,16.4,10.8,0.0,0.0,,0,0,2.0,,,,,
2016-10-24,11.1,18.1,6.6,0.0,7.7,,0,0,1.4,,,,,
2016-10-25,14.5,18.6,7.5,3.0,1.9,,0,0,1.2,,,,,
2016-10-26,15.9,18.8,13.2,1.0,0.7,,0,0,0.6,,,,,
2016-10-27,13.2,18.2,9.3,0.0,5.5,,0,0,1.6,,,,,
2016-10-28,12.8,14.7,9.6,9.0,0.0,,0,0,1.0,,,,,
2016-10-29,10.9,14.0,6.2,1.5,1.1,,0,0,2.1,,,,,
2016-10-30,9.3,16.5,4.9,0.0,5.0,,0,0,0.6,,,,,
2016-10-31,9.6,13.9,4.7,1.5,0.0,,0,0,0.3,,,,,
2016-11-01,9.2,12.9,6.3,0.5,1.4,,0,0,1.0,,,,,
2016-11-02,7.1,12.0,2.5,1.0,0.4,,0,0,0.8,,,,,
2016-11-03,6.8,12.3,2.1,0.0,3.4,,0,0,0.7,,,,,
2016-11-04,7.2,14.1,2.3,0.0,5.6,,0,0,0.5,,,,,
2016-11-05,9.0,16.7,2.2,0.0,7.4,,0,0,0.7,,,,,
2016-11-06,8.0,11.1,2.3,0.0,0.0,,0,0,2.0,,,,,
2016-11-07,7.1,15.0,0.0,0.0,7.4,,0,0,0.9,,,,,
2016-11-08,9.7,12.8,6.9,3.0,0.0,,0,0,1.0,,,,,
2016-11-09,4.5,7.7,-0.7,1.0,0.4,,0,0,1.6,,,,,
2016-11-10,4.6,8.6,-0.6,3.5,0.7,,0,0,1.0,,,,,
2016-11-11,8.8,14.1,6.0,0.5,2.6,,0,0,0.8,,,,,
2016-11-12,8.2,15.5,1.7,0.0,7.0,,0,0,0.6,,,,,
2016-11-13,10.4,18.0,4.3,0.0,5.8,,0,0,0.5,,,,,
2016-11-14,12.4,16.2,8.8,3.5,1.0,,0,0,0.7,,,,,
2016-11-15,11.8,15.4,7.1,1.5,0.1,,0,0,1.4,,,,,
2016-11-16,6.9,13.2,2.8,0.0,6.3,,0,0,0.6,,,,,
2016-11-17,7.4,14.7,1.9,0.0,4.1,,0,0,0.8,,,,,
2016-11-18,9.7,15.9,2.2,9.5,6.7,,0,0,1.2,,,,,
2016-11-19,14.3,16.2,12.0,21.0,0.1,,0,0,1.0,,,,,
2016-11-20,13.3,15.6,8.8,8.5,0.3,,0,0,0.7,,,,,
2016-11-21,10.6,14.8,5.5,0.0,2.0,,0,0,0.6,,,,,
2016-11-22,10.9,15.9,7.4,5.5,3.3,,0,0,0.6,,,,,
2016-11-23,6.2,9.3,4.9,0.0,1.3,,0,0,2.5,,,,,
2016-11-24,5.3,8.6,3.7,19.5,2.1,,0,0,0.8,,,,,
2016-11-25,4.0,8.3,-0.3,2.0,2.6,,0,0,0.5,,,,,
2016-11-26,4.8,10.4,-2.1,10.5,5.8,,0,0,0.6,,,,,
2016-11-27,7.6,8.6,6.7,11.5,0.0,,0,0,0.7,,,,,
2016-11-28,6.1,8.7,3.1,0.5,0.2,,0,0,1.3,,,,,
2016-11-29,5.3,9.8,2.4,0.0,0.7,,0,0,0.7,,,,,
